      DepSM      T090C      Sal00  Sigma-t00       FlSP    WetStar SeaTurbMtr       SvCM   Sbeox0PS Sbeox0Mg/L       Flag
      0.071    21.2814    24.8594    16.7212 5.2503e-01     0.3543      0.531    1513.77  101.62675    7.79251 0.0000e+00
      0.096    21.2815    24.8594    16.7211 5.2503e-01     0.3543      0.531    1513.77  101.61694    7.79175 0.0000e+00
      0.058    21.2814    24.8595    16.7212 5.3724e-01     0.3531      0.531    1513.77  101.60667    7.79096 0.0000e+00
      0.096    21.2814    24.8592    16.7210 5.4945e-01     0.3555      0.531    1513.77  101.53943    7.78582 0.0000e+00
      0.071    21.2813    24.8597    16.7214 5.3724e-01     0.3543      0.538    1513.77  101.52626    7.78481 0.0000e+00
      0.071    21.2813    24.8595    16.7213 5.3724e-01     0.3555      0.546    1513.77  101.51390    7.78387 0.0000e+00
      0.083    21.2814    24.8594    16.7211 5.2503e-01     0.3555      0.553    1513.77  101.50217    7.78296 0.0000e+00
      0.071    21.2813    24.8595    16.7213 5.2503e-01     0.3531      0.560    1513.77  101.49061    7.78209 0.0000e+00
      0.084    21.2811    24.8593    16.7212 5.2503e-01     0.3543      0.557    1513.77  101.47983    7.78129 0.0000e+00
      0.071    21.2813    24.8594    16.7212 5.2503e-01     0.3567      0.546    1513.77  101.46925    7.78045 0.0000e+00
      0.070    21.2811    24.8597    16.7214 5.2503e-01     0.3567      0.542    1513.77  101.45926    7.77970 0.0000e+00
      0.071    21.2813    24.8595    16.7213 5.2503e-01     0.3543      0.546    1513.77  101.44982    7.77896 0.0000e+00
      0.084    21.2811    24.8596    16.7214 5.3724e-01     0.3543      0.553    1513.77  101.44097    7.77830 0.0000e+00
      0.070    21.2813    24.8596    16.7213 5.3724e-01     0.3555      0.557    1513.77  101.43230    7.77761 0.0000e+00
      0.084    21.2809    24.8595    16.7214 5.3724e-01     0.3580      0.553    1513.77  101.42440    7.77706 0.0000e+00
      0.071    21.2811    24.8594    16.7213 5.2503e-01     0.3567      0.549    1513.77  101.41672    7.77645 0.0000e+00
      0.084    21.2811    24.8596    16.7214 5.2503e-01     0.3604      0.553    1513.77  101.40981    7.77591 0.0000e+00
      0.083    21.2811    24.8598    16.7215 5.2503e-01     0.3592      0.553    1513.77  101.40321    7.77540 0.0000e+00
      0.084    21.2811    24.8596    16.7214 5.2503e-01     0.3592      0.546    1513.77  101.39713    7.77494 0.0000e+00
      0.084    21.2811    24.8596    16.7214 5.1282e-01     0.3580      0.538    1513.77  101.39151    7.77451 0.0000e+00
      0.084    21.2811    24.8598    16.7215 5.2503e-01     0.3580      0.535    1513.77  101.32814    7.76964 0.0000e+00
      0.107    21.2811    24.8598    16.7215 5.2503e-01     0.3567      0.531    1513.77  101.32007    7.76902 0.0000e+00
      0.084    21.2813    24.8595    16.7213 5.2503e-01     0.3567      0.531    1513.77  101.31210    7.76840 0.0000e+00
      0.109    21.2809    24.8596    16.7214 5.3724e-01     0.3592      0.531    1513.77  101.30529    7.76793 0.0000e+00
      0.107    21.2811    24.8596    16.7214 5.4945e-01     0.3592      0.535    1513.77  101.30289    7.76771 0.0000e+00
      0.120    21.2813    24.8597    16.7214 5.6166e-01     0.3604      0.538    1513.77  101.29745    7.76727 0.0000e+00
      0.109    21.2811    24.8599    16.7216 5.6166e-01     0.3604      0.538    1513.77  101.29632    7.76720 0.0000e+00
      0.120    21.2814    24.8595    16.7212 5.6166e-01     0.3592      0.535    1513.77  101.23811    7.76270 0.0000e+00
      0.118    21.2813    24.8595    16.7213 5.3724e-01     0.3567      0.538    1513.77  101.23502    7.76249 0.0000e+00
      0.131    21.2817    24.8595    16.7212 5.2503e-01     0.3555      0.538    1513.77  101.23314    7.76229 0.0000e+00
      0.120    21.2816    24.8596    16.7213 5.2503e-01     0.3519      0.538    1513.77  101.23187    7.76220 0.0000e+00
      0.131    21.2813    24.8597    16.7214 5.1282e-01     0.3531      0.538    1513.77  101.23583    7.76254 0.0000e+00
      0.130    21.2815    24.8596    16.7213 5.1282e-01     0.3543      0.538    1513.77  101.23680    7.76259 0.0000e+00
      0.131    21.2814    24.8580    16.7201 5.0061e-01     0.3543      0.538    1513.77  101.24275    7.76313 0.0000e+00
      0.131    21.2814    24.8580    16.7201 5.0061e-01     0.3543      0.538    1513.77  101.24580    7.76336 0.0000e+00
      0.130    21.2815    24.8595    16.7212 5.0061e-01     0.3555      0.538    1513.77  101.25382    7.76390 0.0000e+00
      0.131    21.2816    24.8598    16.7214 5.0061e-01     0.3543      0.538    1513.77  101.20478    7.76011 0.0000e+00
      0.131    21.2814    24.8598    16.7215 5.1282e-01     0.3543      0.542    1513.77  101.20733    7.76033 0.0000e+00
      0.120    21.2817    24.8593    16.7211 5.1282e-01     0.3567      0.538    1513.77  101.21492    7.76090 0.0000e+00
      0.130    21.2818    24.8596    16.7212 5.1282e-01     0.3567      0.538    1513.77  101.22004    7.76126 0.0000e+00
      0.131    21.2818    24.8595    16.7212 5.1282e-01     0.3555      0.535    1513.77  101.22616    7.76173 0.0000e+00
      0.131    21.2817    24.8597    16.7213 5.1282e-01     0.3567      0.538    1513.77  101.23337    7.76230 0.0000e+00
      0.131    21.2820    24.8593    16.7209 5.1282e-01     0.3555      0.535    1513.77  101.23774    7.76261 0.0000e+00
      0.130    21.2818    24.8596    16.7212 5.1282e-01     0.3543      0.535    1513.77  101.24300    7.76302 0.0000e+00
      0.120    21.2820    24.8596    16.7212 5.2503e-01     0.3543      0.531    1513.77  101.24917    7.76347 0.0000e+00
      0.131    21.2820    24.8595    16.7211 5.2503e-01     0.3580      0.535    1513.77  101.25252    7.76373 0.0000e+00
      0.143    21.2821    24.8596    16.7211 5.2503e-01     0.3592      0.535    1513.77  101.25669    7.76402 0.0000e+00
      0.131    21.2820    24.8597    16.7213 5.1282e-01     0.3604      0.531    1513.77  101.26135    7.76440 0.0000e+00
      0.131    21.2820    24.8596    16.7212 5.1282e-01     0.3592      0.527    1513.77  101.26296    7.76453 0.0000e+00
      0.156    21.2820    24.8596    16.7212 5.0061e-01     0.3580      0.524    1513.77  101.26551    7.76472 0.0000e+00
      0.143    21.2822    24.8596    16.7211 5.0061e-01     0.3555      0.520    1513.77  101.26826    7.76491 0.0000e+00
      0.144    21.2820    24.8598    16.7213 5.0061e-01     0.3555      0.516    1513.77  101.21356    7.76073 0.0000e+00
      0.156    21.2821    24.8596    16.7211 5.1282e-01     0.3567      0.524    1513.77  101.21019    7.76046 0.0000e+00
      0.156    21.2822    24.8595    16.7210 5.2503e-01     0.3580      0.535    1513.77  101.20730    7.76023 0.0000e+00
      0.166    21.2820    24.8598    16.7213 5.2503e-01     0.3567      0.553    1513.77  101.20515    7.76009 0.0000e+00
      0.144    21.2820    24.8595    16.7211 5.2503e-01     0.3543      0.575    1513.77  101.20328    7.75995 0.0000e+00
      0.167    21.2824    24.8595    16.7210 5.3724e-01     0.3543      0.575    1513.77  101.14442    7.75539 0.0000e+00
      0.154    21.2821    24.8598    16.7213 5.2503e-01     0.3543      0.560    1513.77  101.14022    7.75508 0.0000e+00
      0.156    21.2823    24.8597    16.7212 5.2503e-01     0.3519      0.549    1513.77  101.13704    7.75482 0.0000e+00
      0.156    21.2824    24.8596    16.7211 5.2503e-01     0.3519      0.549    1513.77  101.07641    7.75017 0.0000e+00
      0.156    21.2823    24.8595    16.7210 5.1282e-01     0.3494      0.557    1513.77  101.07111    7.74977 0.0000e+00
      0.154    21.2821    24.8597    16.7212 5.1282e-01     0.3506      0.579    1513.77  101.12496    7.75392 0.0000e+00
      0.156    21.2825    24.8594    16.7208 5.0061e-01     0.3519      0.597    1513.77  101.06712    7.74945 0.0000e+00
      0.156    21.2823    24.8597    16.7211 5.0061e-01     0.3531      0.582    1513.77  101.06452    7.74926 0.0000e+00
      0.144    21.2823    24.8597    16.7211 5.1282e-01     0.3555      0.564    1513.77  101.06278    7.74913 0.0000e+00
      0.166    21.2820    24.8595    16.7211 5.0061e-01     0.3567      0.560    1513.77  101.06236    7.74915 0.0000e+00
      0.144    21.2821    24.8597    16.7212 5.0061e-01     0.3567      0.575    1513.77  101.06244    7.74912 0.0000e+00
      0.156    21.2820    24.8595    16.7211 5.1282e-01     0.3555      0.579    1513.77  101.06384    7.74926 0.0000e+00
      0.156    21.2822    24.8598    16.7213 5.1282e-01     0.3555      0.564    1513.77  101.06611    7.74939 0.0000e+00
      0.154    21.2821    24.8598    16.7213 5.1282e-01     0.3543      0.553    1513.77  101.06529    7.74934 0.0000e+00
      0.144    21.2821    24.8598    16.7213 5.1282e-01     0.3555      0.546    1513.77  101.06517    7.74933 0.0000e+00
      0.156    21.2824    24.8597    16.7211 5.1282e-01     0.3567      0.546    1513.77  101.06613    7.74938 0.0000e+00
      0.154    21.2821    24.8596    16.7211 5.2503e-01     0.3592      0.549    1513.77  101.06770    7.74953 0.0000e+00
      0.144    21.2820    24.8598    16.7213 5.2503e-01     0.3604      0.553    1513.77  101.06996    7.74972 0.0000e+00
      0.144    21.2822    24.8598    16.7213 5.2503e-01     0.3592      0.546    1513.77  101.07320    7.74994 0.0000e+00
      0.144    21.2821    24.8600    16.7214 5.2503e-01     0.3567      0.542    1513.77  101.07721    7.75024 0.0000e+00
      0.143    21.2823    24.8598    16.7212 5.2503e-01     0.3555      0.542    1513.77  101.07801    7.75029 0.0000e+00
      0.131    21.2824    24.8598    16.7213 5.2503e-01     0.3555      0.538    1513.77  101.13755    7.75485 0.0000e+00
      0.144    21.2823    24.8597    16.7212 5.1282e-01     0.3555      0.531    1513.77  101.14349    7.75531 0.0000e+00
      0.120    21.2825    24.8596    16.7211 5.0061e-01     0.3567      0.531    1513.77  101.20770    7.76022 0.0000e+00
      0.130    21.2824    24.8598    16.7213 5.0061e-01     0.3567      0.531    1513.77  101.21824    7.76103 0.0000e+00
      0.120    21.2825    24.8597    16.7211 5.0061e-01     0.3543      0.531    1513.77  101.28712    7.76631 0.0000e+00
      0.120    21.2823    24.8599    16.7213 5.0061e-01     0.3543      0.538    1513.77  101.30188    7.76745 0.0000e+00
      0.118    21.2827    24.8598    16.7212 5.1282e-01     0.3543      0.538    1513.78  101.31683    7.76855 0.0000e+00
      0.120    21.2825    24.8601    16.7214 5.1282e-01     0.3567      0.538    1513.77  101.39015    7.77419 0.0000e+00
      0.109    21.2820    24.8602    16.7216 5.1282e-01     0.3580      0.542    1513.77  101.40489    7.77538 0.0000e+00
      0.109    21.2817    24.8597    16.7214 5.1282e-01     0.3543      0.542    1513.77  101.41963    7.77658 0.0000e+00
      0.107    21.2813    24.8582    16.7203 5.0061e-01     0.3543      0.538    1513.77  101.49241    7.78229 0.0000e+00
      0.109    21.2814    24.8595    16.7212 5.1282e-01     0.3543      0.531    1513.77  101.51060    7.78360 0.0000e+00
      0.109    21.2820    24.8601    16.7216 5.1282e-01     0.3519      0.527    1513.77  101.52848    7.78486 0.0000e+00
      0.096    21.2825    24.8596    16.7211 5.1282e-01     0.3531      0.531    1513.77  101.60410    7.79061 0.0000e+00
      0.107    21.2830    24.8600    16.7212 5.2503e-01     0.3555      0.531    1513.78  101.62518    7.79214 0.0000e+00
      0.096    21.2837    24.8599    16.7209 5.1282e-01     0.3555      0.527    1513.78  101.70373    7.79806 0.0000e+00
      0.096    21.2834    24.8601    16.7212 5.1282e-01     0.3555      0.527    1513.78  101.72730    7.79991 0.0000e+00
      0.094    21.2820    24.8603    16.7217 5.0061e-01     0.3543      0.527    1513.77  101.75010    7.80185 0.0000e+00
      0.084    21.2815    24.8603    16.7218 5.0061e-01     0.3555      0.527    1513.77  101.83048    7.80808 0.0000e+00
      0.096    21.2816    24.8601    16.7216 5.1282e-01     0.3555      0.527    1513.77  101.85601    7.81003 0.0000e+00
      0.084    21.2811    24.8600    16.7217 5.0061e-01     0.3531      0.535    1513.77  101.88038    7.81197 0.0000e+00
      0.083    21.2806    24.8600    16.7218 5.0061e-01     0.3519      0.531    1513.77  101.96231    7.81833 0.0000e+00
      0.096    21.2804    24.8600    16.7219 5.0061e-01     0.3531      0.527    1513.77  101.93088    7.81595 0.0000e+00
      0.084    21.2801    24.8599    16.7219 5.0061e-01     0.3543      0.527    1513.77  102.00692    7.82183 0.0000e+00
      0.071    21.2801    24.8601    16.7221 4.8840e-01     0.3543      0.527    1513.77  102.02747    7.82340 0.0000e+00
      0.094    21.2799    24.8603    16.7223 5.0061e-01     0.3543      0.527    1513.77  102.04734    7.82493 0.0000e+00
      0.071    21.2801    24.8602    16.7221 5.0061e-01     0.3543      0.524    1513.77  102.06554    7.82632 0.0000e+00
      0.084    21.2799    24.8601    16.7221 5.1282e-01     0.3555      0.524    1513.77  102.02480    7.82322 0.0000e+00
      0.083    21.2794    24.8604    16.7225 5.1282e-01     0.3555      0.524    1513.77  102.03325    7.82393 0.0000e+00
      0.096    21.2794    24.8602    16.7223 5.1282e-01     0.3592      0.527    1513.77  102.04080    7.82452 0.0000e+00
      0.071    21.2788    24.8605    16.7226 5.1282e-01     0.3592      0.527    1513.76  102.04670    7.82504 0.0000e+00
      0.084    21.2794    24.8602    16.7223 5.2503e-01     0.3604      0.527    1513.77  101.98982    7.82061 0.0000e+00
      0.083    21.2792    24.8604    16.7225 5.3724e-01     0.3604      0.527    1513.77  101.98592    7.82032 0.0000e+00
      0.084    21.2797    24.8602    16.7222 5.3724e-01     0.3580      0.527    1513.77  101.92680    7.81572 0.0000e+00
      0.071    21.2796    24.8603    16.7223 5.3724e-01     0.3567      0.524    1513.77  101.91698    7.81499 0.0000e+00
      0.083    21.2801    24.8600    16.7220 5.3724e-01     0.3555      0.524    1513.77  101.90657    7.81414 0.0000e+00
      0.071    21.2802    24.8603    16.7222 5.3724e-01     0.3555      0.527    1513.77  101.83666    7.80874 0.0000e+00
      0.071    21.2804    24.8603    16.7221 5.4945e-01     0.3555      0.527    1513.77  101.82045    7.80747 0.0000e+00
      0.071    21.2809    24.8602    16.7219 5.6166e-01     0.3543      0.531    1513.77  101.74525    7.80164 0.0000e+00
      0.058    21.2809    24.8599    16.7217 5.4945e-01     0.3543      0.531    1513.77  101.66534    7.79552 0.0000e+00
      0.071    21.2811    24.8600    16.7217 5.2503e-01     0.3543      0.535    1513.77  101.63967    7.79352 0.0000e+00
      0.060    21.2814    24.8600    16.7216 5.1282e-01     0.3543      0.531    1513.77  101.61322    7.79144 0.0000e+00
      0.060    21.2813    24.8600    16.7217 5.1282e-01     0.3555      0.527    1513.77  101.58639    7.78941 0.0000e+00
      0.070    21.2815    24.8599    16.7215 5.1282e-01     0.3543      0.527    1513.77  101.55923    7.78730 0.0000e+00
      0.060    21.2816    24.8601    16.7216 5.0061e-01     0.3543      0.524    1513.77  101.47311    7.78067 0.0000e+00
      0.071    21.2816    24.8601    16.7216 5.0061e-01     0.3543      0.527    1513.77  101.44129    7.77823 0.0000e+00
      0.070    21.2810    24.8601    16.7218 5.0061e-01     0.3543      0.524    1513.77  101.40892    7.77584 0.0000e+00
      0.071    21.2807    24.8592    16.7212 5.1282e-01     0.3567      0.524    1513.77  101.37632    7.77341 0.0000e+00
      0.071    21.2802    24.8588    16.7210 5.2503e-01     0.3543      0.527    1513.77  101.28511    7.76651 0.0000e+00
      0.084    21.2799    24.8599    16.7219 5.2503e-01     0.3543      0.527    1513.77  101.25231    7.76400 0.0000e+00
      0.083    21.2799    24.8601    16.7221 5.1282e-01     0.3519      0.531    1513.77  101.21937    7.76146 0.0000e+00
      0.084    21.2799    24.8601    16.7221 5.1282e-01     0.3531      0.531    1513.77  101.19048    7.75925 0.0000e+00
      0.096    21.2797    24.8602    16.7222 5.1282e-01     0.3555      0.535    1513.77  101.10362    7.75260 0.0000e+00
      0.107    21.2804    24.8600    16.7218 5.1282e-01     0.3555      0.549    1513.77  101.07558    7.75037 0.0000e+00
      0.109    21.2809    24.8601    16.7218 5.2503e-01     0.3567      0.557    1513.77  101.04788    7.74816 0.0000e+00
      0.109    21.2813    24.8603    16.7219 5.2503e-01     0.3580      0.553    1513.77  100.96239    7.74155 0.0000e+00
      0.109    21.2817    24.8601    16.7216 5.2503e-01     0.3616      0.546    1513.77  100.93594    7.73948 0.0000e+00
      0.119    21.2818    24.8598    16.7214 5.2503e-01     0.3604      0.538    1513.77  100.91038    7.73751 0.0000e+00
      0.120    21.2820    24.8602    16.7216 5.1282e-01     0.3567      0.535    1513.77  100.94376    7.74003 0.0000e+00
      0.132    21.2820    24.8598    16.7213 5.0061e-01     0.3543      0.531    1513.77  100.86929    7.73433 0.0000e+00
      0.120    21.2820    24.8599    16.7214 5.0061e-01     0.3531      0.527    1513.77  100.84988    7.73284 0.0000e+00
      0.130    21.2816    24.8603    16.7218 5.0061e-01     0.3543      0.527    1513.77  100.83165    7.73148 0.0000e+00
      0.120    21.2815    24.8601    16.7217 5.1282e-01     0.3592      0.531    1513.77  100.87641    7.73494 0.0000e+00
      0.132    21.2814    24.8601    16.7217 5.1282e-01     0.3592      0.535    1513.77  100.86803    7.73430 0.0000e+00
      0.130    21.2813    24.8603    16.7219 5.1282e-01     0.3555      0.542    1513.77  100.86446    7.73404 0.0000e+00
      0.120    21.2818    24.8600    16.7215 5.1282e-01     0.3543      0.557    1513.77  100.86200    7.73379 0.0000e+00
      0.132    21.2821    24.8600    16.7214 5.1282e-01     0.3543      0.560    1513.77  100.86090    7.73366 0.0000e+00
      0.132    21.2821    24.8598    16.7213 5.0061e-01     0.3531      0.557    1513.77  100.86475    7.73396 0.0000e+00
      0.119    21.2824    24.8599    16.7213 5.0061e-01     0.3543      0.557    1513.77  100.86975    7.73431 0.0000e+00
      0.132    21.2823    24.8597    16.7212 5.0061e-01     0.3555      0.549    1513.77  100.87633    7.73483 0.0000e+00
      0.132    21.2825    24.8598    16.7212 5.0061e-01     0.3543      0.542    1513.77  100.88808    7.73570 0.0000e+00
      0.132    21.2825    24.8596    16.7210 5.0061e-01     0.3543      0.535    1513.77  100.89724    7.73641 0.0000e+00
      0.143    21.2827    24.8598    16.7211 5.0061e-01     0.3543      0.535    1513.78  100.97008    7.74196 0.0000e+00
      0.132    21.2827    24.8598    16.7211 5.0061e-01     0.3555      0.535    1513.78  100.93130    7.73899 0.0000e+00
      0.132    21.2825    24.8598    16.7212 5.0061e-01     0.3555      0.538    1513.77  100.94846    7.74033 0.0000e+00
      0.145    21.2823    24.8597    16.7212 4.8840e-01     0.3543      0.542    1513.77  100.96723    7.74180 0.0000e+00
      0.143    21.2823    24.8597    16.7212 5.0061e-01     0.3580      0.546    1513.77  100.98327    7.74303 0.0000e+00
      0.145    21.2825    24.8597    16.7211 5.0061e-01     0.3567      0.549    1513.77  101.00065    7.74433 0.0000e+00
      0.156    21.2821    24.8600    16.7215 5.0061e-01     0.3580      0.553    1513.77  101.01938    7.74581 0.0000e+00
      0.130    21.2823    24.8597    16.7212 5.1282e-01     0.3567      0.549    1513.77  101.03899    7.74730 0.0000e+00
      0.156    21.2820    24.8600    16.7215 5.3724e-01     0.3567      0.546    1513.77  101.05646    7.74867 0.0000e+00
      0.145    21.2818    24.8601    16.7216 5.3724e-01     0.3543      0.542    1513.77  101.07460    7.75009 0.0000e+00
      0.145    21.2818    24.8600    16.7215 5.2503e-01     0.3555      0.542    1513.77  101.09002    7.75127 0.0000e+00
      0.130    21.2820    24.8599    16.7214 5.2503e-01     0.3543      0.542    1513.77  101.04801    7.74803 0.0000e+00
      0.132    21.2821    24.8600    16.7214 5.2503e-01     0.3555      0.538    1513.77  101.06170    7.74906 0.0000e+00
      0.132    21.2821    24.8601    16.7215 5.2503e-01     0.3531      0.531    1513.77  101.07246    7.74987 0.0000e+00
      0.120    21.2824    24.8602    16.7215 5.1282e-01     0.3506      0.527    1513.77  101.02584    7.74627 0.0000e+00
      0.119    21.2823    24.8600    16.7214 5.1282e-01     0.3531      0.527    1513.77  101.03079    7.74666 0.0000e+00
      0.109    21.2825    24.8600    16.7213 5.1282e-01     0.3543      0.535    1513.77  101.03261    7.74678 0.0000e+00
      0.109    21.2825    24.8601    16.7214 5.0061e-01     0.3567      0.535    1513.77  100.97712    7.74251 0.0000e+00
      0.094    21.2827    24.8602    16.7214 5.0061e-01     0.3543      0.527    1513.77  100.97680    7.74246 0.0000e+00
      0.096    21.2825    24.8602    16.7215 5.0061e-01     0.3543      0.527    1513.77  100.91937    7.73808 0.0000e+00
      0.096    21.2825    24.8603    16.7215 5.0061e-01     0.3531      0.531    1513.77  100.91745    7.73793 0.0000e+00
      0.084    21.2828    24.8601    16.7214 5.1282e-01     0.3531      0.527    1513.78  100.85430    7.73305 0.0000e+00
      0.083    21.2834    24.8600    16.7211 5.0061e-01     0.3519      0.524    1513.78  100.84679    7.73240 0.0000e+00
      0.084    21.2839    24.8601    16.7210 5.0061e-01     0.3531      0.524    1513.78  100.84045    7.73183 0.0000e+00
      0.084    21.2839    24.8606    16.7215 5.0061e-01     0.3580      0.524    1513.78  100.77692    7.72694 0.0000e+00
      0.047    21.2839    24.8606    16.7215 5.0061e-01     0.3592      0.520    1513.78  100.76458    7.72600 0.0000e+00
      0.109    21.2839    24.8605    16.7213 5.0061e-01     0.3567      0.520    1513.78  100.75458    7.72523 0.0000e+00
      0.084    21.2839    24.8604    16.7212 5.0061e-01     0.3580      0.524    1513.78  100.74464    7.72448 0.0000e+00
      0.084    21.2839    24.8604    16.7213 5.2503e-01     0.3604      0.524    1513.78  100.73613    7.72383 0.0000e+00
      0.070    21.2839    24.8607    16.7215 5.1282e-01     0.3604      0.527    1513.78  100.72456    7.72292 0.0000e+00
      0.084    21.2839    24.8606    16.7215 5.1282e-01     0.3592      0.535    1513.78  100.71430    7.72214 0.0000e+00
      0.096    21.2839    24.8605    16.7214 5.0061e-01     0.3555      0.542    1513.78  100.70496    7.72143 0.0000e+00
      0.084    21.2842    24.8601    16.7210 5.0061e-01     0.3531      0.542    1513.78  100.69234    7.72043 0.0000e+00
      0.107    21.2842    24.8604    16.7212 5.0061e-01     0.3519      0.542    1513.78  100.68090    7.71954 0.0000e+00
      0.096    21.2842    24.8607    16.7214 5.1282e-01     0.3506      0.542    1513.78  100.66984    7.71868 0.0000e+00
      0.096    21.2839    24.8608    16.7216 5.2503e-01     0.3482      0.538    1513.78  100.66370    7.71825 0.0000e+00
      0.094    21.2839    24.8611    16.7218 5.2503e-01     0.3482      0.535    1513.78  100.71275    7.72200 0.0000e+00
      0.109    21.2839    24.8613    16.7220 5.1282e-01     0.3506      0.538    1513.78  100.70827    7.72165 0.0000e+00
      0.096    21.2841    24.8609    16.7216 5.1282e-01     0.3519      0.538    1513.78  100.70412    7.72132 0.0000e+00
      0.109    21.2841    24.8609    16.7216 5.2503e-01     0.3531      0.538    1513.78  100.70493    7.72138 0.0000e+00
      0.107    21.2839    24.8610    16.7217 5.2503e-01     0.3543      0.535    1513.78  100.70633    7.72151 0.0000e+00
      0.109    21.2839    24.8610    16.7217 5.2503e-01     0.3555      0.538    1513.78  100.76683    7.72615 0.0000e+00
      0.109    21.2835    24.8612    16.7220 5.1282e-01     0.3531      0.535    1513.78  100.77353    7.72670 0.0000e+00
      0.109    21.2837    24.8610    16.7218 5.2503e-01     0.3543      0.531    1513.78  100.78093    7.72726 0.0000e+00
      0.107    21.2837    24.8611    16.7218 5.2503e-01     0.3543      0.527    1513.78  100.78894    7.72787 0.0000e+00
      0.109    21.2839    24.8610    16.7217 5.2503e-01     0.3543      0.527    1513.78  100.85588    7.73298 0.0000e+00
      0.109    21.2835    24.8612    16.7220 5.3724e-01     0.3555      0.527    1513.78  100.86885    7.73401 0.0000e+00
      0.107    21.2837    24.8611    16.7219 5.3724e-01     0.3531      0.527    1513.78  100.94056    7.73949 0.0000e+00
      0.109    21.2839    24.8610    16.7217 5.3724e-01     0.3555      0.531    1513.78  100.95827    7.74083 0.0000e+00
      0.109    21.2841    24.8607    16.7215 5.2503e-01     0.3555      0.531    1513.78  101.03852    7.74697 0.0000e+00
      0.109    21.2839    24.8609    16.7217 5.2503e-01     0.3543      0.531    1513.78  101.06066    7.74868 0.0000e+00
      0.107    21.2842    24.8608    16.7215 5.2503e-01     0.3543      0.535    1513.78  101.08300    7.75035 0.0000e+00
      0.096    21.2842    24.8608    16.7215 5.2503e-01     0.3531      0.538    1513.78  101.10534    7.75206 0.0000e+00
