      DepSM      T090C      Sal00  Sigma-t00       FlSP    WetStar SeaTurbMtr       SvCM   Sbeox0PS Sbeox0Mg/L       Flag
     23.761    10.5592    32.2789    24.7337 9.6459e-01     0.3567      0.564    1488.92   87.53912    7.94189 0.0000e+00
     23.785    10.5088    32.2879    24.7494 9.5238e-01     0.3555      0.575    1488.75   87.46621    7.94348 0.0000e+00
     23.809    10.4692    32.3138    24.7763 1.2332e+00     0.3567      0.586    1488.64   87.33669    7.93720 0.0000e+00
     23.842    10.4795    32.3279    24.7855 1.2943e+00     0.3592      0.634    1488.70   87.27053    7.92871 0.0000e+00
     23.857    10.5317    32.3145    24.7661 1.9048e+00     0.3567      0.784    1488.87   87.21238    7.91516 0.0000e+00
     23.881    10.5475    32.3131    24.7623 2.1368e+00     0.3555      0.799    1488.92   87.15272    7.90712 0.0000e+00
     23.906    10.5444    32.3226    24.7703 2.0269e+00     0.3519      0.773    1488.92   87.09360    7.90181 0.0000e+00
     23.917    10.5610    32.3215    24.7666 1.7338e+00     0.3519      0.784    1488.98   87.03975    7.89414 0.0000e+00
     23.941    10.6003    32.3108    24.7515 1.4408e+00     0.3519      0.795    1489.11   86.99845    7.88424 0.0000e+00
     23.966    10.6524    32.2959    24.7309 1.2576e+00     0.3519      0.733    1489.28   86.96192    7.87283 0.0000e+00
     23.977    10.7056    32.2692    24.7009 1.0989e+00     0.3519      0.667    1489.43   86.92855    7.86212 0.0000e+00
     24.013    10.7249    32.2514    24.6838 1.0623e+00     0.3543      0.626    1489.48   86.95476    7.86212 0.0000e+00
     24.021    10.7073    32.2600    24.6935 1.1233e+00     0.3567      0.645    1489.43   86.92471    7.86195 0.0000e+00
     24.050    10.6943    32.2591    24.6951 1.2576e+00     0.3567      0.659    1489.38   86.89839    7.86182 0.0000e+00
     24.062    10.6752    32.2574    24.6970 1.2943e+00     0.3555      0.626    1489.31   86.87408    7.86293 0.0000e+00
     24.098    10.6489    32.2636    24.7064 1.1722e+00     0.3543      0.623    1489.23   86.84552    7.86449 0.0000e+00
     24.109    10.6182    32.2825    24.7264 1.1355e+00     0.3555      0.729    1489.14   86.81891    7.86635 0.0000e+00
     24.122    10.6016    32.2989    24.7420 1.1477e+00     0.3555      0.744    1489.10   86.79670    7.86633 0.0000e+00
     24.158    10.5974    32.3036    24.7464 1.0501e+00     0.3531      0.703    1489.09   86.83941    7.87069 0.0000e+00
     24.133    10.5996    32.3006    24.7437 9.1575e-01     0.3543      0.740    1489.10   86.83039    7.86963 0.0000e+00
     24.226    10.5996    32.2999    24.7431 1.1355e+00     0.3567      0.974    1489.10   86.87867    7.87405 0.0000e+00
     24.218    10.6026    32.2957    24.7393 1.6239e+00     0.3555      1.095    1489.10   86.81329    7.86784 0.0000e+00
     24.229    10.6124    32.2789    24.7246 1.6850e+00     0.3543      0.952    1489.12   86.85911    7.87117 0.0000e+00
     24.265    10.6194    32.2589    24.7078 1.5873e+00     0.3580      0.784    1489.12   86.91278    7.87584 0.0000e+00
     24.254    10.5933    32.2515    24.7065 1.5385e+00     0.3580      0.667    1489.02   86.90307    7.87977 0.0000e+00
     24.303    10.5252    32.2174    24.6916 1.6484e+00     0.3567      0.604    1488.73   86.88443    7.89139 0.0000e+00
     24.278    10.3412    32.2507    24.7489 1.7216e+00     0.3543      0.568    1488.12   86.85522    7.91855 0.0000e+00
     24.371    10.1876    32.3272    24.8343 1.9536e+00     0.3543      0.538    1487.66   86.83200    7.93901 0.0000e+00
     24.363    10.1506    32.3731    24.8762 2.1123e+00     0.3543      0.531    1487.58   86.87345    7.94686 0.0000e+00
     24.374    10.1400    32.3889    24.8904 1.8681e+00     0.3567      0.531    1487.56   86.85678    7.94636 0.0000e+00
     24.399    10.1470    32.3935    24.8928 1.9292e+00     0.3555      0.524    1487.59   86.84174    7.94354 0.0000e+00
     24.399    10.1606    32.3875    24.8858 2.3932e+00     0.3555      0.513    1487.63   86.88766    7.94570 0.0000e+00
     24.446    10.1491    32.3948    24.8935 2.4908e+00     0.3555      0.509    1487.60   86.87080    7.94577 0.0000e+00
     24.454    10.1549    32.3925    24.8907 3.0891e+00     0.3555      0.513    1487.62   86.91507    7.94892 0.0000e+00
     24.470    10.1620    32.3905    24.8879 4.1880e+00     0.3567      0.560    1487.64   86.96517    7.95238 0.0000e+00
     24.506    10.1662    32.3914    24.8880 3.9316e+00     0.3567      0.582    1487.66   86.95317    7.95053 0.0000e+00
     24.519    10.1781    32.3975    24.8907 3.9805e+00     0.3543      0.571    1487.71   87.00083    7.95250 0.0000e+00
     24.531    10.1911    32.3903    24.8829 3.7729e+00     0.3519      0.553    1487.75   86.99937    7.95050 0.0000e+00
     24.566    10.1640    32.3913    24.8882 2.8816e+00     0.3543      0.542    1487.65   87.04809    7.95958 0.0000e+00
     24.575    10.1198    32.4025    24.9044 2.1734e+00     0.3531      0.560    1487.51   87.03268    7.96526 0.0000e+00
     24.602    10.0992    32.4004    24.9062 1.6728e+00     0.3506      0.557    1487.43   87.01697    7.96750 0.0000e+00
     24.627    10.0781    32.3986    24.9083 1.4652e+00     0.3506      0.557    1487.35   87.05983    7.97518 0.0000e+00
     24.640    10.0455    32.4098    24.9224 1.2698e+00     0.3494      0.560    1487.25   87.03856    7.97833 0.0000e+00
     24.662    10.0171    32.4261    24.9399 1.1355e+00     0.3494      0.604    1487.17   87.07579    7.98585 0.0000e+00
     24.684    10.0197    32.4325    24.9444 1.0379e+00     0.3494      0.601    1487.19   87.06430    7.98403 0.0000e+00
     24.687    10.0410    32.4304    24.9393 1.1722e+00     0.3494      0.564    1487.26   87.05084    7.97919 0.0000e+00
     24.736    10.0490    32.4401    24.9455 1.3675e+00     0.3506      0.538    1487.30   87.09517    7.98137 0.0000e+00
     24.736    10.0532    32.4440    24.9478 1.3431e+00     0.3531      0.535    1487.32   87.08156    7.97919 0.0000e+00
     24.771    10.0399    32.4489    24.9539 1.2821e+00     0.3506      0.546    1487.28   87.11850    7.98464 0.0000e+00
     24.771    10.0237    32.4539    24.9605 1.3065e+00     0.3506      0.542    1487.23   87.09722    7.98525 0.0000e+00
     24.827    10.0041    32.4561    24.9654 1.6606e+00     0.3506      0.531    1487.16   87.13367    7.99189 0.0000e+00
     24.819     9.9825    32.4581    24.9705 1.7338e+00     0.3506      0.527    1487.08   87.10459    7.99289 0.0000e+00
     24.856     9.9700    32.4591    24.9734 1.5263e+00     0.3519      0.531    1487.04   87.13309    7.99764 0.0000e+00
     24.868     9.9530    32.4481    24.9676 1.3065e+00     0.3531      0.531    1486.97   87.10259    7.99837 0.0000e+00
     24.887     9.8936    32.4589    24.9859 1.0867e+00     0.3519      0.531    1486.77   87.12718    8.01045 0.0000e+00
     24.903     9.8290    32.4858    25.0175 9.5238e-01     0.3531      0.535    1486.56   87.09287    8.01723 0.0000e+00
     24.952     9.7818    32.5084    25.0428 1.0134e+00     0.3543      0.527    1486.42   87.11581    8.02647 0.0000e+00
     24.964     9.7459    32.5214    25.0589 1.1966e+00     0.3531      0.527    1486.31   87.07962    8.02877 0.0000e+00
     24.975     9.7135    32.5341    25.0741 1.2454e+00     0.3506      0.546    1486.20   87.09950    8.03566 0.0000e+00
     25.008     9.6823    32.5525    25.0935 1.2332e+00     0.3494      0.590    1486.11   87.06024    8.03658 0.0000e+00
     25.024     9.6732    32.5663    25.1058 1.0501e+00     0.3482      0.722    1486.10   87.08393    8.03965 0.0000e+00
     25.048     9.6872    32.5670    25.1041 8.6691e-01     0.3482      1.015    1486.15   87.04878    8.03391 0.0000e+00
     25.073     9.7075    32.5691    25.1024 8.0586e-01     0.3482      1.165    1486.23   87.06938    8.03213 0.0000e+00
     25.095     9.7454    32.5562    25.0861 9.4017e-01     0.3519      1.264    1486.35   87.03059    8.02254 0.0000e+00
     25.128     9.7769    32.5452    25.0724 9.7680e-01     0.3519      1.179    1486.45   87.04707    8.01910 0.0000e+00
     25.144     9.8088    32.5303    25.0556 9.7680e-01     0.3506      0.982    1486.55   87.00336    8.01024 0.0000e+00
     25.156     9.8186    32.5224    25.0478 8.7912e-01     0.3531      0.821    1486.57   87.01413    8.00993 0.0000e+00
     25.204     9.8018    32.5204    25.0489 8.1807e-01     0.3531      0.703    1486.51   87.03212    8.01463 0.0000e+00
     25.200     9.7772    32.5300    25.0604 7.9365e-01     0.3531      0.623    1486.43   86.98911    8.01450 0.0000e+00
     25.240     9.7688    32.5472    25.0753 7.0818e-01     0.3555      0.575    1486.43   87.00862    8.01688 0.0000e+00
     25.252     9.8218    32.5411    25.0618 6.2271e-01     0.3543      0.546    1486.61   87.02271    8.00919 0.0000e+00
     25.289     9.8831    32.4613    24.9894 5.3724e-01     0.3531      0.524    1486.74   86.98327    7.99894 0.0000e+00
     25.296     9.7527    32.4685    25.0164 5.1282e-01     0.3506      0.513    1486.27   87.00116    8.02306 0.0000e+00
     25.348     9.6214    32.5025    25.0644 5.1282e-01     0.3506      0.513    1485.84   86.95949    8.04060 0.0000e+00
     25.348     9.5230    32.5424    25.1114 4.7619e-01     0.3494      0.505    1485.52   86.97266    8.05716 0.0000e+00
     25.385     9.4476    32.5739    25.1481 4.5177e-01     0.3519      0.491    1485.29   86.92582    8.06455 0.0000e+00
     25.405     9.3903    32.5979    25.1761 3.9072e-01     0.3531      0.491    1485.11   86.93335    8.07419 0.0000e+00
     25.421     9.3521    32.6190    25.1987 3.4188e-01     0.3519      0.487    1484.99   86.94781    8.08123 0.0000e+00
     25.457     9.3240    32.6310    25.2125 3.0525e-01     0.3506      0.476    1484.91   86.90134    8.08130 0.0000e+00
     25.481     9.2954    32.6294    25.2158 3.4188e-01     0.3494      0.462    1484.80   86.84775    8.08151 0.0000e+00
     25.501     9.2591    32.6323    25.2238 4.8840e-01     0.3494      0.454    1484.67   86.85511    8.08852 0.0000e+00
     25.528     9.2347    32.6499    25.2414 6.7155e-01     0.3470      0.451    1484.60   86.86237    8.09265 0.0000e+00
     25.553     9.2378    32.6656    25.2532 7.4481e-01     0.3482      0.451    1484.63   86.81515    8.08686 0.0000e+00
     25.561     9.2728    32.6728    25.2533 6.5934e-01     0.3506      0.458    1484.77   86.76785    8.07583 0.0000e+00
     25.602     9.3387    32.6653    25.2370 5.3724e-01     0.3482      0.469    1485.00   86.77530    8.06518 0.0000e+00
     25.624     9.4138    32.6466    25.2103 4.5177e-01     0.3506      0.462    1485.26   86.78936    8.05412 0.0000e+00
     25.638     9.4945    32.6199    25.1766 3.9072e-01     0.3543      0.454    1485.52   86.74216    8.03682 0.0000e+00
     25.668     9.5962    32.5678    25.1194 3.6630e-01     0.3519      0.454    1485.83   86.75631    8.02289 0.0000e+00
     25.685     9.6517    32.5213    25.0741 3.6630e-01     0.3519      0.458    1485.97   86.70881    8.01112 0.0000e+00
     25.698     9.6734    32.4800    25.0384 3.6630e-01     0.3519      0.458    1486.00   86.71495    8.01000 0.0000e+00
     25.729     9.6718    32.4459    25.0120 3.2967e-01     0.3519      0.454    1485.96   86.66655    8.00757 0.0000e+00
     25.758     9.6435    32.4617    25.0289 3.0525e-01     0.3531      0.454    1485.87   86.67187    8.01222 0.0000e+00
     25.769     9.6221    32.5166    25.0752 2.8083e-01     0.3519      0.458    1485.86   86.68346    8.01423 0.0000e+00
     25.782     9.7010    32.5263    25.0700 3.6630e-01     0.3519      0.454    1486.16   86.63439    7.99534 0.0000e+00
     25.825     9.8153    32.4951    25.0270 5.1282e-01     0.3494      0.451    1486.54   86.63979    7.97744 0.0000e+00
     25.841     9.8769    32.4776    25.0032 5.0061e-01     0.3482      0.447    1486.74   86.65050    7.96858 0.0000e+00
     25.865     9.9127    32.4449    24.9718 4.3956e-01     0.3482      0.443    1486.83   86.59940    7.95931 0.0000e+00
     25.885     9.9074    32.4148    24.9492 3.6630e-01     0.3482      0.443    1486.78   86.60802    7.96258 0.0000e+00
     25.901     9.8628    32.4053    24.9491 3.5409e-01     0.3494      0.447    1486.61   86.49374    7.96030 0.0000e+00
     25.926     9.7404    32.4192    24.9800 4.7619e-01     0.3506      0.447    1486.18   86.55450    7.98657 0.0000e+00
     25.957     9.5254    32.4281    25.0218 4.6398e-01     0.3506      0.440    1485.40   86.56024    8.02442 0.0000e+00
     25.961     9.2688    32.5043    25.1222 3.7851e-01     0.3519      0.432    1484.56   86.57273    8.06715 0.0000e+00
     25.999     9.1344    32.5768    25.2000 3.2967e-01     0.3506      0.447    1484.15   86.52417    8.08286 0.0000e+00
     26.022     9.1019    32.6357    25.2513 2.9304e-01     0.3519      0.462    1484.10   86.47431    8.08094 0.0000e+00
     26.030     9.1453    32.6576    25.2616 2.8083e-01     0.3519      0.462    1484.29   86.47726    8.07232 0.0000e+00
     26.058     9.1854    32.6534    25.2520 4.0293e-01     0.3531      0.465    1484.43   86.36431    8.05484 0.0000e+00
     26.082     9.1990    32.6402    25.2395 4.6398e-01     0.3506      0.465    1484.47   86.42048    8.05834 0.0000e+00
     26.101     9.1941    32.6328    25.2345 4.1514e-01     0.3506      0.462    1484.44   86.36729    8.05463 0.0000e+00
     26.131     9.1836    32.6315    25.2352 3.5409e-01     0.3506      0.454    1484.40   86.36766    8.05661 0.0000e+00
     26.155     9.1841    32.6306    25.2344 3.1746e-01     0.3482      0.451    1484.40   86.37385    8.05715 0.0000e+00
     26.173     9.2027    32.6334    25.2336 2.9304e-01     0.3470      0.447    1484.47   86.31772    8.04845 0.0000e+00
     26.191     9.2233    32.6473    25.2412 2.9304e-01     0.3482      0.440    1484.57   86.32178    8.04444 0.0000e+00
     26.215     9.2674    32.6378    25.2268 2.6862e-01     0.3470      0.440    1484.72   86.32471    8.03738 0.0000e+00
     26.245     9.3042    32.6154    25.2035 2.4420e-01     0.3458      0.436    1484.83   86.27235    8.02714 0.0000e+00
     26.251     9.3432    32.5742    25.1650 2.3199e-01     0.3482      0.440    1484.92   86.21190    8.01673 0.0000e+00
     26.287     9.3601    32.5558    25.1480 2.5641e-01     0.3470      0.432    1484.96   86.27299    8.02038 0.0000e+00
     26.318     9.3630    32.5424    25.1371 2.6862e-01     0.3494      0.432    1484.95   86.22438    8.01604 0.0000e+00
     26.334     9.3070    32.5608    25.1603 2.4420e-01     0.3470      0.429    1484.77   86.22888    8.02541 0.0000e+00
     26.342     9.2416    32.5884    25.1923 2.3199e-01     0.3470      0.429    1484.56   86.23907    8.03653 0.0000e+00
     26.383     9.1958    32.6137    25.2193 2.3199e-01     0.3482      0.429    1484.43   86.19423    8.03918 0.0000e+00
     26.395     9.1739    32.6269    25.2331 3.0525e-01     0.3458      0.429    1484.36   86.14106    8.03744 0.0000e+00
     26.425     9.1963    32.6178    25.2224 3.4188e-01     0.3433      0.429    1484.44   86.14804    8.03458 0.0000e+00
     26.443     9.2131    32.5428    25.1611 3.1746e-01     0.3445      0.425    1484.41   86.15378    8.03602 0.0000e+00
     26.455     9.1081    32.5032    25.1467 2.9304e-01     0.3445      0.429    1483.97   86.10493    8.05221 0.0000e+00
     26.486     8.9307    32.5728    25.2287 2.6862e-01     0.3482      0.429    1483.40   86.04939    8.07513 0.0000e+00
     26.515     8.7901    32.6867    25.3395 2.4420e-01     0.3482      0.429    1483.02   86.05419    8.09491 0.0000e+00
     26.528     8.7415    32.7549    25.4004 2.6862e-01     0.3482      0.432    1482.92   86.00254    8.09525 0.0000e+00
     26.546     8.7632    32.7720    25.4105 2.9304e-01     0.3470      0.440    1483.02   86.00325    8.09050 0.0000e+00
     26.575     8.8382    32.7678    25.3956 2.6862e-01     0.3470      0.440    1483.30   85.94097    8.07137 0.0000e+00
     26.595     8.9592    32.7193    25.3390 2.5641e-01     0.3458      0.436    1483.69   85.93853    8.05199 0.0000e+00
     26.624     9.0074    32.6922    25.3103 2.5641e-01     0.3482      0.432    1483.83   85.94318    8.04522 0.0000e+00
     26.635     9.0351    32.6669    25.2861 2.8083e-01     0.3494      0.429    1483.90   85.88561    8.03621 0.0000e+00
     26.655     9.0573    32.6734    25.2877 2.9304e-01     0.3494      0.425    1483.99   85.82024    8.02579 0.0000e+00
     26.684     9.1171    32.6715    25.2769 2.6862e-01     0.3494      0.425    1484.21   85.81497    8.01477 0.0000e+00
     26.696     9.2001    32.6456    25.2435 2.8083e-01     0.3506      0.425    1484.49   85.81542    8.00144 0.0000e+00
     26.727     9.2582    32.6208    25.2150 2.8083e-01     0.3482      0.425    1484.67   85.75416    7.98675 0.0000e+00
     26.769     9.2851    32.6049    25.1983 3.1746e-01     0.3470      0.425    1484.75   85.75339    7.98275 0.0000e+00
     26.762     9.2739    32.6046    25.1998 3.1746e-01     0.3458      0.425    1484.71   85.69008    7.97884 0.0000e+00
     26.792     9.2490    32.5502    25.1613 2.8083e-01     0.3445      0.425    1484.55   85.68738    7.98579 0.0000e+00
     26.816     9.0780    32.5247    25.1681 2.4420e-01     0.3445      0.429    1483.89   85.68427    8.01711 0.0000e+00
     26.834     8.8526    32.5926    25.2563 2.3199e-01     0.3445      0.436    1483.14   85.62676    8.04841 0.0000e+00
     26.865     8.7508    32.6517    25.3182 2.1978e-01     0.3445      0.436    1482.83   85.62892    8.06379 0.0000e+00
     26.883     8.6925    32.6870    25.3547 2.3199e-01     0.3445      0.436    1482.66   85.69058    8.07825 0.0000e+00
     26.888     8.6371    32.7179    25.3874 2.6862e-01     0.3470      0.436    1482.49   85.64213    8.08206 0.0000e+00
     26.925     8.6336    32.7304    25.3977 2.5641e-01     0.3470      0.440    1482.49   85.65333    8.08310 0.0000e+00
     26.943     8.6437    32.7509    25.4122 2.3199e-01     0.3458      0.440    1482.56   85.60137    8.07530 0.0000e+00
     26.961     8.6765    32.7597    25.4141 2.5641e-01     0.3470      0.436    1482.69   85.60914    8.06966 0.0000e+00
     26.990     8.7122    32.7511    25.4019 2.5641e-01     0.3494      0.436    1482.81   85.60831    8.06361 0.0000e+00
     26.997     8.7160    32.7569    25.4058 2.4420e-01     0.3470      0.440    1482.83   85.62017    8.06373 0.0000e+00
     27.015     8.7146    32.7830    25.4265 2.3199e-01     0.3458      0.440    1482.86   85.57650    8.05851 0.0000e+00
     27.069     8.7438    32.7928    25.4297 2.4420e-01     0.3482      0.436    1482.98   85.59277    8.05428 0.0000e+00
     27.057     8.8179    32.7644    25.3961 2.3199e-01     0.3470      0.436    1483.22   85.54494    8.03799 0.0000e+00
     27.086     8.8950    32.7178    25.3477 2.1978e-01     0.3494      0.440    1483.45   85.55044    8.02714 0.0000e+00
     27.117     8.9347    32.6803    25.3122 2.0757e-01     0.3482      0.447    1483.56   85.50080    8.01735 0.0000e+00
     27.124     8.9291    32.6730    25.3074 2.0757e-01     0.3482      0.447    1483.53   85.49723    8.01840 0.0000e+00
     27.153     8.9065    32.6871    25.3219 1.9536e-01     0.3482      0.447    1483.46   85.44529    8.01681 0.0000e+00
     27.171     8.8958    32.6920    25.3274 1.9536e-01     0.3458      0.443    1483.43   85.44592    8.01853 0.0000e+00
     27.189     8.9007    32.6861    25.3220 2.0757e-01     0.3433      0.440    1483.44   85.45177    8.01851 0.0000e+00
     27.213     8.9010    32.6743    25.3127 1.9536e-01     0.3433      0.432    1483.42   85.40204    8.01441 0.0000e+00
     27.231     8.8711    32.6559    25.3030 1.9536e-01     0.3433      0.432    1483.29   85.40554    8.02101 0.0000e+00
     27.262     8.8021    32.6396    25.3008 1.9536e-01     0.3470      0.429    1483.02   85.41533    8.03513 0.0000e+00
     27.267     8.6761    32.6804    25.3520 1.9536e-01     0.3482      0.429    1482.60   85.37036    8.05135 0.0000e+00
     27.298     8.5588    32.7436    25.4194 1.9536e-01     0.3494      0.429    1482.24   85.31744    8.06418 0.0000e+00
     27.316     8.5019    32.7844    25.4599 2.4420e-01     0.3494      0.429    1482.07   85.31602    8.07219 0.0000e+00
     27.334     8.5188    32.8070    25.4751 2.5641e-01     0.3458      0.432    1482.16   85.32574    8.06887 0.0000e+00
     27.352     8.5872    32.8105    25.4675 2.3199e-01     0.3433      0.432    1482.43   85.27152    8.05123 0.0000e+00
     27.381     8.6472    32.8231    25.4682 2.3199e-01     0.3433      0.429    1482.67   85.27779    8.04037 0.0000e+00
     27.394     8.7382    32.8122    25.4458 2.3199e-01     0.3421      0.432    1482.99   85.28908    8.02570 0.0000e+00
     27.423     8.8597    32.7906    25.4102 2.4420e-01     0.3384      0.432    1483.42   85.23743    8.00028 0.0000e+00
     27.430     8.9927    32.7511    25.3586 2.4420e-01     0.3360      0.436    1483.86   85.17736    7.97309 0.0000e+00
     27.459     9.0988    32.6712    25.2795 2.3199e-01     0.3384      0.440    1484.16   85.23933    7.96425 0.0000e+00
     27.479     9.1294    32.5961    25.2160 2.4420e-01     0.3396      0.440    1484.18   85.19225    7.95833 0.0000e+00
     27.508     9.0953    32.5629    25.1953 2.4420e-01     0.3409      0.440    1484.01   85.19897    7.96667 0.0000e+00
     27.515     9.0165    32.6136    25.2473 2.1978e-01     0.3396      0.436    1483.78   85.20443    7.97850 0.0000e+00
     27.544     8.9580    32.6390    25.2763 2.0757e-01     0.3396      0.440    1483.60   85.15396    7.98282 0.0000e+00
     27.562     8.8807    32.6840    25.3234 2.0757e-01     0.3421      0.440    1483.37   85.15636    7.99446 0.0000e+00
     27.568     8.8154    32.7251    25.3657 2.1978e-01     0.3384      0.462    1483.18   85.16371    8.00463 0.0000e+00
     27.599     8.7632    32.7441    25.3886 2.4420e-01     0.3360      0.473    1483.00   85.10793    8.00772 0.0000e+00
     27.616     8.7442    32.7441    25.3915 2.8083e-01     0.3348      0.462    1482.93   85.11082    8.01139 0.0000e+00
     27.635     8.7118    32.7628    25.4111 2.9304e-01     0.3348      0.454    1482.84   85.11925    8.01700 0.0000e+00
     27.664     8.6947    32.7787    25.4262 2.5641e-01     0.3360      0.447    1482.79   85.12545    8.01983 0.0000e+00
     27.682     8.7088    32.7670    25.4149 2.4420e-01     0.3360      0.451    1482.83   85.12850    8.01820 0.0000e+00
     27.700     8.6830    32.7850    25.4329 2.4420e-01     0.3372      0.451    1482.76   85.13711    8.02268 0.0000e+00
     27.718     8.6650    32.7909    25.4403 2.4420e-01     0.3372      0.451    1482.70   85.15020    8.02683 0.0000e+00
     27.736     8.6697    32.7684    25.4219 2.1978e-01     0.3348      0.447    1482.69   85.16013    8.02809 0.0000e+00
     27.756     8.6419    32.7662    25.4244 2.3199e-01     0.3372      0.443    1482.58   85.17527    8.03463 0.0000e+00
     27.785     8.5833    32.7733    25.4389 2.5641e-01     0.3384      0.443    1482.37   85.12723    8.04025 0.0000e+00
     27.803     8.4953    32.8116    25.4822 2.3199e-01     0.3396      0.443    1482.09   85.13873    8.05518 0.0000e+00
     27.821     8.4272    32.8505    25.5229 2.1978e-01     0.3384      0.447    1481.88   85.15422    8.06690 0.0000e+00
     27.839     8.4003    32.8617    25.5358 2.0757e-01     0.3360      0.462    1481.80   85.16556    8.07227 0.0000e+00
     27.870     8.4192    32.8522    25.5255 2.4420e-01     0.3348      0.491    1481.86   85.17964    8.07067 0.0000e+00
     27.888     8.4531    32.8495    25.5182 3.7851e-01     0.3360      0.498    1481.98   85.20446    8.06703 0.0000e+00
     27.905     8.4964    32.8292    25.4958 4.8840e-01     0.3372      0.487    1482.12   85.22599    8.06231 0.0000e+00
     27.935     8.5151    32.8116    25.4792 4.5177e-01     0.3384      0.473    1482.17   85.25253    8.06237 0.0000e+00
     27.941     8.5396    32.7692    25.4423 3.5409e-01     0.3384      0.458    1482.21   85.21405    8.05653 0.0000e+00
     27.972     8.5198    32.7569    25.4356 2.9304e-01     0.3372      0.451    1482.12   85.23581    8.06281 0.0000e+00
     27.988     8.4758    32.7784    25.4591 2.4420e-01     0.3335      0.447    1481.98   85.26249    8.07215 0.0000e+00
     28.019     8.4547    32.8055    25.4835 2.5641e-01     0.3348      0.447    1481.93   85.23129    8.07159 0.0000e+00
     28.037     8.4303    32.8567    25.5273 2.5641e-01     0.3360      0.447    1481.91   85.25153    8.07524 0.0000e+00
     28.055     8.4211    32.8807    25.5475 2.3199e-01     0.3396      0.447    1481.90   85.21392    8.07208 0.0000e+00
     28.073     8.4363    32.8451    25.5173 2.0757e-01     0.3396      0.443    1481.91   85.22666    8.07241 0.0000e+00
     28.104     8.4179    32.8367    25.5135 2.0757e-01     0.3372      0.440    1481.84   85.30644    8.08373 0.0000e+00
     28.122     8.3948    32.8422    25.5213 1.9536e-01     0.3348      0.440    1481.76   85.26716    8.08391 0.0000e+00
     28.153     8.3450    32.8273    25.5170 2.5641e-01     0.3348      0.440    1481.55   85.22608    8.08982 0.0000e+00
     28.169     8.2693    32.8443    25.5416 2.9304e-01     0.3335      0.440    1481.29   85.29871    8.10962 0.0000e+00
     28.189     8.2279    32.8718    25.5693 3.0525e-01     0.3323      0.436    1481.16   85.25763    8.11181 0.0000e+00
     28.218     8.1998    32.8951    25.5917 2.9304e-01     0.3348      0.440    1481.09   85.27421    8.11729 0.0000e+00
     28.260     8.1910    32.9141    25.6080 2.5641e-01     0.3335      0.440    1481.08   85.28640    8.11905 0.0000e+00
     28.265     8.2226    32.9030    25.5945 2.1978e-01     0.3372      0.440    1481.18   85.23815    8.10927 0.0000e+00
     28.290     8.2329    32.9000    25.5907 2.0757e-01     0.3372      0.440    1481.22   85.24941    8.10863 0.0000e+00
     28.309     8.2389    32.9056    25.5942 1.9536e-01     0.3384      0.443    1481.25   85.31872    8.11383 0.0000e+00
     28.339     8.2629    32.8918    25.5798 1.9536e-01     0.3348      0.447    1481.32   85.32868    8.11112 0.0000e+00
     28.370     8.2546    32.8804    25.5721 1.9536e-01     0.3348      0.443    1481.28   85.34336    8.11463 0.0000e+00
     28.386     8.2284    32.8760    25.5725 1.9536e-01     0.3372      0.443    1481.18   85.36185    8.12141 0.0000e+00
     28.405     8.1993    32.8771    25.5777 1.9536e-01     0.3421      0.436    1481.07   85.37615    8.12803 0.0000e+00
     28.435     8.1532    32.9022    25.6041 2.0757e-01     0.3458      0.436    1480.92   85.33283    8.13102 0.0000e+00
     28.453     8.1466    32.9228    25.6213 2.0757e-01     0.3458      0.440    1480.93   85.34440    8.13223 0.0000e+00
     28.495     8.1852    32.9134    25.6082 1.9536e-01     0.3445      0.443    1481.06   85.41056    8.13197 0.0000e+00
     28.495     8.2160    32.8884    25.5841 1.9536e-01     0.3433      0.443    1481.15   85.41734    8.12830 0.0000e+00
     28.537     8.2133    32.8464    25.5515 1.9536e-01     0.3421      0.443    1481.08   85.43603    8.13280 0.0000e+00
     28.567     8.1617    32.8414    25.5553 1.9536e-01     0.3396      0.447    1480.88   85.45253    8.14409 0.0000e+00
     28.573     8.0986    32.8725    25.5889 1.9536e-01     0.3409      0.443    1480.68   85.47173    8.15585 0.0000e+00
     28.615     8.0700    32.8957    25.6112 1.9536e-01     0.3396      0.440    1480.60   85.49133    8.16176 0.0000e+00
     28.633     8.0667    32.9129    25.6252 2.0757e-01     0.3372      0.436    1480.61   85.50368    8.16263 0.0000e+00
     28.651     8.0985    32.9068    25.6158 2.0757e-01     0.3384      0.440    1480.73   85.57697    8.16409 0.0000e+00
     28.698     8.1577    32.8741    25.5815 2.3199e-01     0.3335      0.447    1480.91   85.53441    8.15089 0.0000e+00
     28.694     8.1766    32.8746    25.5791 2.6862e-01     0.3335      0.451    1480.98   85.54261    8.14817 0.0000e+00
     28.734     8.1771    32.8800    25.5833 2.4420e-01     0.3323      0.451    1480.99   85.55400    8.14887 0.0000e+00
     28.754     8.1643    32.9031    25.6032 2.1978e-01     0.3348      0.443    1480.97   85.56754    8.15130 0.0000e+00
     28.772     8.1781    32.9007    25.5994 2.0757e-01     0.3372      0.443    1481.02   85.58076    8.15015 0.0000e+00
     28.808     8.1857    32.8951    25.5938 1.9536e-01     0.3384      0.443    1481.04   85.65751    8.15637 0.0000e+00
     28.827     8.1701    32.9160    25.6126 1.8315e-01     0.3348      0.440    1481.01   85.68254    8.16050 0.0000e+00
