      DepSM      T090C      Sal00  Sigma-t00       FlSP    WetStar SeaTurbMtr       SvCM   Sbeox0PS Sbeox0Mg/L       Flag
     97.367     7.1223    34.8486    27.2825 1.4652e-01     0.2713      0.520    1480.55   76.70482    7.38713 0.0000e+00
     97.395     7.1223    34.8488    27.2826 1.3431e-01     0.2713      0.516    1480.55   76.63678    7.38057 0.0000e+00
     97.403     7.1221    34.8491    27.2829 1.4652e-01     0.2713      0.516    1480.55   76.63209    7.38013 0.0000e+00
     97.444     7.1225    34.8488    27.2826 1.4652e-01     0.2713      0.513    1480.55   76.62864    7.37976 0.0000e+00
     97.452     7.1223    34.8487    27.2825 1.4652e-01     0.2737      0.513    1480.55   76.62586    7.37953 0.0000e+00
     97.488     7.1225    34.8486    27.2825 1.4652e-01     0.2737      0.513    1480.55   76.61631    7.37858 0.0000e+00
     97.505     7.1223    34.8486    27.2825 1.4652e-01     0.2725      0.513    1480.55   76.61521    7.37850 0.0000e+00
     97.524     7.1221    34.8493    27.2830 1.3431e-01     0.2713      0.513    1480.55   76.61510    7.37849 0.0000e+00
     97.541     7.1221    34.8491    27.2829 1.4652e-01     0.2701      0.513    1480.55   76.61590    7.37857 0.0000e+00
     97.586     7.1220    34.8492    27.2830 1.4652e-01     0.2725      0.516    1480.55   76.61797    7.37879 0.0000e+00
     97.578     7.1221    34.8490    27.2828 1.3431e-01     0.2725      0.513    1480.55   76.62043    7.37901 0.0000e+00
     97.622     7.1221    34.8490    27.2828 1.3431e-01     0.2701      0.513    1480.55   76.55382    7.37260 0.0000e+00
     97.634     7.1220    34.8494    27.2832 1.3431e-01     0.2713      0.513    1480.55   76.55076    7.37231 0.0000e+00
     97.663     7.1220    34.8492    27.2830 1.3431e-01     0.2713      0.520    1480.55   76.54914    7.37216 0.0000e+00
     97.695     7.1217    34.8494    27.2832 1.3431e-01     0.2713      0.520    1480.55   76.54884    7.37217 0.0000e+00
     97.699     7.1220    34.8497    27.2833 1.4652e-01     0.2749      0.520    1480.55   76.54950    7.37217 0.0000e+00
     97.732     7.1220    34.8492    27.2830 1.4652e-01     0.2762      0.516    1480.55   76.55174    7.37241 0.0000e+00
     97.760     7.1220    34.8494    27.2831 1.4652e-01     0.2762      0.516    1480.55   76.54722    7.37197 0.0000e+00
     97.780     7.1218    34.8499    27.2835 1.4652e-01     0.2737      0.524    1480.55   76.60617    7.37765 0.0000e+00
     97.809     7.1220    34.8495    27.2832 1.4652e-01     0.2749      0.549    1480.56   76.54835    7.37207 0.0000e+00
     97.817     7.1218    34.8498    27.2835 1.3431e-01     0.2737      0.571    1480.56   76.54621    7.37187 0.0000e+00
     97.857     7.1221    34.8494    27.2831 1.3431e-01     0.2737      0.575    1480.56   76.55327    7.37253 0.0000e+00
     97.878     7.1220    34.8499    27.2835 1.4652e-01     0.2749      0.560    1480.56   76.56148    7.37332 0.0000e+00
     97.894     7.1220    34.8498    27.2835 1.3431e-01     0.2725      0.546    1480.56   76.56292    7.37346 0.0000e+00
     97.939     7.1218    34.8501    27.2837 1.4652e-01     0.2737      0.538    1480.56   76.56560    7.37373 0.0000e+00
     97.950     7.1220    34.8495    27.2832 1.4652e-01     0.2713      0.535    1480.56   76.56890    7.37405 0.0000e+00
     97.955     7.1220    34.8496    27.2833 1.3431e-01     0.2725      0.527    1480.56   76.57310    7.37445 0.0000e+00
     97.999     7.1223    34.8491    27.2829 1.3431e-01     0.2713      0.524    1480.56   76.57063    7.37418 0.0000e+00
     98.027     7.1220    34.8496    27.2833 1.3431e-01     0.2676      0.524    1480.56   76.56870    7.37403 0.0000e+00
     98.048     7.1221    34.8493    27.2830 1.3431e-01     0.2688      0.520    1480.56   76.57528    7.37465 0.0000e+00
     98.065     7.1221    34.8497    27.2833 1.3431e-01     0.2688      0.516    1480.56   76.57481    7.37459 0.0000e+00
     98.084     7.1225    34.8496    27.2832 1.3431e-01     0.2688      0.520    1480.56   76.58296    7.37532 0.0000e+00
     98.112     7.1227    34.8495    27.2831 1.3431e-01     0.2676      0.527    1480.56   76.59215    7.37618 0.0000e+00
     98.145     7.1228    34.8495    27.2831 1.4652e-01     0.2676      0.538    1480.56   76.59438    7.37637 0.0000e+00
     98.150     7.1227    34.8497    27.2832 1.4652e-01     0.2701      0.542    1480.56   76.59700    7.37664 0.0000e+00
     98.194     7.1230    34.8493    27.2829 1.3431e-01     0.2713      0.535    1480.56   76.60858    7.37772 0.0000e+00
     98.210     7.1225    34.8498    27.2834 1.4652e-01     0.2737      0.527    1480.56   76.61294    7.37820 0.0000e+00
     98.243     7.1228    34.8495    27.2831 1.4652e-01     0.2762      0.520    1480.57   76.61802    7.37865 0.0000e+00
     98.258     7.1227    34.8493    27.2830 1.3431e-01     0.2749      0.513    1480.56   76.62361    7.37922 0.0000e+00
     98.279     7.1225    34.8495    27.2831 1.3431e-01     0.2725      0.516    1480.56   76.62990    7.37985 0.0000e+00
     98.307     7.1228    34.8493    27.2829 1.4652e-01     0.2713      0.542    1480.57   76.63685    7.38047 0.0000e+00
     98.315     7.1227    34.8490    27.2827 1.3431e-01     0.2701      0.557    1480.57   76.64429    7.38122 0.0000e+00
     98.343     7.1225    34.8498    27.2834 1.3431e-01     0.2688      0.549    1480.57   76.71514    7.38804 0.0000e+00
     98.389     7.1227    34.8493    27.2830 1.4652e-01     0.2701      0.538    1480.57   76.73154    7.38961 0.0000e+00
     98.392     7.1227    34.8497    27.2833 1.3431e-01     0.2688      0.527    1480.57   76.67730    7.38437 0.0000e+00
     98.417     7.1228    34.8494    27.2830 1.4652e-01     0.2701      0.527    1480.57   76.74904    7.39127 0.0000e+00
     98.450     7.1230    34.8492    27.2828 1.3431e-01     0.2713      0.524    1480.57   76.70370    7.38688 0.0000e+00
     98.466     7.1228    34.8494    27.2830 1.3431e-01     0.2713      0.520    1480.57   76.76837    7.39313 0.0000e+00
     98.499     7.1227    34.8495    27.2831 1.3431e-01     0.2688      0.516    1480.57   76.78627    7.39487 0.0000e+00
     98.502     7.1227    34.8500    27.2835 1.3431e-01     0.2701      0.516    1480.57   76.80418    7.39658 0.0000e+00
     98.548     7.1228    34.8497    27.2833 1.4652e-01     0.2688      0.516    1480.57   76.81484    7.39759 0.0000e+00
     98.551     7.1228    34.8499    27.2834 1.3431e-01     0.2725      0.516    1480.57   76.82509    7.39857 0.0000e+00
     98.571     7.1223    34.8505    27.2839 1.4652e-01     0.2713      0.516    1480.57   76.83555    7.39963 0.0000e+00
     98.612     7.1228    34.8502    27.2836 1.3431e-01     0.2701      0.513    1480.57   76.84613    7.40058 0.0000e+00
     98.608     7.1223    34.8514    27.2846 1.3431e-01     0.2713      0.513    1480.57   76.85637    7.40159 0.0000e+00
     98.659     7.1223    34.8513    27.2845 1.3431e-01     0.2701      0.509    1480.57   76.86709    7.40263 0.0000e+00
     98.656     7.1225    34.8515    27.2847 1.3431e-01     0.2701      0.516    1480.57   76.87726    7.40357 0.0000e+00
     98.684     7.1221    34.8517    27.2849 1.4652e-01     0.2713      0.520    1480.57   76.88779    7.40463 0.0000e+00
     98.708     7.1223    34.8512    27.2845 1.4652e-01     0.2713      0.524    1480.57   76.96081    7.41166 0.0000e+00
     98.730     7.1221    34.8515    27.2848 1.4652e-01     0.2701      0.524    1480.57   76.97860    7.41338 0.0000e+00
     98.744     7.1223    34.8512    27.2845 1.3431e-01     0.2676      0.524    1480.57   76.98800    7.41428 0.0000e+00
     98.779     7.1221    34.8509    27.2843 1.4652e-01     0.2713      0.524    1480.57   76.99698    7.41518 0.0000e+00
     98.794     7.1223    34.8510    27.2843 1.4652e-01     0.2701      0.524    1480.57   77.00509    7.41593 0.0000e+00
     98.826     7.1221    34.8513    27.2846 1.4652e-01     0.2688      0.524    1480.57   77.01278    7.41669 0.0000e+00
     98.830     7.1223    34.8513    27.2846 1.4652e-01     0.2688      0.520    1480.58   77.01950    7.41731 0.0000e+00
     98.864     7.1223    34.8512    27.2845 1.4652e-01     0.2701      0.516    1480.58   77.02592    7.41793 0.0000e+00
     98.879     7.1221    34.8517    27.2849 1.4652e-01     0.2676      0.513    1480.58   77.09409    7.42450 0.0000e+00
     98.915     7.1220    34.8515    27.2848 1.3431e-01     0.2664      0.513    1480.58   77.11459    7.42651 0.0000e+00
     98.911     7.1221    34.8514    27.2847 1.3431e-01     0.2652      0.520    1480.58   77.12603    7.42759 0.0000e+00
     98.952     7.1220    34.8519    27.2851 1.4652e-01     0.2652      0.520    1480.58   77.13700    7.42864 0.0000e+00
     98.974     7.1218    34.8519    27.2851 1.3431e-01     0.2652      0.516    1480.58   77.14681    7.42962 0.0000e+00
     98.988     7.1221    34.8515    27.2848 1.4652e-01     0.2664      0.516    1480.58   77.15555    7.43042 0.0000e+00
     99.013     7.1218    34.8523    27.2854 1.4652e-01     0.2688      0.516    1480.58   77.16349    7.43120 0.0000e+00
     99.034     7.1218    34.8525    27.2856 1.4652e-01     0.2676      0.520    1480.58   77.17041    7.43186 0.0000e+00
     99.061     7.1220    34.8523    27.2854 1.4652e-01     0.2688      0.516    1480.58   77.23899    7.43845 0.0000e+00
     99.082     7.1217    34.8526    27.2857 1.4652e-01     0.2688      0.516    1480.58   77.25138    7.43968 0.0000e+00
     99.098     7.1218    34.8525    27.2856 1.3431e-01     0.2627      0.527    1480.58   77.26238    7.44072 0.0000e+00
     99.119     7.1217    34.8526    27.2857 1.3431e-01     0.2639      0.535    1480.58   77.27220    7.44168 0.0000e+00
     99.146     7.1217    34.8526    27.2857 1.3431e-01     0.2652      0.535    1480.58   77.28076    7.44251 0.0000e+00
     99.159     7.1220    34.8525    27.2855 1.3431e-01     0.2664      0.542    1480.58   77.28789    7.44315 0.0000e+00
     99.192     7.1217    34.8526    27.2857 1.3431e-01     0.2664      0.546    1480.58   77.29400    7.44378 0.0000e+00
     99.195     7.1220    34.8522    27.2854 1.4652e-01     0.2676      0.546    1480.58   77.36106    7.45021 0.0000e+00
     99.229     7.1221    34.8523    27.2854 1.3431e-01     0.2664      0.538    1480.58   77.37193    7.45122 0.0000e+00
     99.244     7.1218    34.8527    27.2858 1.3431e-01     0.2627      0.531    1480.58   77.38105    7.45213 0.0000e+00
     99.269     7.1220    34.8520    27.2852 1.3431e-01     0.2615      0.527    1480.58   77.38863    7.45287 0.0000e+00
     99.277     7.1220    34.8521    27.2852 1.3431e-01     0.2652      0.524    1480.58   77.39446    7.45343 0.0000e+00
     99.305     7.1221    34.8522    27.2853 1.4652e-01     0.2688      0.520    1480.58   77.39888    7.45382 0.0000e+00
     99.329     7.1223    34.8522    27.2853 1.3431e-01     0.2676      0.516    1480.58   77.40166    7.45407 0.0000e+00
     99.350     7.1223    34.8519    27.2851 1.3431e-01     0.2664      0.516    1480.58   77.40284    7.45419 0.0000e+00
     99.365     7.1221    34.8522    27.2853 1.3431e-01     0.2652      0.516    1480.58   77.40237    7.45416 0.0000e+00
     99.386     7.1223    34.8519    27.2851 1.3431e-01     0.2639      0.524    1480.59   77.40033    7.45395 0.0000e+00
     99.414     7.1225    34.8517    27.2849 1.3431e-01     0.2627      0.527    1480.59   77.46733    7.46039 0.0000e+00
     99.450     7.1227    34.8517    27.2848 1.3431e-01     0.2639      0.535    1480.59   77.47789    7.46137 0.0000e+00
     99.436     7.1228    34.8516    27.2848 1.3431e-01     0.2639      0.531    1480.59   77.41578    7.45537 0.0000e+00
     99.475     7.1228    34.8516    27.2848 1.4652e-01     0.2652      0.531    1480.59   77.47813    7.46137 0.0000e+00
     99.485     7.1227    34.8520    27.2851 1.4652e-01     0.2652      0.527    1480.59   77.47569    7.46115 0.0000e+00
     99.536     7.1228    34.8519    27.2850 1.4652e-01     0.2676      0.531    1480.59   77.47970    7.46151 0.0000e+00
     99.524     7.1227    34.8518    27.2849 1.3431e-01     0.2676      0.542    1480.59   77.48152    7.46171 0.0000e+00
     99.557     7.1227    34.8517    27.2849 1.3431e-01     0.2688      0.542    1480.59   77.48217    7.46178 0.0000e+00
     99.572     7.1228    34.8516    27.2847 1.3431e-01     0.2688      0.531    1480.59   77.48102    7.46165 0.0000e+00
     99.608     7.1228    34.8520    27.2851 1.3431e-01     0.2664      0.527    1480.59   77.47852    7.46139 0.0000e+00
     99.617     7.1227    34.8518    27.2850 1.4652e-01     0.2639      0.527    1480.59   77.47416    7.46101 0.0000e+00
     99.645     7.1225    34.8521    27.2852 1.4652e-01     0.2664      0.531    1480.59   77.53099    7.46650 0.0000e+00
     99.657     7.1225    34.8520    27.2851 1.3431e-01     0.2664      0.538    1480.59   77.46820    7.46046 0.0000e+00
     99.680     7.1220    34.8526    27.2856 1.4652e-01     0.2639      0.553    1480.59   77.45890    7.45961 0.0000e+00
     99.706     7.1217    34.8532    27.2862 1.4652e-01     0.2664      0.549    1480.59   77.51062    7.46461 0.0000e+00
     99.730     7.1215    34.8532    27.2862 1.4652e-01     0.2664      0.542    1480.59   77.50546    7.46414 0.0000e+00
     99.765     7.1218    34.8528    27.2858 1.4652e-01     0.2627      0.531    1480.59   77.50641    7.46420 0.0000e+00
     99.766     7.1217    34.8527    27.2858 1.4652e-01     0.2615      0.524    1480.59   77.50549    7.46415 0.0000e+00
     99.803     7.1218    34.8529    27.2859 1.4652e-01     0.2615      0.524    1480.59   77.50328    7.46390 0.0000e+00
     99.812     7.1220    34.8527    27.2857 1.4652e-01     0.2591      0.527    1480.59   77.49921    7.46349 0.0000e+00
     99.827     7.1218    34.8530    27.2860 1.3431e-01     0.2578      0.527    1480.59   77.49363    7.46296 0.0000e+00
     99.863     7.1220    34.8527    27.2857 1.3431e-01     0.2578      0.527    1480.59   77.54922    7.46831 0.0000e+00
     99.886     7.1218    34.8529    27.2859 1.3431e-01     0.2603      0.524    1480.59   77.48528    7.46216 0.0000e+00
     99.901     7.1218    34.8531    27.2860 1.3431e-01     0.2627      0.527    1480.59   77.47457    7.46112 0.0000e+00
     99.912     7.1218    34.8531    27.2860 1.3431e-01     0.2627      0.531    1480.59   77.53281    7.46673 0.0000e+00
     99.947     7.1220    34.8529    27.2859 1.3431e-01     0.2652      0.531    1480.59   77.53474    7.46690 0.0000e+00
     99.961     7.1221    34.8527    27.2857 1.3431e-01     0.2676      0.520    1480.60   77.47228    7.46087 0.0000e+00
    100.011     7.1223    34.8528    27.2858 1.3431e-01     0.2639      0.516    1480.60   77.52641    7.46605 0.0000e+00
    100.032     7.1221    34.8531    27.2860 1.4652e-01     0.2615      0.516    1480.60   77.52377    7.46581 0.0000e+00
    100.047     7.1220    34.8532    27.2862 1.4652e-01     0.2615      0.520    1480.60   77.51946    7.46541 0.0000e+00
    100.058     7.1221    34.8531    27.2860 1.3431e-01     0.2615      0.516    1480.60   77.51349    7.46482 0.0000e+00
    100.106     7.1218    34.8536    27.2864 1.3431e-01     0.2627      0.513    1480.60   77.50634    7.46416 0.0000e+00
    100.107     7.1220    34.8536    27.2864 1.3431e-01     0.2603      0.516    1480.60   77.50506    7.46401 0.0000e+00
    100.119     7.1217    34.8541    27.2868 1.3431e-01     0.2591      0.520    1480.60   77.50266    7.46381 0.0000e+00
    100.178     7.1217    34.8539    27.2867 1.3431e-01     0.2578      0.531    1480.60   77.49942    7.46350 0.0000e+00
    100.179     7.1215    34.8542    27.2870 1.3431e-01     0.2603      0.538    1480.60   77.49435    7.46303 0.0000e+00
    100.217     7.1217    34.8542    27.2869 1.3431e-01     0.2615      0.531    1480.60   77.48832    7.46242 0.0000e+00
    100.217     7.1217    34.8539    27.2867 1.4652e-01     0.2639      0.527    1480.60   77.48066    7.46170 0.0000e+00
    100.263     7.1218    34.8541    27.2869 1.3431e-01     0.2652      0.524    1480.60   77.47216    7.46084 0.0000e+00
    100.278     7.1218    34.8535    27.2864 1.4652e-01     0.2664      0.520    1480.60   77.47007    7.46067 0.0000e+00
    100.302     7.1220    34.8536    27.2864 1.3431e-01     0.2652      0.520    1480.60   77.46711    7.46035 0.0000e+00
    100.348     7.1220    34.8535    27.2864 1.3431e-01     0.2639      0.520    1480.60   77.46342    7.46000 0.0000e+00
    100.363     7.1220    34.8536    27.2865 1.4652e-01     0.2652      0.516    1480.60   77.45846    7.45952 0.0000e+00
    100.387     7.1217    34.8541    27.2868 1.4652e-01     0.2639      0.520    1480.60   77.45267    7.45899 0.0000e+00
    100.412     7.1220    34.8537    27.2866 1.4652e-01     0.2639      0.524    1480.60   77.44585    7.45830 0.0000e+00
    100.446     7.1218    34.8539    27.2867 1.4652e-01     0.2639      0.520    1480.60   77.43823    7.45758 0.0000e+00
    100.459     7.1220    34.8537    27.2865 1.4652e-01     0.2627      0.516    1480.60   77.42940    7.45672 0.0000e+00
    100.484     7.1218    34.8539    27.2867 1.4652e-01     0.2627      0.513    1480.60   77.41976    7.45581 0.0000e+00
    100.518     7.1218    34.8538    27.2867 1.4652e-01     0.2615      0.513    1480.60   77.40925    7.45479 0.0000e+00
    100.533     7.1217    34.8542    27.2869 1.3431e-01     0.2639      0.513    1480.60   77.40558    7.45445 0.0000e+00
    100.545     7.1218    34.8539    27.2867 1.4652e-01     0.2652      0.513    1480.61   77.40121    7.45402 0.0000e+00
    100.594     7.1218    34.8540    27.2868 1.3431e-01     0.2627      0.513    1480.61   77.38860    7.45280 0.0000e+00
    100.617     7.1217    34.8543    27.2870 1.4652e-01     0.2615      0.516    1480.61   77.38278    7.45225 0.0000e+00
    100.618     7.1215    34.8545    27.2872 1.3431e-01     0.2578      0.520    1480.61   77.37611    7.45163 0.0000e+00
    100.667     7.1217    34.8540    27.2868 1.3431e-01     0.2554      0.516    1480.61   77.36924    7.45096 0.0000e+00
    100.679     7.1218    34.8538    27.2866 1.4652e-01     0.2591      0.520    1480.61   77.36135    7.45019 0.0000e+00
    100.702     7.1217    34.8541    27.2869 1.3431e-01     0.2603      0.531    1480.61   77.35297    7.44939 0.0000e+00
    100.715     7.1218    34.8538    27.2866 1.3431e-01     0.2603      0.531    1480.61   77.34382    7.44849 0.0000e+00
    100.764     7.1220    34.8538    27.2866 1.3431e-01     0.2615      0.531    1480.61   77.27179    7.44153 0.0000e+00
    100.776     7.1217    34.8542    27.2870 1.4652e-01     0.2627      0.527    1480.61   77.25405    7.43986 0.0000e+00
    100.823     7.1220    34.8539    27.2867 1.4652e-01     0.2627      0.535    1480.61   77.30687    7.44491 0.0000e+00
    100.838     7.1217    34.8544    27.2871 1.3431e-01     0.2639      0.546    1480.61   77.29619    7.44391 0.0000e+00
    100.838     7.1218    34.8541    27.2868 1.3431e-01     0.2615      0.542    1480.61   77.22207    7.43676 0.0000e+00
    100.885     7.1217    34.8539    27.2867 1.3431e-01     0.2615      0.535    1480.61   77.27366    7.44176 0.0000e+00
    100.897     7.1218    34.8539    27.2867 1.3431e-01     0.2627      0.531    1480.61   77.26961    7.44135 0.0000e+00
    100.946     7.1217    34.8546    27.2873 1.3431e-01     0.2615      0.527    1480.61   77.26564    7.44095 0.0000e+00
    100.934     7.1218    34.8544    27.2871 1.3431e-01     0.2615      0.524    1480.61   77.26072    7.44046 0.0000e+00
    100.984     7.1217    34.8547    27.2873 1.4652e-01     0.2591      0.520    1480.61   77.25612    7.44003 0.0000e+00
    101.008     7.1218    34.8552    27.2877 1.4652e-01     0.2627      0.520    1480.61   77.25092    7.43948 0.0000e+00
    101.043     7.1218    34.8547    27.2874 1.3431e-01     0.2627      0.516    1480.61   77.24551    7.43898 0.0000e+00
    101.044     7.1220    34.8547    27.2873 1.4652e-01     0.2603      0.516    1480.61   77.24743    7.43915 0.0000e+00
    101.056     7.1220    34.8545    27.2872 1.3431e-01     0.2615      0.516    1480.61   77.24148    7.43858 0.0000e+00
    101.092     7.1220    34.8544    27.2871 1.4652e-01     0.2615      0.520    1480.62   77.23545    7.43800 0.0000e+00
    101.116     7.1220    34.8544    27.2871 1.4652e-01     0.2639      0.542    1480.62   77.23697    7.43815 0.0000e+00
    101.139     7.1221    34.8545    27.2871 1.4652e-01     0.2615      0.571    1480.62   77.17586    7.43224 0.0000e+00
    101.165     7.1218    34.8549    27.2875 1.3431e-01     0.2591      0.630    1480.62   77.16209    7.43094 0.0000e+00
    101.177     7.1221    34.8543    27.2870 1.4652e-01     0.2603      0.674    1480.62   77.21871    7.43637 0.0000e+00
    101.202     7.1220    34.8549    27.2875 1.4652e-01     0.2591      0.659    1480.62   77.15796    7.43052 0.0000e+00
    101.226     7.1221    34.8550    27.2875 1.4652e-01     0.2603      0.612    1480.62   77.15244    7.42996 0.0000e+00
    101.262     7.1220    34.8551    27.2876 1.4652e-01     0.2603      0.571    1480.62   77.14739    7.42949 0.0000e+00
    101.262     7.1221    34.8549    27.2875 1.3431e-01     0.2603      0.549    1480.62   77.14226    7.42898 0.0000e+00
    101.287     7.1223    34.8550    27.2875 1.4652e-01     0.2627      0.535    1480.62   77.13770    7.42851 0.0000e+00
    101.336     7.1223    34.8551    27.2876 1.3431e-01     0.2615      0.527    1480.62   77.13372    7.42812 0.0000e+00
    101.324     7.1223    34.8548    27.2874 1.3431e-01     0.2615      0.524    1480.62   77.12945    7.42772 0.0000e+00
    101.359     7.1223    34.8549    27.2874 1.4652e-01     0.2615      0.524    1480.62   77.12596    7.42738 0.0000e+00
    101.385     7.1221    34.8552    27.2877 1.4652e-01     0.2639      0.524    1480.62   77.12272    7.42708 0.0000e+00
    101.396     7.1223    34.8553    27.2877 1.4652e-01     0.2639      0.520    1480.62   77.11963    7.42676 0.0000e+00
    101.421     7.1225    34.8552    27.2877 1.4652e-01     0.2615      0.520    1480.62   77.11698    7.42648 0.0000e+00
    101.457     7.1221    34.8557    27.2881 1.4652e-01     0.2603      0.516    1480.62   77.11481    7.42630 0.0000e+00
    101.444     7.1223    34.8562    27.2884 1.4652e-01     0.2566      0.516    1480.62   77.11243    7.42602 0.0000e+00
    101.495     7.1221    34.8567    27.2889 1.3431e-01     0.2578      0.516    1480.63   77.04843    7.41985 0.0000e+00
    101.506     7.1220    34.8573    27.2893 1.3431e-01     0.2578      0.516    1480.63   77.10222    7.42503 0.0000e+00
    101.531     7.1225    34.8574    27.2894 1.3431e-01     0.2591      0.516    1480.63   77.03885    7.41885 0.0000e+00
    101.542     7.1225    34.8581    27.2899 1.3431e-01     0.2578      0.531    1480.63   77.03098    7.41806 0.0000e+00
    101.567     7.1225    34.8585    27.2902 1.3431e-01     0.2578      0.535    1480.63   77.02387    7.41735 0.0000e+00
    101.554     7.1227    34.8590    27.2906 1.3431e-01     0.2566      0.527    1480.63   77.01701    7.41663 0.0000e+00
    101.627     7.1225    34.8590    27.2906 1.4652e-01     0.2578      0.520    1480.63   77.01170    7.41615 0.0000e+00
    101.616     7.1225    34.8589    27.2906 1.4652e-01     0.2578      0.520    1480.63   77.00615    7.41562 0.0000e+00
    101.652     7.1228    34.8588    27.2904 1.4652e-01     0.2591      0.520    1480.63   77.00168    7.41514 0.0000e+00
    101.665     7.1225    34.8590    27.2906 1.4652e-01     0.2578      0.531    1480.63   76.99769    7.41481 0.0000e+00
    101.677     7.1228    34.8585    27.2902 1.4652e-01     0.2578      0.538    1480.63   76.99426    7.41444 0.0000e+00
    101.688     7.1225    34.8589    27.2905 1.4652e-01     0.2566      0.535    1480.63   76.99153    7.41422 0.0000e+00
    101.713     7.1228    34.8585    27.2902 1.4652e-01     0.2578      0.531    1480.63   77.05212    7.42001 0.0000e+00
    101.737     7.1225    34.8589    27.2905 1.3431e-01     0.2578      0.527    1480.63   76.99554    7.41460 0.0000e+00
    101.750     7.1227    34.8584    27.2901 1.4652e-01     0.2578      0.524    1480.63   76.99437    7.41448 0.0000e+00
    101.786     7.1228    34.8583    27.2901 1.4652e-01     0.2591      0.524    1480.63   76.99408    7.41443 0.0000e+00
    101.798     7.1223    34.8590    27.2906 1.3431e-01     0.2615      0.520    1480.63   76.99424    7.41450 0.0000e+00
    101.811     7.1228    34.8585    27.2902 1.4652e-01     0.2591      0.513    1480.64   76.98697    7.41374 0.0000e+00
    101.836     7.1225    34.8588    27.2905 1.3431e-01     0.2615      0.513    1480.63   76.98022    7.41313 0.0000e+00
    101.858     7.1225    34.8585    27.2903 1.3431e-01     0.2615      0.513    1480.64   76.98173    7.41329 0.0000e+00
    101.883     7.1225    34.8585    27.2902 1.3431e-01     0.2639      0.516    1480.64   76.98389    7.41350 0.0000e+00
    101.872     7.1225    34.8587    27.2904 1.3431e-01     0.2627      0.520    1480.64   76.97835    7.41296 0.0000e+00
    101.921     7.1228    34.8581    27.2899 1.3431e-01     0.2615      0.531    1480.64   76.98168    7.41325 0.0000e+00
    101.921     7.1225    34.8584    27.2902 1.3431e-01     0.2591      0.535    1480.64   77.04784    7.41966 0.0000e+00
    101.968     7.1227    34.8582    27.2900 1.4652e-01     0.2603      0.531    1480.64   77.05980    7.42079 0.0000e+00
    101.957     7.1228    34.8583    27.2900 1.3431e-01     0.2603      0.531    1480.64   77.07150    7.42189 0.0000e+00
    101.993     7.1227    34.8585    27.2902 1.3431e-01     0.2615      0.527    1480.64   77.08402    7.42311 0.0000e+00
    102.017     7.1227    34.8585    27.2902 1.4652e-01     0.2615      0.524    1480.64   77.03412    7.41830 0.0000e+00
    102.029     7.1227    34.8588    27.2904 1.3431e-01     0.2615      0.520    1480.64   77.03967    7.41882 0.0000e+00
    102.053     7.1228    34.8590    27.2905 1.3431e-01     0.2615      0.520    1480.64   77.04597    7.41940 0.0000e+00
    102.091     7.1228    34.8593    27.2908 1.4652e-01     0.2615      0.524    1480.64   77.11568    7.42609 0.0000e+00
    102.078     7.1227    34.8598    27.2912 1.3431e-01     0.2615      0.524    1480.64   77.13027    7.42750 0.0000e+00
    102.114     7.1225    34.8598    27.2913 1.4652e-01     0.2639      0.524    1480.64   77.14567    7.42901 0.0000e+00
    102.127     7.1228    34.8601    27.2915 1.4652e-01     0.2627      0.520    1480.64   77.09050    7.42363 0.0000e+00
    102.152     7.1225    34.8610    27.2922 1.4652e-01     0.2615      0.520    1480.64   77.09078    7.42367 0.0000e+00
    102.176     7.1227    34.8609    27.2921 1.4652e-01     0.2615      0.520    1480.64   77.09932    7.42447 0.0000e+00
    102.199     7.1227    34.8614    27.2925 1.3431e-01     0.2615      0.520    1480.65   77.10051    7.42455 0.0000e+00
    102.224     7.1225    34.8615    27.2926 1.4652e-01     0.2652      0.520    1480.64   77.10205    7.42473 0.0000e+00
    102.237     7.1225    34.8611    27.2923 1.4652e-01     0.2639      0.516    1480.64   77.10378    7.42492 0.0000e+00
    102.248     7.1223    34.8615    27.2926 1.3431e-01     0.2615      0.513    1480.64   77.10583    7.42512 0.0000e+00
    102.284     7.1223    34.8618    27.2929 1.3431e-01     0.2603      0.513    1480.65   77.10843    7.42536 0.0000e+00
    102.298     7.1227    34.8610    27.2921 1.4652e-01     0.2615      0.513    1480.65   77.11108    7.42560 0.0000e+00
    102.322     7.1221    34.8616    27.2927 1.4652e-01     0.2615      0.516    1480.65   77.11426    7.42596 0.0000e+00
    102.334     7.1223    34.8616    27.2927 1.4652e-01     0.2627      0.516    1480.65   77.18017    7.43228 0.0000e+00
    102.370     7.1220    34.8619    27.2929 1.3431e-01     0.2627      0.516    1480.65   77.12882    7.42737 0.0000e+00
    102.370     7.1225    34.8608    27.2920 1.3431e-01     0.2639      0.513    1480.65   77.13229    7.42768 0.0000e+00
    102.407     7.1227    34.8604    27.2917 1.3431e-01     0.2639      0.513    1480.65   77.13648    7.42807 0.0000e+00
    102.443     7.1223    34.8608    27.2920 1.3431e-01     0.2627      0.513    1480.65   77.14103    7.42855 0.0000e+00
    102.468     7.1227    34.8604    27.2917 1.4652e-01     0.2627      0.513    1480.65   77.14572    7.42896 0.0000e+00
    102.479     7.1227    34.8604    27.2917 1.4652e-01     0.2639      0.513    1480.65   77.14264    7.42866 0.0000e+00
    102.504     7.1225    34.8611    27.2923 1.3431e-01     0.2627      0.513    1480.65   77.08508    7.42312 0.0000e+00
