      DepSM      T090C      Sal00  Sigma-t00       FlSP    WetStar SeaTurbMtr       SvCM   Sbeox0PS Sbeox0Mg/L       Flag
    192.142     7.0298    34.9222    27.3534 1.3431e-01     0.2456      0.560    1481.85   78.91023    7.61193 0.0000e+00
    192.166     7.0296    34.9222    27.3534 1.3431e-01     0.2444      0.575    1481.85   78.90157    7.61112 0.0000e+00
    192.206     7.0296    34.9225    27.3536 1.3431e-01     0.2432      0.634    1481.85   78.89338    7.61031 0.0000e+00
    192.216     7.0296    34.9222    27.3534 1.3431e-01     0.2456      0.641    1481.85   78.89348    7.61034 0.0000e+00
    192.254     7.0298    34.9219    27.3532 1.3431e-01     0.2444      0.615    1481.85   78.89452    7.61043 0.0000e+00
    192.290     7.0295    34.9224    27.3536 1.3431e-01     0.2407      0.597    1481.85   78.88797    7.60982 0.0000e+00
    192.303     7.0298    34.9222    27.3534 1.3431e-01     0.2395      0.590    1481.85   78.88146    7.60915 0.0000e+00
    192.330     7.0295    34.9225    27.3537 1.3431e-01     0.2395      0.593    1481.85   78.88375    7.60941 0.0000e+00
    192.351     7.0298    34.9222    27.3534 1.4652e-01     0.2395      0.593    1481.85   78.87832    7.60885 0.0000e+00
    192.376     7.0296    34.9221    27.3533 1.4652e-01     0.2407      0.593    1481.85   78.88157    7.60919 0.0000e+00
    192.414     7.0295    34.9221    27.3534 1.4652e-01     0.2420      0.597    1481.85   78.88561    7.60961 0.0000e+00
    192.439     7.0298    34.9224    27.3535 1.4652e-01     0.2420      0.597    1481.85   78.88186    7.60918 0.0000e+00
    192.450     7.0298    34.9222    27.3534 1.4652e-01     0.2420      0.593    1481.85   78.87834    7.60885 0.0000e+00
    192.478     7.0298    34.9219    27.3531 1.4652e-01     0.2420      0.582    1481.85   78.88359    7.60937 0.0000e+00
    192.513     7.0300    34.9222    27.3533 1.4652e-01     0.2395      0.575    1481.86   78.88129    7.60911 0.0000e+00
    192.538     7.0298    34.9222    27.3534 1.4652e-01     0.2407      0.571    1481.86   78.87924    7.60894 0.0000e+00
    192.549     7.0296    34.9222    27.3534 1.4652e-01     0.2420      0.571    1481.86   78.87739    7.60878 0.0000e+00
    192.574     7.0298    34.9218    27.3531 1.4652e-01     0.2407      0.571    1481.86   78.87598    7.60864 0.0000e+00
    192.599     7.0295    34.9220    27.3533 1.3431e-01     0.2444      0.571    1481.86   78.88321    7.60938 0.0000e+00
    192.627     7.0298    34.9219    27.3532 1.3431e-01     0.2444      0.571    1481.86   78.89108    7.61009 0.0000e+00
    192.635     7.0295    34.9224    27.3536 1.3431e-01     0.2432      0.571    1481.86   78.89947    7.61093 0.0000e+00
    192.673     7.0295    34.9221    27.3533 1.4652e-01     0.2444      0.564    1481.86   78.90879    7.61185 0.0000e+00
    192.698     7.0298    34.9222    27.3534 1.3431e-01     0.2395      0.560    1481.86   78.84676    7.60580 0.0000e+00
    192.709     7.0296    34.9222    27.3534 1.3431e-01     0.2383      0.557    1481.86   78.84094    7.60527 0.0000e+00
    192.747     7.0296    34.9224    27.3536 1.4652e-01     0.2420      0.557    1481.86   78.84431    7.60558 0.0000e+00
    192.747     7.0295    34.9224    27.3536 1.3431e-01     0.2407      0.557    1481.86   78.84003    7.60520 0.0000e+00
    192.787     7.0295    34.9226    27.3537 1.4652e-01     0.2432      0.579    1481.86   78.83679    7.60488 0.0000e+00
    192.797     7.0296    34.9225    27.3537 1.3431e-01     0.2420      0.590    1481.86   78.84217    7.60537 0.0000e+00
    192.833     7.0298    34.9220    27.3532 1.3431e-01     0.2444      0.586    1481.86   78.84055    7.60521 0.0000e+00
    192.845     7.0296    34.9221    27.3533 1.3431e-01     0.2456      0.582    1481.86   78.83936    7.60512 0.0000e+00
    192.858     7.0296    34.9226    27.3538 1.3431e-01     0.2456      0.575    1481.86   78.90241    7.61118 0.0000e+00
    192.883     7.0296    34.9226    27.3537 1.3431e-01     0.2420      0.571    1481.86   78.84670    7.60581 0.0000e+00
    192.919     7.0298    34.9220    27.3532 1.3431e-01     0.2444      0.568    1481.86   78.84738    7.60587 0.0000e+00
    192.919     7.0298    34.9225    27.3536 1.3431e-01     0.2469      0.564    1481.86   78.84011    7.60515 0.0000e+00
    192.960     7.0296    34.9228    27.3539 1.4652e-01     0.2493      0.560    1481.86   78.84187    7.60533 0.0000e+00
    192.957     7.0300    34.9225    27.3536 1.4652e-01     0.2481      0.571    1481.86   78.84379    7.60548 0.0000e+00
    192.993     7.0298    34.9223    27.3535 1.3431e-01     0.2469      0.604    1481.86   78.84683    7.60580 0.0000e+00
    193.007     7.0300    34.9221    27.3533 1.3431e-01     0.2469      0.615    1481.86   78.85026    7.60612 0.0000e+00
    193.031     7.0296    34.9224    27.3536 1.3431e-01     0.2481      0.608    1481.86   78.85451    7.60657 0.0000e+00
    193.056     7.0300    34.9223    27.3534 1.4652e-01     0.2469      0.593    1481.87   78.85937    7.60699 0.0000e+00
    193.068     7.0295    34.9226    27.3538 1.3431e-01     0.2456      0.593    1481.86   78.79298    7.60065 0.0000e+00
    193.104     7.0298    34.9224    27.3536 1.3431e-01     0.2456      0.604    1481.87   78.79134    7.60045 0.0000e+00
    193.117     7.0298    34.9228    27.3538 1.4652e-01     0.2469      0.593    1481.87   78.84579    7.60568 0.0000e+00
    193.096     7.0298    34.9229    27.3539 1.3431e-01     0.2456      0.575    1481.87   78.84458    7.60556 0.0000e+00
    193.191     7.0300    34.9224    27.3536 1.4652e-01     0.2469      0.564    1481.87   78.78130    7.59945 0.0000e+00
    193.167     7.0296    34.9231    27.3541 1.3431e-01     0.2444      0.557    1481.87   78.78142    7.59948 0.0000e+00
    193.203     7.0298    34.9227    27.3537 1.4652e-01     0.2444      0.557    1481.87   78.77482    7.59884 0.0000e+00
    193.216     7.0298    34.9227    27.3538 1.4652e-01     0.2456      0.553    1481.87   78.76867    7.59825 0.0000e+00
    193.252     7.0301    34.9223    27.3534 1.3431e-01     0.2444      0.557    1481.87   78.76339    7.59771 0.0000e+00
    193.252     7.0298    34.9227    27.3538 1.3431e-01     0.2432      0.553    1481.87   78.75846    7.59726 0.0000e+00
    193.277     7.0298    34.9225    27.3537 1.3431e-01     0.2456      0.553    1481.87   78.75441    7.59688 0.0000e+00
    193.302     7.0300    34.9228    27.3538 1.3431e-01     0.2432      0.557    1481.87   78.75101    7.59651 0.0000e+00
    193.315     7.0298    34.9229    27.3539 1.3431e-01     0.2407      0.557    1481.87   78.74819    7.59626 0.0000e+00
    193.352     7.0300    34.9226    27.3537 1.3431e-01     0.2420      0.553    1481.87   78.80981    7.60219 0.0000e+00
    193.352     7.0298    34.9228    27.3538 1.4652e-01     0.2432      0.549    1481.87   78.75220    7.59665 0.0000e+00
    193.380     7.0298    34.9225    27.3536 1.3431e-01     0.2420      0.549    1481.87   78.75117    7.59657 0.0000e+00
    193.413     7.0298    34.9226    27.3537 1.3431e-01     0.2432      0.553    1481.87   78.75084    7.59653 0.0000e+00
    193.426     7.0296    34.9229    27.3540 1.3431e-01     0.2444      0.557    1481.87   78.75099    7.59656 0.0000e+00
    193.451     7.0298    34.9227    27.3538 1.3431e-01     0.2456      0.560    1481.87   78.75189    7.59663 0.0000e+00
    193.475     7.0295    34.9228    27.3539 1.3431e-01     0.2469      0.564    1481.87   78.75350    7.59683 0.0000e+00
    193.487     7.0298    34.9224    27.3535 1.4652e-01     0.2456      0.568    1481.87   78.75558    7.59700 0.0000e+00
    193.512     7.0296    34.9230    27.3540 1.3431e-01     0.2432      0.571    1481.87   78.75850    7.59728 0.0000e+00
    193.525     7.0296    34.9229    27.3540 1.3431e-01     0.2395      0.568    1481.87   78.82552    7.60375 0.0000e+00
    193.550     7.0298    34.9227    27.3538 1.3431e-01     0.2407      0.564    1481.87   78.77376    7.59874 0.0000e+00
    193.574     7.0295    34.9227    27.3538 1.3431e-01     0.2407      0.571    1481.87   78.77835    7.59923 0.0000e+00
    193.611     7.0293    34.9230    27.3541 1.3431e-01     0.2383      0.575    1481.87   78.78370    7.59976 0.0000e+00
    193.611     7.0296    34.9227    27.3538 1.4652e-01     0.2395      0.571    1481.87   78.72571    7.59413 0.0000e+00
    193.635     7.0296    34.9225    27.3537 1.4652e-01     0.2432      0.568    1481.87   78.78823    7.60017 0.0000e+00
    193.672     7.0291    34.9230    27.3541 1.4652e-01     0.2456      0.564    1481.87   78.79593    7.60098 0.0000e+00
    193.685     7.0293    34.9227    27.3539 1.4652e-01     0.2456      0.564    1481.87   78.80399    7.60173 0.0000e+00
    193.710     7.0291    34.9231    27.3542 1.3431e-01     0.2444      0.564    1481.87   78.74929    7.59647 0.0000e+00
    193.721     7.0293    34.9228    27.3539 1.3431e-01     0.2469      0.568    1481.87   78.80635    7.60196 0.0000e+00
    193.763     7.0296    34.9224    27.3536 1.4652e-01     0.2481      0.571    1481.88   78.74481    7.59599 0.0000e+00
    193.759     7.0296    34.9226    27.3537 1.3431e-01     0.2481      0.568    1481.88   78.80274    7.60156 0.0000e+00
    193.809     7.0295    34.9226    27.3537 1.4652e-01     0.2481      0.568    1481.88   78.74232    7.59576 0.0000e+00
    193.809     7.0295    34.9227    27.3538 1.3431e-01     0.2456      0.564    1481.88   78.73769    7.59531 0.0000e+00
    193.858     7.0295    34.9228    27.3539 1.3431e-01     0.2456      0.560    1481.88   78.73423    7.59497 0.0000e+00
    193.858     7.0293    34.9227    27.3539 1.3431e-01     0.2444      0.564    1481.88   78.73094    7.59468 0.0000e+00
    193.883     7.0295    34.9227    27.3538 1.3431e-01     0.2469      0.575    1481.88   78.72853    7.59443 0.0000e+00
    193.919     7.0295    34.9230    27.3541 1.3431e-01     0.2456      0.575    1481.88   78.73519    7.59505 0.0000e+00
    193.944     7.0293    34.9231    27.3541 1.4652e-01     0.2444      0.568    1481.88   78.73447    7.59502 0.0000e+00
    193.956     7.0293    34.9229    27.3540 1.4652e-01     0.2456      0.571    1481.88   78.73426    7.59499 0.0000e+00
    193.980     7.0295    34.9225    27.3537 1.4652e-01     0.2469      0.568    1481.88   78.73482    7.59504 0.0000e+00
    194.005     7.0293    34.9228    27.3540 1.3431e-01     0.2456      0.575    1481.88   78.73609    7.59518 0.0000e+00
    194.030     7.0293    34.9229    27.3540 1.3431e-01     0.2469      0.601    1481.88   78.73800    7.59536 0.0000e+00
    194.068     7.0291    34.9233    27.3543 1.3431e-01     0.2456      0.608    1481.88   78.74072    7.59563 0.0000e+00
    194.068     7.0293    34.9229    27.3540 1.4652e-01     0.2456      0.593    1481.88   78.74369    7.59591 0.0000e+00
    194.093     7.0293    34.9228    27.3539 1.4652e-01     0.2444      0.582    1481.88   78.74758    7.59629 0.0000e+00
    194.129     7.0295    34.9227    27.3538 1.3431e-01     0.2432      0.579    1481.88   78.75224    7.59671 0.0000e+00
    194.142     7.0293    34.9231    27.3542 1.3431e-01     0.2444      0.586    1481.88   78.74909    7.59642 0.0000e+00
    194.179     7.0295    34.9227    27.3539 1.3431e-01     0.2432      0.597    1481.88   78.81005    7.60229 0.0000e+00
    194.203     7.0296    34.9225    27.3537 1.3431e-01     0.2469      0.604    1481.88   78.75993    7.59744 0.0000e+00
    194.228     7.0295    34.9224    27.3536 1.3431e-01     0.2493      0.601    1481.88   78.76616    7.59807 0.0000e+00
    194.240     7.0291    34.9229    27.3540 1.4652e-01     0.2493      0.590    1481.88   78.82825    7.60410 0.0000e+00
    194.253     7.0291    34.9230    27.3541 1.3431e-01     0.2481      0.593    1481.88   78.83468    7.60471 0.0000e+00
    194.289     7.0293    34.9228    27.3540 1.5873e-01     0.2456      0.608    1481.88   78.77774    7.59920 0.0000e+00
    194.327     7.0295    34.9226    27.3537 1.4652e-01     0.2444      0.604    1481.88   78.84037    7.60522 0.0000e+00
    194.327     7.0293    34.9230    27.3541 1.4652e-01     0.2456      0.593    1481.88   78.78342    7.59973 0.0000e+00
    194.377     7.0296    34.9228    27.3539 1.4652e-01     0.2456      0.579    1481.89   78.78290    7.59964 0.0000e+00
    194.377     7.0293    34.9231    27.3541 1.4652e-01     0.2444      0.571    1481.89   78.78227    7.59962 0.0000e+00
    194.401     7.0296    34.9225    27.3536 1.3431e-01     0.2444      0.586    1481.89   78.84575    7.60572 0.0000e+00
    194.438     7.0293    34.9230    27.3541 1.4652e-01     0.2456      0.597    1481.89   78.79019    7.60040 0.0000e+00
    194.462     7.0295    34.9229    27.3540 1.3431e-01     0.2432      0.601    1481.89   78.79869    7.60119 0.0000e+00
    194.474     7.0295    34.9229    27.3540 1.3431e-01     0.2420      0.597    1481.89   78.79948    7.60126 0.0000e+00
    194.524     7.0293    34.9227    27.3539 1.4652e-01     0.2444      0.593    1481.89   78.86458    7.60758 0.0000e+00
    194.537     7.0296    34.9226    27.3537 1.3431e-01     0.2444      0.597    1481.89   78.81003    7.60227 0.0000e+00
    194.557     7.0295    34.9228    27.3539 1.3431e-01     0.2444      0.601    1481.89   78.81158    7.60243 0.0000e+00
    194.573     7.0293    34.9232    27.3542 1.3431e-01     0.2432      0.590    1481.89   78.81342    7.60262 0.0000e+00
    194.623     7.0295    34.9229    27.3540 1.3431e-01     0.2432      0.575    1481.89   78.81590    7.60285 0.0000e+00
    194.611     7.0295    34.9228    27.3539 1.3431e-01     0.2456      0.571    1481.89   78.81810    7.60306 0.0000e+00
    194.661     7.0293    34.9231    27.3542 1.3431e-01     0.2432      0.571    1481.89   78.88487    7.60951 0.0000e+00
    194.672     7.0293    34.9230    27.3541 1.3431e-01     0.2432      0.579    1481.89   78.84027    7.60522 0.0000e+00
    194.708     7.0293    34.9229    27.3540 1.3431e-01     0.2444      0.579    1481.89   78.84394    7.60558 0.0000e+00
    194.722     7.0293    34.9229    27.3540 1.3431e-01     0.2432      0.593    1481.89   78.84772    7.60594 0.0000e+00
    194.746     7.0293    34.9229    27.3540 1.4652e-01     0.2444      0.615    1481.89   78.91555    7.61249 0.0000e+00
    194.783     7.0291    34.9228    27.3540 1.3431e-01     0.2432      0.637    1481.89   78.85599    7.60678 0.0000e+00
    194.796     7.0290    34.9229    27.3540 1.4652e-01     0.2444      0.648    1481.89   78.86011    7.60720 0.0000e+00
    194.832     7.0291    34.9229    27.3540 1.4652e-01     0.2456      0.634    1481.89   78.86477    7.60762 0.0000e+00
    194.857     7.0291    34.9230    27.3541 1.3431e-01     0.2456      0.615    1481.89   78.86966    7.60809 0.0000e+00
    194.882     7.0290    34.9232    27.3543 1.4652e-01     0.2456      0.597    1481.89   78.86663    7.60781 0.0000e+00
    194.907     7.0288    34.9235    27.3546 1.3431e-01     0.2444      0.590    1481.89   78.87186    7.60833 0.0000e+00
    194.931     7.0293    34.9226    27.3538 1.3431e-01     0.2456      0.593    1481.89   78.86908    7.60802 0.0000e+00
    194.945     7.0291    34.9229    27.3540 1.4652e-01     0.2481      0.593    1481.89   78.87454    7.60857 0.0000e+00
    194.976     7.0290    34.9231    27.3542 1.3431e-01     0.2444      0.586    1481.89   78.87223    7.60836 0.0000e+00
    195.006     7.0290    34.9231    27.3542 1.3431e-01     0.2432      0.579    1481.89   78.86989    7.60813 0.0000e+00
    195.030     7.0290    34.9228    27.3540 1.3431e-01     0.2444      0.571    1481.89   78.86750    7.60791 0.0000e+00
    195.042     7.0287    34.9231    27.3542 1.4652e-01     0.2444      0.568    1481.89   78.86500    7.60771 0.0000e+00
    195.080     7.0287    34.9230    27.3542 1.3431e-01     0.2444      0.560    1481.89   78.86274    7.60750 0.0000e+00
    195.105     7.0284    34.9233    27.3544 1.3431e-01     0.2456      0.560    1481.89   78.86038    7.60731 0.0000e+00
    195.129     7.0287    34.9230    27.3542 1.3431e-01     0.2456      0.564    1481.90   78.85796    7.60704 0.0000e+00
    195.154     7.0285    34.9234    27.3545 1.3431e-01     0.2456      0.564    1481.90   78.85558    7.60682 0.0000e+00
    195.179     7.0287    34.9231    27.3542 1.4652e-01     0.2432      0.560    1481.90   78.85317    7.60657 0.0000e+00
    195.191     7.0288    34.9230    27.3542 1.3431e-01     0.2395      0.560    1481.90   78.85063    7.60630 0.0000e+00
    195.210     7.0285    34.9232    27.3544 1.4652e-01     0.2395      0.560    1481.90   78.84821    7.60611 0.0000e+00
    195.265     7.0287    34.9232    27.3543 1.4652e-01     0.2383      0.557    1481.90   78.84611    7.60589 0.0000e+00
    195.276     7.0287    34.9228    27.3540 1.4652e-01     0.2359      0.553    1481.90   78.84358    7.60566 0.0000e+00
    195.301     7.0287    34.9231    27.3542 1.4652e-01     0.2383      0.557    1481.90   78.84119    7.60542 0.0000e+00
    195.326     7.0285    34.9229    27.3541 1.4652e-01     0.2395      0.560    1481.90   78.83881    7.60522 0.0000e+00
    195.351     7.0287    34.9228    27.3540 1.4652e-01     0.2395      0.560    1481.90   78.83640    7.60497 0.0000e+00
    195.375     7.0288    34.9232    27.3543 1.3431e-01     0.2420      0.557    1481.90   78.77867    7.59935 0.0000e+00
    195.400     7.0288    34.9231    27.3543 1.4652e-01     0.2420      0.553    1481.90   78.83259    7.60456 0.0000e+00
    195.400     7.0284    34.9235    27.3546 1.3431e-01     0.2420      0.560    1481.90   78.76705    7.59829 0.0000e+00
    195.445     7.0285    34.9231    27.3543 1.3431e-01     0.2420      0.568    1481.90   78.76617    7.59821 0.0000e+00
    195.463     7.0287    34.9231    27.3542 1.3431e-01     0.2420      0.582    1481.90   78.82928    7.60427 0.0000e+00
    195.499     7.0288    34.9230    27.3542 1.3431e-01     0.2444      0.604    1481.90   78.76537    7.59808 0.0000e+00
    195.513     7.0288    34.9230    27.3542 1.3431e-01     0.2420      0.615    1481.90   78.76551    7.59809 0.0000e+00
    195.537     7.0285    34.9233    27.3544 1.4652e-01     0.2456      0.626    1481.90   78.75818    7.59742 0.0000e+00
    195.574     7.0285    34.9230    27.3542 1.3431e-01     0.2456      0.689    1481.90   78.75127    7.59677 0.0000e+00
    195.585     7.0284    34.9233    27.3545 1.4652e-01     0.2444      0.729    1481.90   78.80805    7.60226 0.0000e+00
    195.618     7.0284    34.9232    27.3543 1.3431e-01     0.2432      0.703    1481.90   78.75406    7.59706 0.0000e+00
    195.635     7.0282    34.9234    27.3546 1.3431e-01     0.2444      0.670    1481.90   78.74796    7.59648 0.0000e+00
    195.659     7.0285    34.9230    27.3542 1.3431e-01     0.2432      0.656    1481.90   78.74222    7.59590 0.0000e+00
    195.673     7.0285    34.9231    27.3543 1.3431e-01     0.2444      0.634    1481.90   78.73672    7.59536 0.0000e+00
    195.709     7.0284    34.9231    27.3543 1.4652e-01     0.2444      0.604    1481.90   78.74009    7.59572 0.0000e+00
    195.722     7.0284    34.9232    27.3544 1.3431e-01     0.2444      0.601    1481.90   78.73559    7.59527 0.0000e+00
    195.759     7.0282    34.9235    27.3546 1.3431e-01     0.2432      0.619    1481.90   78.73168    7.59491 0.0000e+00
    195.767     7.0282    34.9232    27.3544 1.3431e-01     0.2456      0.641    1481.90   78.72779    7.59455 0.0000e+00
    195.796     7.0284    34.9232    27.3544 1.3431e-01     0.2456      0.663    1481.91   78.72444    7.59420 0.0000e+00
    195.833     7.0282    34.9235    27.3546 1.3431e-01     0.2469      0.667    1481.91   78.72151    7.59393 0.0000e+00
    195.846     7.0284    34.9233    27.3545 1.3431e-01     0.2481      0.648    1481.91   78.72693    7.59444 0.0000e+00
    195.858     7.0284    34.9230    27.3543 1.3431e-01     0.2469      0.637    1481.91   78.72473    7.59424 0.0000e+00
    195.869     7.0285    34.9230    27.3542 1.3431e-01     0.2481      0.623    1481.91   78.72285    7.59403 0.0000e+00
    195.914     7.0282    34.9229    27.3542 1.3431e-01     0.2481      0.612    1481.91   78.72168    7.59398 0.0000e+00
    195.932     7.0282    34.9230    27.3542 1.3431e-01     0.2469      0.601    1481.91   78.72883    7.59466 0.0000e+00
    195.943     7.0282    34.9231    27.3543 1.3431e-01     0.2432      0.604    1481.91   78.79189    7.60074 0.0000e+00
    195.981     7.0284    34.9229    27.3541 1.3431e-01     0.2420      0.608    1481.91   78.79955    7.60146 0.0000e+00
    195.981     7.0280    34.9230    27.3543 1.4652e-01     0.2432      0.597    1481.91   78.80688    7.60222 0.0000e+00
    196.006     7.0280    34.9231    27.3544 1.3431e-01     0.2432      0.612    1481.91   78.75081    7.59681 0.0000e+00
    196.038     7.0282    34.9230    27.3542 1.3431e-01     0.2432      0.615    1481.91   78.81439    7.60292 0.0000e+00
    196.043     7.0282    34.9232    27.3544 1.3431e-01     0.2444      0.597    1481.91   78.75845    7.59751 0.0000e+00
    196.067     7.0280    34.9233    27.3545 1.3431e-01     0.2420      0.579    1481.91   78.82233    7.60370 0.0000e+00
    196.092     7.0282    34.9230    27.3542 1.4652e-01     0.2420      0.560    1481.91   78.83052    7.60447 0.0000e+00
    196.105     7.0282    34.9232    27.3544 1.3431e-01     0.2420      0.553    1481.91   78.83860    7.60524 0.0000e+00
    196.123     7.0284    34.9229    27.3541 1.3431e-01     0.2407      0.546    1481.91   78.84672    7.60601 0.0000e+00
    196.166     7.0284    34.9228    27.3541 1.3431e-01     0.2407      0.542    1481.91   78.85511    7.60683 0.0000e+00
    196.166     7.0282    34.9232    27.3544 1.3431e-01     0.2395      0.546    1481.91   78.86308    7.60760 0.0000e+00
    196.191     7.0282    34.9230    27.3543 1.3431e-01     0.2395      0.564    1481.91   78.87128    7.60840 0.0000e+00
    196.216     7.0282    34.9234    27.3546 1.3431e-01     0.2395      0.619    1481.91   78.87949    7.60917 0.0000e+00
    196.236     7.0282    34.9231    27.3543 1.3431e-01     0.2383      0.678    1481.91   78.88764    7.60998 0.0000e+00
    196.265     7.0282    34.9229    27.3542 1.4652e-01     0.2395      0.689    1481.91   78.89590    7.61078 0.0000e+00
    196.277     7.0282    34.9229    27.3542 1.4652e-01     0.2383      0.663    1481.91   78.90397    7.61156 0.0000e+00
    196.302     7.0282    34.9231    27.3543 1.3431e-01     0.2407      0.634    1481.91   78.91217    7.61234 0.0000e+00
    196.302     7.0282    34.9230    27.3542 1.3431e-01     0.2407      0.612    1481.91   78.92012    7.61312 0.0000e+00
    196.333     7.0282    34.9234    27.3545 1.3431e-01     0.2395      0.604    1481.91   78.92840    7.61389 0.0000e+00
    196.351     7.0280    34.9235    27.3547 1.4652e-01     0.2407      0.593    1481.91   78.93656    7.61471 0.0000e+00
    196.376     7.0282    34.9229    27.3542 1.3431e-01     0.2420      0.579    1481.91   78.94474    7.61549 0.0000e+00
    196.389     7.0284    34.9229    27.3541 1.3431e-01     0.2420      0.564    1481.91   78.95281    7.61625 0.0000e+00
    196.421     7.0282    34.9232    27.3544 1.3431e-01     0.2444      0.560    1481.92   78.96110    7.61706 0.0000e+00
    196.450     7.0284    34.9230    27.3542 1.3431e-01     0.2420      0.560    1481.92   78.96106    7.61704 0.0000e+00
    196.462     7.0285    34.9228    27.3540 1.4652e-01     0.2420      0.560    1481.92   78.96878    7.61777 0.0000e+00
    196.475     7.0285    34.9231    27.3542 1.3431e-01     0.2395      0.560    1481.92   78.96826    7.61770 0.0000e+00
    196.500     7.0284    34.9233    27.3545 1.3431e-01     0.2420      0.564    1481.92   78.96753    7.61764 0.0000e+00
    196.531     7.0287    34.9230    27.3542 1.3431e-01     0.2395      0.564    1481.92   78.97478    7.61831 0.0000e+00
    196.536     7.0285    34.9229    27.3541 1.3431e-01     0.2383      0.560    1481.92   78.97353    7.61822 0.0000e+00
    196.574     7.0287    34.9229    27.3541 1.4652e-01     0.2407      0.557    1481.92   78.97224    7.61807 0.0000e+00
    196.586     7.0285    34.9231    27.3543 1.3431e-01     0.2395      0.557    1481.92   78.97039    7.61790 0.0000e+00
    196.617     7.0282    34.9234    27.3546 1.4652e-01     0.2395      0.564    1481.92   78.96843    7.61775 0.0000e+00
    196.635     7.0284    34.9230    27.3542 1.3431e-01     0.2371      0.568    1481.92   78.97424    7.61831 0.0000e+00
    196.660     7.0280    34.9233    27.3545 1.4652e-01     0.2395      0.568    1481.92   78.97188    7.61813 0.0000e+00
    196.660     7.0280    34.9233    27.3545 1.4652e-01     0.2420      0.564    1481.92   78.96891    7.61784 0.0000e+00
    196.716     7.0282    34.9230    27.3543 1.3431e-01     0.2420      0.575    1481.92   78.96615    7.61755 0.0000e+00
    196.723     7.0277    34.9233    27.3545 1.3431e-01     0.2420      0.579    1481.92   78.96263    7.61729 0.0000e+00
    196.771     7.0277    34.9234    27.3546 1.3431e-01     0.2395      0.571    1481.92   78.95915    7.61695 0.0000e+00
    196.784     7.0276    34.9237    27.3549 1.3431e-01     0.2420      0.571    1481.92   78.95500    7.61656 0.0000e+00
    196.815     7.0276    34.9228    27.3542 1.4652e-01     0.2432      0.579    1481.92   79.01430    7.62232 0.0000e+00
    196.820     7.0274    34.9233    27.3546 1.3431e-01     0.2444      0.582    1481.92   79.01702    7.62259 0.0000e+00
    196.845     7.0274    34.9235    27.3547 1.3431e-01     0.2469      0.579    1481.92   79.01926    7.62280 0.0000e+00
    196.858     7.0274    34.9232    27.3545 1.3431e-01     0.2469      0.571    1481.92   78.95711    7.61681 0.0000e+00
    196.926     7.0271    34.9233    27.3546 1.3431e-01     0.2469      0.571    1481.92   78.95088    7.61626 0.0000e+00
    196.932     7.0273    34.9232    27.3545 1.4652e-01     0.2469      0.571    1481.92   78.94365    7.61554 0.0000e+00
    196.957     7.0273    34.9232    27.3545 1.3431e-01     0.2444      0.560    1481.92   78.93628    7.61483 0.0000e+00
    196.989     7.0273    34.9232    27.3545 1.3431e-01     0.2432      0.549    1481.92   78.99227    7.62023 0.0000e+00
    197.007     7.0268    34.9237    27.3550 1.3431e-01     0.2432      0.546    1481.92   78.99186    7.62026 0.0000e+00
    197.032     7.0273    34.9232    27.3545 1.3431e-01     0.2407      0.549    1481.92   78.99901    7.62088 0.0000e+00
    197.056     7.0271    34.9233    27.3546 1.3431e-01     0.2420      0.557    1481.92   78.94229    7.61543 0.0000e+00
    197.086     7.0271    34.9230    27.3544 1.4652e-01     0.2444      0.560    1481.92   79.00489    7.62148 0.0000e+00
    197.104     7.0271    34.9232    27.3545 1.3431e-01     0.2432      0.560    1481.92   78.93948    7.61517 0.0000e+00
    197.129     7.0273    34.9231    27.3545 1.3431e-01     0.2420      0.575    1481.92   79.00135    7.62111 0.0000e+00
    197.149     7.0276    34.9225    27.3540 1.3431e-01     0.2432      0.590    1481.92   78.99887    7.62085 0.0000e+00
    197.192     7.0274    34.9228    27.3542 1.3431e-01     0.2444      0.590    1481.92   79.00429    7.62138 0.0000e+00
    197.203     7.0273    34.9231    27.3544 1.4652e-01     0.2481      0.582    1481.92   79.00907    7.62186 0.0000e+00
    197.248     7.0273    34.9233    27.3546 1.3431e-01     0.2481      0.582    1481.93   78.95022    7.61617 0.0000e+00
    197.253     7.0277    34.9230    27.3543 1.3431e-01     0.2469      0.586    1481.93   79.01019    7.62189 0.0000e+00
    197.291     7.0274    34.9232    27.3545 1.3431e-01     0.2469      0.593    1481.93   79.01460    7.62236 0.0000e+00
    197.316     7.0274    34.9232    27.3545 1.3431e-01     0.2456      0.597    1481.93   79.01850    7.62273 0.0000e+00
    197.345     7.0277    34.9229    27.3542 1.3431e-01     0.2432      0.590    1481.93   79.02208    7.62304 0.0000e+00
    197.377     7.0273    34.9234    27.3546 1.3431e-01     0.2432      0.579    1481.93   79.02544    7.62342 0.0000e+00
    197.390     7.0274    34.9229    27.3543 1.3431e-01     0.2444      0.571    1481.93   79.02821    7.62369 0.0000e+00
    197.420     7.0277    34.9230    27.3543 1.4652e-01     0.2481      0.568    1481.93   79.03080    7.62388 0.0000e+00
    197.438     7.0276    34.9227    27.3541 1.3431e-01     0.2481      0.568    1481.93   79.03300    7.62413 0.0000e+00
    197.476     7.0276    34.9229    27.3542 1.4652e-01     0.2469      0.568    1481.93   79.03505    7.62432 0.0000e+00
    197.494     7.0277    34.9228    27.3542 1.3431e-01     0.2456      0.568    1481.93   79.03654    7.62444 0.0000e+00
