      DepSM      T090C      Sal00  Sigma-t00       FlSP    WetStar SeaTurbMtr       SvCM   Sbeox0PS Sbeox0Mg/L       Flag
      0.050    20.9557    12.5815     7.5224 3.1502e+00     0.4996      0.949    1499.33  101.76986    8.43627 0.0000e+00
      0.038    20.9565    12.5834     7.5236 3.1502e+00     0.5020      0.952    1499.33  101.84105    8.44195 0.0000e+00
      0.048    20.9575    12.5844     7.5242 3.1502e+00     0.5020      0.949    1499.34  101.90925    8.44740 0.0000e+00
      0.061    20.9573    12.5879     7.5269 3.1502e+00     0.5020      0.941    1499.34  101.91576    8.44779 0.0000e+00
      0.050    20.9571    12.5893     7.5279 3.1502e+00     0.5008      0.930    1499.34  101.97290    8.45249 0.0000e+00
      0.050    20.9568    12.5910     7.5293 3.1624e+00     0.5008      0.923    1499.34  102.02659    8.45691 0.0000e+00
      0.073    20.9573    12.5961     7.5330 3.1624e+00     0.4996      0.912    1499.35  102.07686    8.46074 0.0000e+00
      0.050    20.9578    12.6001     7.5359 3.1990e+00     0.4959      0.912    1499.35  102.12262    8.46426 0.0000e+00
      0.074    20.9578    12.6068     7.5410 3.2357e+00     0.4947      0.912    1499.36  102.22317    8.47225 0.0000e+00
      0.073    20.9561    12.6165     7.5487 3.2601e+00     0.4972      0.905    1499.37  102.20631    8.47066 0.0000e+00
      0.061    20.9533    12.6226     7.5540 3.2479e+00     0.4984      0.912    1499.37  102.23923    8.47353 0.0000e+00
      0.074    20.9507    12.6332     7.5626 3.2357e+00     0.4984      0.919    1499.37  102.20964    8.47097 0.0000e+00
      0.073    20.9488    12.6405     7.5686 3.2234e+00     0.4972      0.923    1499.37  102.22967    8.47257 0.0000e+00
      0.074    20.9486    12.6437     7.5710 3.2112e+00     0.4972      0.923    1499.38  102.25322    8.47439 0.0000e+00
      0.086    20.9493    12.6501     7.5757 3.1990e+00     0.4984      0.930    1499.39  102.28052    8.47623 0.0000e+00
      0.074    20.9497    12.6523     7.5773 3.1990e+00     0.4996      0.934    1499.39  102.31127    8.47861 0.0000e+00
      0.084    20.9497    12.6530     7.5778 3.1868e+00     0.4984      0.930    1499.39  102.34619    8.48147 0.0000e+00
      0.074    20.9490    12.6590     7.5825 3.1746e+00     0.4935      0.930    1499.39  102.38490    8.48449 0.0000e+00
      0.074    20.9478    12.6608     7.5841 3.1868e+00     0.4959      0.930    1499.39  102.42387    8.48783 0.0000e+00
      0.084    20.9469    12.6636     7.5865 3.1990e+00     0.4972      0.941    1499.39  102.46723    8.49142 0.0000e+00
      0.074    20.9453    12.6684     7.5905 3.2479e+00     0.4959      0.956    1499.39  102.51470    8.49537 0.0000e+00
      0.086    20.9434    12.6694     7.5917 3.2479e+00     0.4947      0.967    1499.39  102.56700    8.49996 0.0000e+00
      0.073    20.9417    12.6742     7.5957 3.2112e+00     0.4947      0.978    1499.39  102.56137    8.49953 0.0000e+00
      0.074    20.9427    12.6785     7.5987 3.1868e+00     0.4959      0.985    1499.40  102.66949    8.50811 0.0000e+00
      0.074    20.9446    12.6804     7.5997 3.1868e+00     0.4935      0.989    1499.41  102.66974    8.50773 0.0000e+00
      0.074    20.9472    12.6846     7.6023 3.1746e+00     0.4947      0.993    1499.42  102.78362    8.51653 0.0000e+00
      0.060    20.9510    12.6870     7.6031 3.1746e+00     0.4972      0.993    1499.43  102.78556    8.51596 0.0000e+00
      0.074    20.9535    12.6886     7.6038 3.1868e+00     0.4972      0.993    1499.44  102.84315    8.52026 0.0000e+00
      0.061    20.9530    12.6906     7.6054 3.1746e+00     0.4959      0.993    1499.44  102.90123    8.52505 0.0000e+00
      0.060    20.9519    12.6914     7.6063 3.1624e+00     0.4947      0.985    1499.44  102.96040    8.53009 0.0000e+00
      0.050    20.9512    12.6930     7.6076 3.1380e+00     0.4935      0.967    1499.44  103.01639    8.53476 0.0000e+00
      0.050    20.9504    12.6943     7.6088 3.1258e+00     0.4935      0.949    1499.44  103.01505    8.53472 0.0000e+00
      0.048    20.9498    12.6940     7.6088 3.1013e+00     0.4935      0.941    1499.44  103.06496    8.53895 0.0000e+00
      0.038    20.9498    12.6952     7.6096 3.0891e+00     0.4935      0.945    1499.44  103.11560    8.54309 0.0000e+00
      0.025    20.9497    12.6963     7.6105 3.0891e+00     0.4959      0.956    1499.44  103.11281    8.54283 0.0000e+00
      0.014    20.9493    12.6971     7.6112 3.0769e+00     0.4923      0.971    1499.44  103.16554    8.54722 0.0000e+00
      0.012    20.9495    12.6977     7.6116 3.0769e+00     0.4959      0.982    1499.44  103.21548    8.55129 0.0000e+00
      0.003    20.9498    12.6982     7.6119 3.0891e+00     0.4972      1.000    1499.44  103.20803    8.55060 0.0000e+00
      0.003    20.9500    12.6988     7.6123 3.0769e+00     0.4959      1.081    1499.44  103.25620    8.55453 0.0000e+00
     -0.023    20.9502    12.6997     7.6129 3.0891e+00     0.4959      1.125    1499.44  103.30517    8.55852 0.0000e+00
     -0.022    20.9500    12.7004     7.6135 3.0769e+00     0.4947      1.092    1499.44  103.35562    8.56269 0.0000e+00
     -0.046    20.9500    12.7009     7.6139 3.0647e+00     0.4959      1.051    1499.44  103.40689    8.56691 0.0000e+00
     -0.048    20.9495    12.7011     7.6141 3.0525e+00     0.4959      1.026    1499.44  103.51783    8.57618 0.0000e+00
     -0.046    20.9488    12.7014     7.6146 3.0647e+00     0.4984      1.000    1499.44  103.57543    8.58104 0.0000e+00
     -0.082    20.9483    12.7015     7.6147 3.0647e+00     0.4959      0.989    1499.44  103.68772    8.59043 0.0000e+00
     -0.072    20.9479    12.7006     7.6141 3.0647e+00     0.4972      0.978    1499.44  103.80518    8.60026 0.0000e+00
     -0.093    20.9481    12.7010     7.6144 3.0647e+00     0.4959      0.960    1499.44  103.92666    8.61028 0.0000e+00
     -0.093    20.9484    12.7004     7.6139 3.0647e+00     0.4935      0.949    1499.44  104.05267    8.62070 0.0000e+00
     -0.106    20.9488    12.6996     7.6132 3.0769e+00     0.4996      0.952    1499.44  104.18258    8.63144 0.0000e+00
     -0.108    20.9488    12.7000     7.6135 3.0769e+00     0.5020      0.941    1499.44  104.37480    8.64734 0.0000e+00
     -0.118    20.9488    12.6978     7.6119 3.1013e+00     0.4996      0.927    1499.43  104.51614    8.65916 0.0000e+00
     -0.131    20.9490    12.6967     7.6110 3.1258e+00     0.4959      0.919    1499.43  104.66087    8.67118 0.0000e+00
     -0.119    20.9490    12.6969     7.6112 3.1502e+00     0.4972      0.905    1499.43  104.80511    8.68312 0.0000e+00
     -0.118    20.9490    12.6947     7.6095 3.1624e+00     0.4959      0.901    1499.43  104.95214    8.69542 0.0000e+00
     -0.131    20.9493    12.6954     7.6099 3.1746e+00     0.4972      0.901    1499.43  105.16004    8.71255 0.0000e+00
     -0.119    20.9500    12.6971     7.6111 3.1868e+00     0.4972      0.897    1499.44  105.25809    8.72047 0.0000e+00
     -0.131    20.9504    12.6959     7.6100 3.1990e+00     0.5008      0.890    1499.44  105.47089    8.73810 0.0000e+00
     -0.118    20.9509    12.6962     7.6102 3.2112e+00     0.4996      0.886    1499.44  105.63586    8.75167 0.0000e+00
     -0.119    20.9516    12.6952     7.6092 3.2112e+00     0.5008      0.879    1499.44  105.79869    8.76509 0.0000e+00
     -0.106    20.9519    12.6901     7.6053 3.2112e+00     0.5008      0.872    1499.43  105.96349    8.77896 0.0000e+00
     -0.118    20.9519    12.6863     7.6024 3.1868e+00     0.4996      0.868    1499.43  106.12550    8.79258 0.0000e+00
     -0.096    20.9523    12.6774     7.5956 3.1624e+00     0.4972      0.868    1499.42  106.28927    8.80654 0.0000e+00
     -0.106    20.9528    12.6602     7.5825 3.1380e+00     0.4959      0.868    1499.40  106.45376    8.82097 0.0000e+00
     -0.093    20.9535    12.6465     7.5720 3.1258e+00     0.4947      0.868    1499.39  106.61954    8.83530 0.0000e+00
     -0.096    20.9540    12.6243     7.5551 3.1136e+00     0.4947      0.868    1499.37  106.72765    8.84532 0.0000e+00
     -0.082    20.9545    12.6086     7.5431 3.1258e+00     0.4984      0.868    1499.35  106.89116    8.85959 0.0000e+00
     -0.070    20.9549    12.6025     7.5384 3.1380e+00     0.4996      0.894    1499.35  106.99701    8.86863 0.0000e+00
     -0.096    20.9552    12.5938     7.5318 3.1258e+00     0.4984      0.912    1499.34  107.15736    8.88232 0.0000e+00
     -0.035    20.9557    12.5917     7.5301 3.1136e+00     0.4959      0.908    1499.34  107.26112    8.89094 0.0000e+00
     -0.057    20.9559    12.5877     7.5270 3.1136e+00     0.4935      0.897    1499.33  107.36031    8.89934 0.0000e+00
     -0.035    20.9552    12.5792     7.5207 3.1013e+00     0.4947      0.890    1499.32  107.45670    8.90789 0.0000e+00
     -0.036    20.9543    12.5840     7.5246 3.0891e+00     0.4935      0.890    1499.33  107.48699    8.91030 0.0000e+00
     -0.022    20.9531    12.5851     7.5257 3.0891e+00     0.4959      0.890    1499.32  107.57252    8.91753 0.0000e+00
     -0.010    20.9510    12.5766     7.5198 3.1013e+00     0.4996      0.886    1499.31  107.65067    8.92482 0.0000e+00
     -0.001    20.9500    12.5750     7.5188 3.1013e+00     0.4996      0.890    1499.30  107.67119    8.92677 0.0000e+00
      0.003    20.9493    12.5674     7.5133 3.0891e+00     0.4996      0.901    1499.29  107.68053    8.92806 0.0000e+00
      0.014    20.9483    12.5578     7.5062 3.0891e+00     0.4996      0.901    1499.28  107.68297    8.92895 0.0000e+00
      0.037    20.9478    12.5550     7.5043 3.0891e+00     0.4972      0.894    1499.28  107.73699    8.93365 0.0000e+00
      0.038    20.9474    12.5460     7.4975 3.1013e+00     0.4984      0.890    1499.26  107.72951    8.93357 0.0000e+00
      0.038    20.9478    12.5389     7.4921 3.1013e+00     0.4984      0.886    1499.26  107.71533    8.93270 0.0000e+00
      0.038    20.9479    12.5355     7.4895 3.1013e+00     0.4984      0.890    1499.25  107.69055    8.93080 0.0000e+00
      0.060    20.9486    12.5308     7.4858 3.1258e+00     0.4996      0.890    1499.25  107.65953    8.92835 0.0000e+00
      0.050    20.9493    12.5300     7.4850 3.1258e+00     0.4996      0.883    1499.25  107.62174    8.92515 0.0000e+00
      0.074    20.9498    12.5300     7.4849 3.1380e+00     0.4984      0.883    1499.25  107.63241    8.92594 0.0000e+00
      0.084    20.9498    12.5329     7.4871 3.1258e+00     0.4996      0.886    1499.26  107.52390    8.91679 0.0000e+00
      0.074    20.9498    12.5363     7.4896 3.1258e+00     0.5008      0.890    1499.26  107.46344    8.91160 0.0000e+00
      0.086    20.9500    12.5394     7.4920 3.1258e+00     0.5033      0.894    1499.27  107.39334    8.90559 0.0000e+00
      0.108    20.9497    12.5466     7.4974 3.1380e+00     0.5033      0.894    1499.27  107.31751    8.89899 0.0000e+00
      0.110    20.9493    12.5522     7.5018 3.1380e+00     0.5008      0.890    1499.28  107.23568    8.89197 0.0000e+00
      0.110    20.9491    12.5662     7.5124 3.1502e+00     0.5008      0.890    1499.29  107.20656    8.88886 0.0000e+00
      0.110    20.9490    12.5800     7.5228 3.1624e+00     0.5008      0.894    1499.31  107.05927    8.87596 0.0000e+00
      0.120    20.9488    12.5917     7.5317 3.1624e+00     0.4996      0.894    1499.32  106.96533    8.86759 0.0000e+00
      0.134    20.9488    12.6104     7.5459 3.1624e+00     0.4996      0.886    1499.34  106.86656    8.85843 0.0000e+00
      0.134    20.9488    12.6191     7.5524 3.1746e+00     0.4996      0.890    1499.35  106.70868    8.84489 0.0000e+00
      0.133    20.9484    12.6267     7.5582 3.1990e+00     0.5008      0.897    1499.36  106.60494    8.83596 0.0000e+00
      0.146    20.9481    12.6372     7.5663 3.2357e+00     0.4996      0.897    1499.37  106.50157    8.82690 0.0000e+00
      0.146    20.9479    12.6419     7.5698 3.2723e+00     0.4984      0.901    1499.37  106.39852    8.81815 0.0000e+00
      0.144    20.9479    12.6493     7.5755 3.2723e+00     0.4984      0.908    1499.38  106.29627    8.80929 0.0000e+00
      0.146    20.9479    12.6576     7.5817 3.2479e+00     0.4984      0.919    1499.39  106.19928    8.80083 0.0000e+00
      0.146    20.9478    12.6618     7.5849 3.2112e+00     0.4972      0.923    1499.40  106.04562    8.78791 0.0000e+00
      0.157    20.9478    12.6691     7.5904 3.1990e+00     0.4972      0.923    1499.40  105.94859    8.77949 0.0000e+00
      0.144    20.9479    12.6761     7.5956 3.1746e+00     0.4996      0.923    1499.41  105.85370    8.77124 0.0000e+00
      0.146    20.9479    12.6824     7.6004 3.1502e+00     0.5020      0.919    1499.42  105.70350    8.75847 0.0000e+00
      0.134    20.9479    12.6892     7.6056 3.1258e+00     0.5020      0.919    1499.43  105.67308    8.75560 0.0000e+00
      0.144    20.9483    12.6931     7.6084 3.1258e+00     0.4984      0.923    1499.43  105.58813    8.74831 0.0000e+00
      0.134    20.9486    12.6954     7.6100 3.1013e+00     0.4984      0.930    1499.43  105.51075    8.74172 0.0000e+00
      0.146    20.9486    12.6982     7.6122 3.1013e+00     0.4959      0.941    1499.44  105.43786    8.73553 0.0000e+00
      0.121    20.9488    12.6995     7.6131 3.1013e+00     0.4959      0.949    1499.44  105.42735    8.73457 0.0000e+00
      0.120    20.9481    12.6988     7.6128 3.1013e+00     0.4984      0.938    1499.44  105.42569    8.73459 0.0000e+00
      0.121    20.9476    12.6988     7.6129 3.1013e+00     0.4996      0.938    1499.44  105.43289    8.73527 0.0000e+00
      0.121    20.9471    12.6991     7.6132 3.1013e+00     0.4972      0.949    1499.43  105.39077    8.73185 0.0000e+00
      0.095    20.9479    12.6975     7.6118 3.0891e+00     0.4972      0.960    1499.43  105.41211    8.73356 0.0000e+00
      0.110    20.9479    12.6972     7.6116 3.1013e+00     0.4959      0.960    1499.43  105.44334    8.73616 0.0000e+00
      0.086    20.9478    12.6977     7.6120 3.1136e+00     0.4959      0.963    1499.43  105.47959    8.73916 0.0000e+00
      0.073    20.9483    12.6977     7.6119 3.1136e+00     0.4972      0.956    1499.44  105.52567    8.74290 0.0000e+00
      0.098    20.9483    12.6980     7.6121 3.0891e+00     0.4972      0.945    1499.44  105.57792    8.74721 0.0000e+00
      0.074    20.9483    12.6983     7.6124 3.0769e+00     0.4984      0.938    1499.44  105.63929    8.75228 0.0000e+00
      0.050    20.9483    12.6987     7.6127 3.0891e+00     0.4972      0.930    1499.44  105.76480    8.76266 0.0000e+00
      0.060    20.9481    12.6992     7.6131 3.0891e+00     0.4959      0.919    1499.44  105.78383    8.76424 0.0000e+00
      0.038    20.9479    12.6996     7.6134 3.1013e+00     0.4996      0.912    1499.44  105.86267    8.77078 0.0000e+00
      0.038    20.9478    12.7000     7.6137 3.1013e+00     0.4996      0.912    1499.44  105.94358    8.77749 0.0000e+00
      0.024    20.9478    12.7003     7.6139 3.1013e+00     0.4984      0.916    1499.44  106.03003    8.78464 0.0000e+00
      0.025    20.9478    12.7007     7.6143 3.0891e+00     0.4959      0.919    1499.44  106.12239    8.79226 0.0000e+00
      0.014    20.9478    12.7008     7.6144 3.0891e+00     0.4947      0.912    1499.44  106.27448    8.80486 0.0000e+00
     -0.001    20.9488    12.6958     7.6103 3.0891e+00     0.4972      0.905    1499.43  106.37358    8.81316 0.0000e+00
      0.003    20.9521    12.6856     7.6018 3.0891e+00     0.4947      0.905    1499.43  106.47426    8.82147 0.0000e+00
     -0.010    20.9552    12.6787     7.5959 3.0891e+00     0.4947      0.912    1499.43  106.63802    8.83488 0.0000e+00
     -0.010    20.9581    12.6656     7.5853 3.1013e+00     0.4959      0.923    1499.43  106.74837    8.84421 0.0000e+00
     -0.023    20.9604    12.6555     7.5771 3.1013e+00     0.4972      0.930    1499.42  106.91741    8.85835 0.0000e+00
     -0.022    20.9609    12.6495     7.5725 3.0891e+00     0.4959      0.927    1499.42  107.09071    8.87293 0.0000e+00
     -0.035    20.9613    12.6340     7.5607 3.0769e+00     0.4935      0.923    1499.40  107.20944    8.88351 0.0000e+00
     -0.036    20.9606    12.6284     7.5566 3.0647e+00     0.4935      0.923    1499.39  107.32808    8.89375 0.0000e+00
     -0.046    20.9599    12.6243     7.5537 3.0525e+00     0.4935      0.923    1499.39  107.50863    8.90905 0.0000e+00
     -0.046    20.9585    12.6109     7.5440 3.0769e+00     0.4959      0.927    1499.37  107.63034    8.92007 0.0000e+00
     -0.048    20.9571    12.6072     7.5414 3.0769e+00     0.4972      0.923    1499.36  107.75123    8.93051 0.0000e+00
     -0.057    20.9566    12.5977     7.5344 3.1013e+00     0.4972      0.923    1499.35  107.87109    8.94104 0.0000e+00
     -0.070    20.9561    12.5817     7.5224 3.1013e+00     0.4996      0.919    1499.33  107.98977    8.95180 0.0000e+00
     -0.061    20.9554    12.5807     7.5219 3.0769e+00     0.4996      0.908    1499.32  108.10745    8.96172 0.0000e+00
     -0.070    20.9549    12.5694     7.5135 3.0769e+00     0.5008      0.908    1499.31  108.22748    8.97236 0.0000e+00
     -0.070    20.9547    12.5577     7.5047 3.0769e+00     0.4996      0.912    1499.30  108.34213    8.98250 0.0000e+00
     -0.082    20.9543    12.5594     7.5060 3.0769e+00     0.4972      0.905    1499.30  108.39656    8.98699 0.0000e+00
     -0.072    20.9545    12.5458     7.4957 3.0769e+00     0.4996      0.908    1499.28  108.44560    8.99174 0.0000e+00
     -0.082    20.9545    12.5353     7.4878 3.0891e+00     0.5033      0.934    1499.27  108.54284    9.00035 0.0000e+00
     -0.082    20.9547    12.5310     7.4845 3.1013e+00     0.5020      0.949    1499.27  108.63811    9.00845 0.0000e+00
     -0.083    20.9550    12.5099     7.4685 3.1136e+00     0.5020      0.945    1499.24  108.67282    9.01239 0.0000e+00
     -0.082    20.9554    12.4961     7.4580 3.1380e+00     0.5033      0.963    1499.23  108.75965    9.02025 0.0000e+00
     -0.082    20.9559    12.4845     7.4491 3.1746e+00     0.5008      0.989    1499.22  108.84401    9.02778 0.0000e+00
     -0.083    20.9566    12.4727     7.4400 3.1990e+00     0.4972      0.993    1499.21  108.86749    9.03023 0.0000e+00
     -0.093    20.9576    12.4715     7.4389 3.1868e+00     0.4972      1.007    1499.21  108.93853    9.03601 0.0000e+00
     -0.082    20.9582    12.4759     7.4421 3.1746e+00     0.4984      1.004    1499.22  108.94865    9.03652 0.0000e+00
     -0.083    20.9584    12.4868     7.4502 3.1380e+00     0.4984      0.982    1499.23  109.01000    9.04099 0.0000e+00
     -0.082    20.9582    12.4933     7.4552 3.1136e+00     0.5008      0.967    1499.24  109.00594    9.04035 0.0000e+00
     -0.082    20.9583    12.4946     7.4561 3.1013e+00     0.4984      0.971    1499.24  109.05704    9.04450 0.0000e+00
     -0.083    20.9580    12.4968     7.4579 3.1136e+00     0.4984      0.967    1499.24  109.10484    9.04840 0.0000e+00
     -0.070    20.9578    12.4975     7.4584 3.1013e+00     0.4972      0.963    1499.24  109.09116    9.04727 0.0000e+00
     -0.070    20.9582    12.4990     7.4595 3.0891e+00     0.4996      0.941    1499.24  109.12825    9.05019 0.0000e+00
     -0.072    20.9585    12.5022     7.4618 3.0769e+00     0.5008      0.923    1499.25  109.10755    9.04825 0.0000e+00
     -0.057    20.9590    12.5036     7.4628 3.0769e+00     0.4996      0.919    1499.25  109.14209    9.05095 0.0000e+00
     -0.046    20.9599    12.5077     7.4657 3.0769e+00     0.4996      0.927    1499.26  109.11898    9.04867 0.0000e+00
     -0.046    20.9615    12.5111     7.4679 3.0891e+00     0.4984      0.945    1499.27  109.14685    9.05053 0.0000e+00
     -0.023    20.9627    12.5119     7.4682 3.0891e+00     0.4972      0.960    1499.27  109.11740    9.04784 0.0000e+00
     -0.035    20.9644    12.5134     7.4689 3.1013e+00     0.4959      0.960    1499.28  109.14268    9.04956 0.0000e+00
     -0.010    20.9672    12.5135     7.4683 3.1136e+00     0.4959      0.963    1499.29  109.11106    9.04645 0.0000e+00
     -0.001    20.9684    12.5131     7.4677 3.1136e+00     0.4972      0.993    1499.29  109.13450    9.04821 0.0000e+00
      0.003    20.9672    12.5102     7.4659 3.1136e+00     0.4984      1.011    1499.28  109.10044    9.04574 0.0000e+00
      0.025    20.9646    12.5097     7.4661 3.1013e+00     0.5008      1.011    1499.27  109.06379    9.04318 0.0000e+00
      0.048    20.9624    12.5078     7.4651 3.0891e+00     0.4984      0.996    1499.27  109.08689    9.04557 0.0000e+00
      0.050    20.9602    12.5047     7.4633 3.0891e+00     0.4996      1.011    1499.26  109.04882    9.04295 0.0000e+00
      0.061    20.9590    12.5057     7.4643 3.0891e+00     0.5020      1.059    1499.25  109.00849    9.03976 0.0000e+00
      0.037    20.9582    12.5044     7.4636 3.0891e+00     0.4996      1.099    1499.25  108.96541    9.03641 0.0000e+00
      0.110    20.9573    12.5022     7.4621 3.1013e+00     0.4996      1.136    1499.25  108.92153    9.03303 0.0000e+00
      0.074    20.9568    12.5017     7.4619 3.1258e+00     0.5020      1.172    1499.24  108.93250    9.03406 0.0000e+00
      0.098    20.9563    12.4981     7.4593 3.1380e+00     0.5020      1.176    1499.24  108.83379    9.02615 0.0000e+00
      0.095    20.9556    12.4957     7.4577 3.1502e+00     0.5008      1.158    1499.23  108.84584    9.02739 0.0000e+00
      0.085    20.9552    12.4944     7.4567 3.1624e+00     0.4984      1.161    1499.23  108.74373    9.01906 0.0000e+00
      0.098    20.9545    12.4899     7.4535 3.1624e+00     0.5008      1.227    1499.22  108.69920    9.01572 0.0000e+00
      0.095    20.9542    12.4890     7.4529 3.1380e+00     0.4996      1.256    1499.22  108.59539    9.00722 0.0000e+00
      0.085    20.9537    12.4890     7.4530 3.1258e+00     0.4972      1.209    1499.22  108.54941    9.00349 0.0000e+00
      0.098    20.9535    12.4881     7.4524 3.1136e+00     0.4935      1.161    1499.22  108.50768    9.00011 0.0000e+00
      0.085    20.9537    12.4883     7.4525 3.1013e+00     0.4959      1.110    1499.22  108.40753    8.99176 0.0000e+00
      0.072    20.9538    12.4904     7.4541 3.1136e+00     0.4972      1.073    1499.22  108.36222    8.98786 0.0000e+00
      0.074    20.9542    12.4961     7.4582 3.1258e+00     0.4972      1.059    1499.23  108.32184    8.98416 0.0000e+00
      0.074    20.9540    12.5021     7.4628 3.1380e+00     0.4984      1.051    1499.24  108.22412    8.97577 0.0000e+00
      0.060    20.9538    12.5194     7.4760 3.1502e+00     0.4959      1.059    1499.25  108.18185    8.97138 0.0000e+00
      0.061    20.9538    12.5328     7.4860 3.1624e+00     0.4972      1.073    1499.27  108.08302    8.96248 0.0000e+00
      0.038    20.9538    12.5379     7.4899 3.1624e+00     0.4984      1.081    1499.27  108.04001    8.95864 0.0000e+00
      0.037    20.9538    12.5502     7.4992 3.1502e+00     0.4984      1.095    1499.29  107.94097    8.94978 0.0000e+00
      0.025    20.9537    12.5586     7.5056 3.1502e+00     0.4984      1.136    1499.30  107.84016    8.94102 0.0000e+00
      0.025    20.9540    12.5638     7.5094 3.1746e+00     0.4972      1.143    1499.30  107.79651    8.93707 0.0000e+00
      0.014    20.9538    12.5753     7.5182 3.1746e+00     0.4959      1.106    1499.32  107.69309    8.92792 0.0000e+00
      0.012    20.9540    12.5768     7.5193 3.1746e+00     0.4959      1.055    1499.32  107.58478    8.91884 0.0000e+00
      0.003    20.9542    12.5809     7.5223 3.1868e+00     0.4959      1.040    1499.32  107.53381    8.91437 0.0000e+00
