      DepSM      T090C      Sal00  Sigma-t00       FlSP    WetStar SeaTurbMtr       SvCM   Sbeox0PS Sbeox0Mg/L       Flag
     -0.163    20.9017     7.9419     4.0316 5.4945e-01     0.2212      0.615    1494.03   83.65675    7.13308 0.0000e+00
     -0.162    20.9053    11.5314     6.7414 5.6166e-01     0.2237      0.604    1498.02   83.48006    6.96950 0.0000e+00
     -0.162    20.9079     8.8376     4.7067 5.7387e-01     0.2224      0.593    1495.04   83.29965    7.06465 0.0000e+00
     -0.175    20.9107    10.8991     6.2628 5.7387e-01     0.2237      0.575    1497.33   83.17416    6.96901 0.0000e+00
     -0.173    20.9138    11.1722     6.4682 5.7387e-01     0.2212      0.571    1497.65   82.99141    6.94218 0.0000e+00
     -0.186    20.9154     9.7319     5.3803 5.6166e-01     0.2212      0.571    1496.06   82.86384    6.98999 0.0000e+00
     -0.175    20.9186    10.5793     6.0194 5.7387e-01     0.2237      0.568    1497.00   82.73805    6.94440 0.0000e+00
     -0.209    20.9212    10.2922     5.8020 5.6166e-01     0.2224      0.571    1496.69   82.55494    6.94034 0.0000e+00
     -0.198    20.9212     8.1546     4.1878 5.6166e-01     0.2224      0.590    1494.32   82.42807    7.01693 0.0000e+00
     -0.223    20.9204     8.1940     4.2177 5.7387e-01     0.2237      0.597    1494.36   82.30266    7.00476 0.0000e+00
     -0.233    20.9200     6.7646     3.1380 5.8608e-01     0.2249      0.667    1492.77   82.12133    7.04808 0.0000e+00
     -0.233    20.9174     5.9109     2.4935 5.8608e-01     0.2249      0.923    1491.81   81.99655    7.07296 0.0000e+00
     -0.248    20.9112     5.9217     2.5031 5.6166e-01     0.2273      0.952    1491.81   81.81538    7.05774 0.0000e+00
     -0.233    20.9089     7.1637     3.4421 5.6166e-01     0.2249      0.832    1493.18   81.69239    6.99641 0.0000e+00
     -0.258    20.9075     6.2829     2.7769 5.6166e-01     0.2249      0.729    1492.20   81.57225    7.02241 0.0000e+00
     -0.259    20.9036     5.7160     2.3493 5.6166e-01     0.2249      0.674    1491.56   81.45516    7.03616 0.0000e+00
     -0.258    20.9029     7.6562     3.8155 5.7387e-01     0.2237      0.637    1493.71   81.34206    6.94716 0.0000e+00
     -0.258    20.9018     7.6060     3.7778 5.6166e-01     0.2224      0.608    1493.66   81.17421    6.93500 0.0000e+00
     -0.248    20.9010     7.3515     3.5858 5.6166e-01     0.2224      0.601    1493.37   81.06475    6.93609 0.0000e+00
     -0.245    20.9001     7.2043     3.4748 5.7387e-01     0.2237      0.601    1493.20   81.01758    6.93815 0.0000e+00
     -0.245    20.8941     6.2596     2.7623 5.7387e-01     0.2249      0.601    1492.13   80.91919    6.96894 0.0000e+00
     -0.223    20.8894     5.5452     2.2234 5.7387e-01     0.2224      0.601    1491.32   80.82546    6.99067 0.0000e+00
     -0.222    20.8885     5.1302     1.9098 5.7387e-01     0.2212      0.623    1490.86   80.73664    7.00008 0.0000e+00
     -0.198    20.8885     5.4827     2.1763 5.8608e-01     0.2224      0.637    1491.25   80.71105    6.98345 0.0000e+00
     -0.175    20.8881     5.4165     2.1264 5.8608e-01     0.2212      0.645    1491.18   80.63558    6.97968 0.0000e+00
     -0.173    20.8881     6.6508     3.0593 5.8608e-01     0.2224      0.630    1492.55   80.62302    6.92836 0.0000e+00
     -0.137    20.8916     6.6808     3.0812 5.9829e-01     0.2237      0.601    1492.60   80.62008    6.92642 0.0000e+00
     -0.113    20.8954     6.4923     2.9378 5.9829e-01     0.2261      0.586    1492.40   80.62576    6.93405 0.0000e+00
     -0.103    20.8994     7.4559     3.6650 5.8608e-01     0.2237      0.586    1493.48   80.63998    6.89574 0.0000e+00
     -0.090    20.9039     6.9888     3.3111 5.8608e-01     0.2224      0.586    1492.98   80.66298    6.91600 0.0000e+00
     -0.066    20.9086     7.0267     3.3387 5.8608e-01     0.2237      0.593    1493.03   80.69477    6.91656 0.0000e+00
     -0.056    20.9176    12.3586     7.3631 5.8608e-01     0.2237      0.590    1498.97   80.79412    6.71109 0.0000e+00
     -0.053    20.9259    12.5972     7.5413 5.7387e-01     0.2237      0.601    1499.26   80.84737    6.70507 0.0000e+00
     -0.042    20.9328    12.2229     7.2571 5.7387e-01     0.2224      0.597    1498.86   80.96718    6.72886 0.0000e+00
     -0.032    20.9396    13.6141     8.3059 5.7387e-01     0.2212      0.582    1500.42   81.09097    6.68360 0.0000e+00
     -0.030    20.9434    13.8629     8.4929 5.8608e-01     0.2224      0.597    1500.71   81.16356    6.67936 0.0000e+00
     -0.042    20.9464    13.8168     8.4574 5.9829e-01     0.2224      0.612    1500.66   81.29770    6.69183 0.0000e+00
     -0.032    20.9502    15.6408     9.8340 6.1050e-01     0.2261      0.593    1502.69   81.43526    6.63144 0.0000e+00
     -0.042    20.9530    15.2233     9.5180 5.8608e-01     0.2249      0.575    1502.23   81.52086    6.65431 0.0000e+00
     -0.053    20.9556    14.1907     8.7375 5.8608e-01     0.2273      0.597    1501.10   81.72146    6.71083 0.0000e+00
     -0.053    20.9583    16.5708    10.5346 5.8608e-01     0.2237      0.619    1503.74   81.87368    6.62989 0.0000e+00
     -0.056    20.9604    15.7404     9.9068 5.7387e-01     0.2237      0.615    1502.83   82.02722    6.67446 0.0000e+00
     -0.077    20.9616    14.1066     8.6726 5.7387e-01     0.2212      0.623    1501.03   82.12315    6.74636 0.0000e+00
     -0.077    20.9637    14.8681     9.2472 5.6166e-01     0.2200      0.623    1501.87   82.27848    6.72878 0.0000e+00
     -0.092    20.9651    14.7244     9.1382 5.6166e-01     0.2200      0.619    1501.72   82.43795    6.74732 0.0000e+00
     -0.102    20.9623    13.1323     7.9367 5.6166e-01     0.2212      0.615    1499.95   82.59694    6.82401 0.0000e+00
     -0.102    20.9597    12.7167     7.6236 5.6166e-01     0.2200      0.619    1499.49   82.75556    6.85413 0.0000e+00
     -0.116    20.9575    12.4204     7.4003 5.6166e-01     0.2212      0.615    1499.15   82.91315    6.87939 0.0000e+00
     -0.126    20.9549     8.1868     4.2044 5.4945e-01     0.2224      0.593    1494.46   83.07337    7.06596 0.0000e+00
     -0.126    20.9526     6.4472     2.8908 5.4945e-01     0.2224      0.659    1492.52   83.17776    7.14752 0.0000e+00
     -0.139    20.9509     8.2210     4.2311 5.4945e-01     0.2224      0.806    1494.48   83.33449    7.08730 0.0000e+00
     -0.126    20.9488     6.9715     3.2878 5.6166e-01     0.2249      0.777    1493.09   83.48903    7.15282 0.0000e+00
     -0.137    20.9457     6.3088     2.7878 5.4945e-01     0.2249      0.700    1492.34   83.58611    7.18939 0.0000e+00
     -0.126    20.9429     5.1589     1.9192 5.4945e-01     0.2249      0.645    1491.05   83.73474    7.25117 0.0000e+00
     -0.139    20.9408     5.4651     2.1512 5.4945e-01     0.2249      0.604    1491.39   83.88368    7.25136 0.0000e+00
     -0.137    20.9393     5.4703     2.1555 5.3724e-01     0.2261      0.579    1491.39   84.03301    7.26427 0.0000e+00
     -0.126    20.9379     6.1046     2.6352 5.4945e-01     0.2261      0.571    1492.09   84.17821    7.25007 0.0000e+00
     -0.128    20.9370     5.9915     2.5500 5.3724e-01     0.2224      0.582    1491.96   84.32268    7.26744 0.0000e+00
     -0.137    20.9356     5.8531     2.4457 5.3724e-01     0.2212      0.619    1491.80   84.46606    7.28589 0.0000e+00
     -0.126    20.9346     6.7227     3.1031 5.4945e-01     0.2200      0.619    1492.77   84.60431    7.26093 0.0000e+00
     -0.139    20.9339     6.3214     2.8000 5.4945e-01     0.2224      0.623    1492.32   84.74054    7.28981 0.0000e+00
     -0.126    20.9334     7.4669     3.6656 5.3724e-01     0.2224      0.623    1493.60   84.87086    7.25232 0.0000e+00
     -0.126    20.9349    10.1805     5.7145 5.3724e-01     0.2224      0.604    1496.61   84.99854    7.14858 0.0000e+00
     -0.128    20.9360     7.3148     3.5501 5.4945e-01     0.2237      0.582    1493.43   85.12324    7.28000 0.0000e+00
     -0.137    20.9361     7.7034     3.8436 5.4945e-01     0.2224      0.586    1493.87   85.24454    7.27379 0.0000e+00
     -0.126    20.9372     9.7401     5.3814 5.3724e-01     0.2224      0.645    1496.13   85.36251    7.19741 0.0000e+00
     -0.139    20.9368     6.6235     3.0276 5.3724e-01     0.2224      0.656    1492.67   85.53043    7.34435 0.0000e+00
     -0.137    20.9361     5.7977     2.4037 5.3724e-01     0.2200      0.623    1491.74   85.58131    7.38440 0.0000e+00
     -0.149    20.9372     6.3827     2.8456 5.4945e-01     0.2188      0.597    1492.40   85.68582    7.36802 0.0000e+00
     -0.152    20.9367     4.8935     1.7199 5.6166e-01     0.2212      0.575    1490.74   85.78547    7.44119 0.0000e+00
     -0.162    20.9356     5.6313     2.2780 5.8608e-01     0.2224      0.568    1491.56   85.87980    7.41745 0.0000e+00
     -0.162    20.9356     8.2623     4.2658 5.8608e-01     0.2212      0.575    1494.48   85.96873    7.31171 0.0000e+00
     -0.186    20.9354     5.5610     2.2249 5.7387e-01     0.2188      0.604    1491.48   86.05560    7.43571 0.0000e+00
     -0.175    20.9356     4.6423     1.5302 5.7387e-01     0.2175      0.634    1490.45   86.13684    7.48281 0.0000e+00
     -0.198    20.9367     4.9459     1.7596 5.7387e-01     0.2175      0.696    1490.79   86.15717    7.47114 0.0000e+00
     -0.209    20.9370     3.4717     0.6440 5.7387e-01     0.2163      0.740    1489.14   86.17141    7.53703 0.0000e+00
     -0.212    20.9373     4.6097     1.5051 5.7387e-01     0.2175      0.733    1490.42   86.23781    7.49276 0.0000e+00
     -0.222    20.9370     6.0187     2.5705 5.6166e-01     0.2188      0.703    1491.99   86.24340    7.43179 0.0000e+00
     -0.233    20.9347     4.4083     1.3534 5.6166e-01     0.2175      0.656    1490.19   86.30083    7.50745 0.0000e+00
     -0.235    20.9297     5.8512     2.4456 5.6166e-01     0.2200      0.608    1491.78   86.29741    7.44478 0.0000e+00
     -0.245    20.9249     5.2065     1.9593 5.4945e-01     0.2200      0.586    1491.05   86.34972    7.47814 0.0000e+00
     -0.245    20.9237     4.0141     1.0576 5.6166e-01     0.2212      0.571    1489.71   86.34137    7.52992 0.0000e+00
     -0.248    20.9174     5.3736     2.0873 5.6166e-01     0.2188      0.568    1491.21   86.33038    7.47024 0.0000e+00
     -0.245    20.9150     4.6466     1.5381 5.6166e-01     0.2200      0.601    1490.39   86.31728    7.50129 0.0000e+00
     -0.245    20.9157     4.3125     1.2852 5.7387e-01     0.2237      0.641    1490.02   86.29804    7.51419 0.0000e+00
     -0.248    20.9140     5.0051     1.8095 5.8608e-01     0.2261      0.656    1490.79   86.33483    7.48725 0.0000e+00
     -0.222    20.9136     3.6999     0.8220 5.9829e-01     0.2273      0.630    1489.33   86.25724    7.53790 0.0000e+00
     -0.233    20.9131     3.9659     1.0234 5.9829e-01     0.2261      0.597    1489.63   86.28598    7.52876 0.0000e+00
     -0.224    20.9108     4.0573     1.0931 5.8608e-01     0.2224      0.579    1489.72   86.26265    7.52303 0.0000e+00
     -0.222    20.9117     3.4748     0.6520 5.7387e-01     0.2224      0.579    1489.07   86.23772    7.54640 0.0000e+00
     -0.209    20.9084     3.5295     0.6942 5.6166e-01     0.2224      0.586    1489.12   86.15301    7.53706 0.0000e+00
     -0.212    20.9063     3.3814     0.5825 5.7387e-01     0.2212      0.615    1488.95   86.11730    7.54077 0.0000e+00
     -0.186    20.9077     3.2496     0.4824 5.8608e-01     0.2212      0.634    1488.81   86.08088    7.54319 0.0000e+00
     -0.173    20.9053     3.6912     0.8173 5.8608e-01     0.2224      0.623    1489.30   86.04319    7.52079 0.0000e+00
     -0.175    20.9058     3.9119     0.9842 5.9829e-01     0.2237      0.597    1489.54   86.00465    7.50765 0.0000e+00
     -0.162    20.9056     5.1438     1.9162 5.8608e-01     0.2224      0.575    1490.92   85.96558    7.45038 0.0000e+00
     -0.137    20.9028     5.0885     1.8750 5.8608e-01     0.2237      0.564    1490.85   85.86775    7.44471 0.0000e+00
     -0.139    20.9022     5.6495     2.2993 5.7387e-01     0.2224      0.557    1491.48   85.82391    7.41663 0.0000e+00
     -0.113    20.8970     7.8947     3.9971 5.7387e-01     0.2224      0.557    1493.96   85.77606    7.31647 0.0000e+00
     -0.102    20.8949     6.1583     2.6856 5.7387e-01     0.2212      0.557    1492.03   85.66992    7.38235 0.0000e+00
     -0.113    20.8975     7.6315     3.7981 5.7387e-01     0.2224      0.553    1493.67   85.61846    7.31421 0.0000e+00
     -0.103    20.9042     6.6482     3.0537 5.8608e-01     0.2224      0.560    1492.60   85.56389    7.35078 0.0000e+00
     -0.090    20.9101     6.0215     2.5787 5.8608e-01     0.2224      0.597    1491.92   85.45156    7.36726 0.0000e+00
     -0.090    20.9174    10.7544     6.1519 5.8608e-01     0.2249      0.612    1497.20   85.39438    7.16017 0.0000e+00
     -0.103    20.9235    12.6346     7.5701 5.8608e-01     0.2237      0.593    1499.29   85.27972    7.07145 0.0000e+00
     -0.090    20.9271    13.2464     8.0312 5.7387e-01     0.2237      0.586    1499.98   85.22086    7.04080 0.0000e+00
     -0.090    20.9302    13.7503     8.4110 5.6166e-01     0.2224      0.608    1500.54   85.16332    7.01490 0.0000e+00
     -0.103    20.9323    13.6285     8.3185 5.6166e-01     0.2212      0.608    1500.41   85.10721    7.01500 0.0000e+00
     -0.102    20.9341    13.4138     8.1560 5.7387e-01     0.2200      0.586    1500.18   84.99476    7.01431 0.0000e+00
     -0.090    20.9353    13.7691     8.4240 5.7387e-01     0.2188      0.568    1500.58   84.88059    6.99017 0.0000e+00
     -0.128    20.9361    13.7106     8.3796 5.8608e-01     0.2175      0.560    1500.52   84.88096    6.99248 0.0000e+00
     -0.126    20.9373    13.2106     8.0017 5.7387e-01     0.2188      0.575    1499.97   84.77159    7.00380 0.0000e+00
     -0.126    20.9380    13.3183     8.0829 5.6166e-01     0.2212      0.601    1500.09   84.77756    6.99978 0.0000e+00
     -0.149    20.9387    13.5295     8.2422 5.6166e-01     0.2175      0.612    1500.32   84.67345    6.98245 0.0000e+00
     -0.152    20.9387    12.9163     7.7792 5.4945e-01     0.2188      0.597    1499.65   84.62693    7.00372 0.0000e+00
     -0.162    20.9391    13.4348     8.1707 5.4945e-01     0.2200      0.593    1500.22   84.58772    6.97920 0.0000e+00
     -0.198    20.9389    13.3516     8.1078 5.4945e-01     0.2224      0.601    1500.13   84.54770    6.97932 0.0000e+00
     -0.188    20.9389    12.7199     7.6308 5.6166e-01     0.2249      0.608    1499.43   84.51175    7.00221 0.0000e+00
     -0.209    20.9370    12.9157     7.7792 5.6166e-01     0.2224      0.593    1499.64   84.53732    6.99656 0.0000e+00
     -0.209    20.9352    13.1980     7.9928 5.6166e-01     0.2224      0.575    1499.95   84.51252    6.98318 0.0000e+00
     -0.224    20.9347    12.3189     7.3291 5.6166e-01     0.2200      0.557    1498.97   84.49160    7.01756 0.0000e+00
     -0.222    20.9321    12.4103     7.3987 5.6166e-01     0.2212      0.546    1499.07   84.47472    7.01275 0.0000e+00
     -0.222    20.9285    10.6319     6.0568 5.6166e-01     0.2200      0.546    1497.09   84.46195    7.08558 0.0000e+00
     -0.212    20.9271     6.5448     2.9704 5.6166e-01     0.2175      0.560    1492.55   84.50811    7.26126 0.0000e+00
     -0.209    20.9252     8.6593     4.5680 5.6166e-01     0.2188      0.575    1494.89   84.49995    7.17154 0.0000e+00
     -0.198    20.9242     7.7789     3.9034 5.7387e-01     0.2163      0.593    1493.91   84.55447    7.21338 0.0000e+00
     -0.188    20.9252     5.3391     2.0595 5.8608e-01     0.2188      0.593    1491.20   84.49674    7.31195 0.0000e+00
     -0.173    20.9285     8.5482     4.4834 5.7387e-01     0.2163      0.593    1494.78   84.49804    7.17559 0.0000e+00
     -0.149    20.9316     9.5388     5.2307 5.7387e-01     0.2175      0.590    1495.89   84.49992    7.13384 0.0000e+00
     -0.152    20.9311     6.6952     3.0831 5.6166e-01     0.2163      0.586    1492.73   84.50570    7.25411 0.0000e+00
     -0.126    20.9325     9.5116     5.2100 5.7387e-01     0.2188      0.582    1495.86   84.51264    7.13593 0.0000e+00
     -0.126    20.9342     8.9046     4.7512 5.7387e-01     0.2188      0.582    1495.19   84.52000    7.16171 0.0000e+00
     -0.116    20.9346     5.7730     2.3854 5.7387e-01     0.2188      0.575    1491.71   84.52796    7.29479 0.0000e+00
     -0.102    20.9360     5.9167     2.4937 5.7387e-01     0.2200      0.564    1491.88   84.47847    7.28419 0.0000e+00
     -0.090    20.9367     5.7552     2.3714 5.7387e-01     0.2200      0.553    1491.70   84.48812    7.29181 0.0000e+00
     -0.102    20.9368     4.7826     1.6360 5.8608e-01     0.2212      0.553    1490.61   84.49438    7.33393 0.0000e+00
     -0.079    20.9373     4.4387     1.3758 5.8608e-01     0.2188      0.560    1490.23   84.44765    7.34456 0.0000e+00
     -0.077    20.9378     4.3538     1.3114 5.8608e-01     0.2175      0.557    1490.14   84.45620    7.34888 0.0000e+00
     -0.090    20.9370     3.8275     0.9134 5.8608e-01     0.2188      0.553    1489.54   84.40734    7.36739 0.0000e+00
     -0.079    20.9361     4.6004     1.4984 5.7387e-01     0.2188      0.553    1490.41   84.41031    7.33455 0.0000e+00
     -0.077    20.9354     5.1424     1.9084 5.7387e-01     0.2188      0.549    1491.01   84.35607    7.30673 0.0000e+00
     -0.102    20.9325     4.0269     1.0653 5.7387e-01     0.2200      0.549    1489.75   84.29873    7.34997 0.0000e+00
     -0.103    20.9320     6.2597     2.7538 5.7387e-01     0.2200      0.553    1492.25   84.29768    7.25460 0.0000e+00
     -0.102    20.9341     8.6156     4.5330 5.7387e-01     0.2212      0.553    1494.87   84.24012    7.15010 0.0000e+00
     -0.113    20.9358     6.2354     2.7345 5.7387e-01     0.2212      0.553    1492.23   84.23838    7.24999 0.0000e+00
     -0.128    20.9370     4.3170     1.2838 5.6166e-01     0.2200      0.571    1490.09   84.23411    7.33125 0.0000e+00
     -0.126    20.9380     9.0269     4.8427 5.6166e-01     0.2224      0.608    1495.34   84.11492    7.12177 0.0000e+00
     -0.149    20.9380     7.0745     3.3681 5.4945e-01     0.2224      0.634    1493.17   84.10588    7.20283 0.0000e+00
     -0.139    20.9386     8.9236     4.7646 5.6166e-01     0.2200      0.626    1495.23   84.09494    7.12431 0.0000e+00
     -0.162    20.9391     9.6494     5.3125 5.6166e-01     0.2212      0.626    1496.03   83.96876    7.08340 0.0000e+00
     -0.173    20.9387     6.5467     2.9692 5.6166e-01     0.2212      0.626    1492.59   83.95328    7.21189 0.0000e+00
     -0.162    20.9384     5.2745     2.0076 5.8608e-01     0.2224      0.615    1491.17   83.87765    7.25927 0.0000e+00
     -0.188    20.9386     5.2085     1.9577 5.8608e-01     0.2212      0.593    1491.09   83.85799    7.26034 0.0000e+00
     -0.173    20.9377     5.0908     1.8689 5.9829e-01     0.2188      0.575    1490.96   83.77825    7.25856 0.0000e+00
     -0.186    20.9368     5.2383     1.9807 5.8608e-01     0.2188      0.568    1491.12   83.75454    7.25036 0.0000e+00
     -0.188    20.9370     5.3067     2.0323 5.7387e-01     0.2200      0.560    1491.20   83.67475    7.24054 0.0000e+00
     -0.173    20.9370     5.3027     2.0293 5.7387e-01     0.2200      0.557    1491.19   83.65157    7.23870 0.0000e+00
     -0.186    20.9373     5.6694     2.3065 5.7387e-01     0.2200      0.553    1491.60   83.62619    7.22095 0.0000e+00
     -0.175    20.9375     6.5889     3.0013 5.7387e-01     0.2200      0.557    1492.63   83.54066    7.17484 0.0000e+00
     -0.173    20.9382     5.7035     2.3320 5.8608e-01     0.2175      0.553    1491.65   83.51547    7.20984 0.0000e+00
     -0.162    20.9382     8.8359     4.6984 5.8608e-01     0.2188      0.546    1495.13   83.48835    7.07660 0.0000e+00
     -0.152    20.9389    10.6024     6.0321 5.9829e-01     0.2200      0.549    1497.09   83.40906    6.99706 0.0000e+00
     -0.149    20.9391     6.3941     2.8537 5.9829e-01     0.2200      0.557    1492.42   83.44047    7.17420 0.0000e+00
     -0.137    20.9393     4.6094     1.5045 5.9829e-01     0.2224      0.557    1490.43   83.36130    7.24258 0.0000e+00
     -0.139    20.9396     9.5586     5.2438 5.9829e-01     0.2224      0.579    1495.93   83.33849    7.03390 0.0000e+00
     -0.126    20.9396     6.8041     3.1634 6.1050e-01     0.2224      0.601    1492.88   83.31791    7.14643 0.0000e+00
     -0.126    20.9396     3.2087     0.4443 6.1050e-01     0.2200      0.619    1488.86   83.29931    7.29666 0.0000e+00
     -0.128    20.9396    10.7647     6.1545 5.9829e-01     0.2212      0.626    1497.27   83.28690    6.98009 0.0000e+00
     -0.113    20.9399    10.2300     5.7507 5.8608e-01     0.2212      0.615    1496.68   83.33525    7.00599 0.0000e+00
     -0.113    20.9399    11.8659     6.9858 5.8608e-01     0.2224      0.601    1498.49   83.33117    6.93887 0.0000e+00
     -0.113    20.9399    14.2255     8.7675 5.9829e-01     0.2200      0.604    1501.09   83.38748    6.84827 0.0000e+00
     -0.116    20.9408     9.7885     5.4171 5.9829e-01     0.2200      0.648    1496.19   83.39146    7.02874 0.0000e+00
     -0.126    20.9413     9.1380     4.9258 5.9829e-01     0.2224      0.685    1495.47   83.45964    7.06125 0.0000e+00
     -0.126    20.9417    14.1231     8.6898 5.8608e-01     0.2224      0.663    1500.99   83.47550    6.85938 0.0000e+00
     -0.128    20.9419    10.1176     5.6654 5.7387e-01     0.2224      0.626    1496.56   83.55563    7.02888 0.0000e+00
     -0.126    20.9413     6.7082     3.0906 5.6166e-01     0.2224      0.593    1492.77   83.57923    7.17262 0.0000e+00
     -0.137    20.9417    10.2661     5.7775 5.4945e-01     0.2224      0.575    1496.72   83.66286    7.03181 0.0000e+00
     -0.139    20.9417     7.3499     3.5753 5.4945e-01     0.2212      0.560    1493.49   83.69383    7.15549 0.0000e+00
     -0.162    20.9412     4.9667     1.7743 5.3724e-01     0.2212      0.553    1490.83   83.78442    7.26387 0.0000e+00
     -0.162    20.9415     5.7536     2.3692 5.3724e-01     0.2224      0.553    1491.71   83.88072    7.23878 0.0000e+00
     -0.163    20.9417     5.7304     2.3516 5.4945e-01     0.2224      0.557    1491.69   83.92394    7.24347 0.0000e+00
     -0.173    20.9410     4.7629     1.6202 5.4945e-01     0.2237      0.560    1490.60   84.02655    7.29358 0.0000e+00
     -0.186    20.9401     5.6855     2.3180 5.4945e-01     0.2224      0.560    1491.63   84.07183    7.25836 0.0000e+00
     -0.175    20.9399     5.8735     2.4601 5.3724e-01     0.2237      0.560    1491.84   84.17667    7.25945 0.0000e+00
     -0.186    20.9399     5.5953     2.2499 5.2503e-01     0.2224      0.564    1491.53   84.22776    7.27568 0.0000e+00
     -0.198    20.9399     5.5607     2.2237 5.3724e-01     0.2224      0.564    1491.49   84.27559    7.28129 0.0000e+00
     -0.188    20.9398     5.8023     2.4064 5.3724e-01     0.2237      0.597    1491.76   84.38254    7.28026 0.0000e+00
     -0.198    20.9372     7.0680     3.3634 5.3724e-01     0.2224      0.681    1493.16   84.43113    7.23107 0.0000e+00
     -0.198    20.9250     6.0007     2.5596 5.3724e-01     0.2200      0.707    1491.94   84.42102    7.27720 0.0000e+00
     -0.224    20.9209     6.2329     2.7360 5.3724e-01     0.2188      0.667    1492.18   84.52043    7.27647 0.0000e+00
     -0.162    20.9230     5.7892     2.4002 5.3724e-01     0.2175      0.645    1491.70   84.56304    7.29876 0.0000e+00
     -0.198    20.9193     6.0554     2.6022 5.3724e-01     0.2188      0.692    1491.98   84.66241    7.29648 0.0000e+00
     -0.173    20.9204     5.0756     1.8613 5.3724e-01     0.2224      0.729    1490.89   84.64595    7.33684 0.0000e+00
     -0.188    20.9217     4.6676     1.5525 5.3724e-01     0.2224      0.707    1490.44   84.62501    7.35237 0.0000e+00
     -0.173    20.9176     5.2213     1.9721 5.3724e-01     0.2188      0.696    1491.05   84.71657    7.33711 0.0000e+00
     -0.173    20.9178     4.0838     1.1116 5.3724e-01     0.2188      0.703    1489.77   84.68737    7.38352 0.0000e+00
     -0.163    20.9178     4.6049     1.5059 5.4945e-01     0.2224      0.692    1490.36   84.71229    7.36321 0.0000e+00
     -0.149    20.9146     5.2654     2.0062 5.6166e-01     0.2224      0.656    1491.09   84.73669    7.33737 0.0000e+00
     -0.137    20.9162     4.5243     1.4453 5.6166e-01     0.2237      0.619    1490.26   84.69466    7.36538 0.0000e+00
     -0.139    20.9197     5.1517     1.9190 5.8608e-01     0.2249      0.601    1490.97   84.64823    7.33388 0.0000e+00
     -0.137    20.9242     4.9076     1.7334 5.7387e-01     0.2224      0.593    1490.72   84.59358    7.33898 0.0000e+00
     -0.126    20.9257     4.8764     1.7095 5.7387e-01     0.2212      0.601    1490.69   84.53457    7.33497 0.0000e+00
     -0.128    20.9280     6.0389     2.5878 5.6166e-01     0.2224      0.604    1491.99   84.46731    7.27915 0.0000e+00
     -0.113    20.9298     4.9691     1.7787 5.6166e-01     0.2224      0.619    1490.80   84.39612    7.31841 0.0000e+00
     -0.113    20.9308     6.5278     2.9567 5.6166e-01     0.2249      0.623    1492.54   84.31671    7.24503 0.0000e+00
     -0.116    20.9325     7.3274     3.5604 5.6166e-01     0.2261      0.608    1493.44   84.23342    7.20385 0.0000e+00
     -0.113    20.9334    10.3658     5.8548 5.6166e-01     0.2249      0.601    1496.81   84.14638    7.06945 0.0000e+00
     -0.113    20.9339    12.5355     7.4928 5.4945e-01     0.2261      0.597    1499.21   84.05161    6.97228 0.0000e+00
     -0.102    20.9342    12.8961     7.7650 5.4945e-01     0.2237      0.590    1499.61   83.89509    6.94457 0.0000e+00
     -0.103    20.9347    12.8595     7.7373 5.6166e-01     0.2237      0.571    1499.57   83.78954    6.93725 0.0000e+00
     -0.113    20.9349    13.1807     7.9797 5.7387e-01     0.2261      0.560    1499.93   83.61844    6.91005 0.0000e+00
