      DepSM      T090C      Sal00  Sigma-t00       FlSP    WetStar SeaTurbMtr       SvCM   Sbeox0PS Sbeox0Mg/L       Flag
      1.644    21.2955    24.7092    16.6038 4.0293e-01     0.2346      0.516    1513.67  101.13866    7.75990 0.0000e+00
      1.655    21.2961    24.7094    16.6038 4.3956e-01     0.2346      0.513    1513.67  101.19709    7.76429 0.0000e+00
      1.691    21.2895    24.7114    16.6071 4.1514e-01     0.2371      0.516    1513.66  101.19962    7.76534 0.0000e+00
      1.703    21.2870    24.7117    16.6079 4.1514e-01     0.2383      0.516    1513.65  101.20114    7.76579 0.0000e+00
      1.727    21.2867    24.7117    16.6080 3.7851e-01     0.2383      0.516    1513.65  101.20189    7.76590 0.0000e+00
      1.740    21.2867    24.7115    16.6078 3.6630e-01     0.2371      0.571    1513.65  101.25965    7.77034 0.0000e+00
      1.763    21.2874    24.7116    16.6077 4.1514e-01     0.2371      0.802    1513.65  101.26193    7.77041 0.0000e+00
      1.776    21.2900    24.7106    16.6063 4.2735e-01     0.2359      0.864    1513.66  101.26299    7.77016 0.0000e+00
      1.811    21.2915    24.7103    16.6057 4.1514e-01     0.2359      0.766    1513.66  101.31717    7.77411 0.0000e+00
      1.823    21.2926    24.7098    16.6050 4.2735e-01     0.2371      0.674    1513.67  101.31902    7.77413 0.0000e+00
      1.847    21.2931    24.7089    16.6042 4.1514e-01     0.2359      0.615    1513.67  101.31552    7.77382 0.0000e+00
      1.859    21.2903    24.7088    16.6049 4.0293e-01     0.2383      0.579    1513.66  101.37219    7.77857 0.0000e+00
      1.907    21.2902    24.7082    16.6045 3.9072e-01     0.2420      0.549    1513.66  101.37359    7.77873 0.0000e+00
      1.919    21.2917    24.7079    16.6038 3.7851e-01     0.2407      0.531    1513.66  101.43132    7.78295 0.0000e+00
      1.932    21.2919    24.7081    16.6039 3.6630e-01     0.2407      0.524    1513.66  101.43278    7.78303 0.0000e+00
      1.954    21.2917    24.7084    16.6042 3.9072e-01     0.2383      0.516    1513.66  101.43659    7.78333 0.0000e+00
      1.967    21.2914    24.7087    16.6045 4.3956e-01     0.2395      0.513    1513.66  101.49689    7.78799 0.0000e+00
      2.003    21.2912    24.7088    16.6046 4.1514e-01     0.2395      0.513    1513.66  101.50133    7.78836 0.0000e+00
      2.039    21.2924    24.7081    16.6038 3.7851e-01     0.2395      0.509    1513.67  101.56641    7.79321 0.0000e+00
      2.050    21.2933    24.6866    16.5873 3.6630e-01     0.2371      0.509    1513.65  101.57498    7.79472 0.0000e+00
      2.075    21.2934    24.6621    16.5687 3.9072e-01     0.2371      0.513    1513.62  101.58189    7.79635 0.0000e+00
      2.088    21.2931    24.6933    16.5924 4.1514e-01     0.2371      0.516    1513.65  101.64910    7.80013 0.0000e+00
      2.110    21.2926    24.7078    16.6035 4.0293e-01     0.2346      0.516    1513.67  101.66025    7.80040 0.0000e+00
      2.135    21.2922    24.7084    16.6041 3.9072e-01     0.2310      0.516    1513.67  101.66969    7.80114 0.0000e+00
      2.170    21.2917    24.7085    16.6043 3.6630e-01     0.2298      0.513    1513.67  101.67747    7.80181 0.0000e+00
      2.195    21.2913    24.7083    16.6042 4.0293e-01     0.2322      0.505    1513.67  101.74161    7.80680 0.0000e+00
      2.231    21.2912    24.7080    16.6040 4.0293e-01     0.2346      0.505    1513.67  101.69135    7.80297 0.0000e+00
      2.231    21.2905    24.7082    16.6044 4.0293e-01     0.2346      0.505    1513.67  101.75547    7.80799 0.0000e+00
      2.255    21.2903    24.7081    16.6043 3.9072e-01     0.2346      0.505    1513.66  101.76380    7.80866 0.0000e+00
      2.291    21.2902    24.7079    16.6042 3.9072e-01     0.2346      0.498    1513.66  101.77050    7.80920 0.0000e+00
      2.302    21.2900    24.7080    16.6043 3.9072e-01     0.2371      0.498    1513.66  101.77512    7.80958 0.0000e+00
      2.338    21.2903    24.7078    16.6041 3.6630e-01     0.2346      0.502    1513.67  101.77833    7.80979 0.0000e+00
      2.362    21.2898    24.7079    16.6043 3.9072e-01     0.2346      0.502    1513.66  101.78357    7.81026 0.0000e+00
      2.375    21.2899    24.7077    16.6041 4.3956e-01     0.2346      0.502    1513.67  101.78712    7.81051 0.0000e+00
      2.411    21.2898    24.7078    16.6042 4.6398e-01     0.2346      0.502    1513.67  101.78933    7.81070 0.0000e+00
      2.422    21.2902    24.7077    16.6041 4.1514e-01     0.2334      0.505    1513.67  101.78966    7.81068 0.0000e+00
      2.458    21.2899    24.7079    16.6043 4.3956e-01     0.2322      0.509    1513.67  101.84690    7.81509 0.0000e+00
      2.471    21.2893    24.7081    16.6046 4.8840e-01     0.2334      0.516    1513.67  101.78940    7.81077 0.0000e+00
      2.507    21.2886    24.7080    16.6047 4.7619e-01     0.2346      0.513    1513.66  101.78496    7.81053 0.0000e+00
      2.518    21.2881    24.7081    16.6049 4.5177e-01     0.2359      0.513    1513.66  101.77863    7.81012 0.0000e+00
      2.554    21.2874    24.7084    16.6053 4.2735e-01     0.2334      0.513    1513.66  101.83325    7.81439 0.0000e+00
      2.578    21.2872    24.7083    16.6053 4.1514e-01     0.2334      0.513    1513.66  101.82775    7.81400 0.0000e+00
      2.590    21.2865    24.7083    16.6054 4.0293e-01     0.2334      0.509    1513.66  101.82430    7.81384 0.0000e+00
      2.614    21.2848    24.7089    16.6064 4.1514e-01     0.2334      0.509    1513.66  101.76105    7.80920 0.0000e+00
      2.638    21.2804    24.7100    16.6083 4.1514e-01     0.2334      0.513    1513.65  101.75051    7.80897 0.0000e+00
      2.663    21.2728    24.7121    16.6119 4.2735e-01     0.2322      0.527    1513.63  101.73821    7.80902 0.0000e+00
      2.686    21.2679    24.7133    16.6140 4.3956e-01     0.2334      0.535    1513.62  101.72468    7.80864 0.0000e+00
      2.710    21.2668    24.7133    16.6143 4.5177e-01     0.2322      0.535    1513.61  101.65184    7.80320 0.0000e+00
      2.710    21.2690    24.7127    16.6133 4.5177e-01     0.2346      0.535    1513.62  101.69035    7.80587 0.0000e+00
      2.746    21.2713    24.7118    16.6120 4.5177e-01     0.2359      0.535    1513.62  101.61525    7.79981 0.0000e+00
      2.770    21.2733    24.7114    16.6112 4.2735e-01     0.2334      0.527    1513.63  101.53884    7.79369 0.0000e+00
      2.794    21.2741    24.7112    16.6108 4.1514e-01     0.2322      0.524    1513.63  101.51576    7.79180 0.0000e+00
      2.817    21.2747    24.7115    16.6109 4.1514e-01     0.2334      0.542    1513.63  101.49166    7.78985 0.0000e+00
      2.830    21.2757    24.7109    16.6103 4.1514e-01     0.2359      0.597    1513.64  101.46652    7.78781 0.0000e+00
      2.866    21.2747    24.7105    16.6102 4.2735e-01     0.2371      0.612    1513.63  101.38626    7.78182 0.0000e+00
      2.877    21.2694    24.7116    16.6124 4.2735e-01     0.2346      0.579    1513.62  101.35900    7.78043 0.0000e+00
      2.902    21.2635    24.7125    16.6146 4.5177e-01     0.2371      0.553    1513.61  101.33119    7.77909 0.0000e+00
      2.937    21.2576    24.7144    16.6175 4.8840e-01     0.2346      0.542    1513.59  101.24862    7.77351 0.0000e+00
      2.937    21.2515    24.7166    16.6208 4.8840e-01     0.2346      0.535    1513.58  101.21965    7.77206 0.0000e+00
      2.962    21.2489    24.7177    16.6223 4.6398e-01     0.2346      0.535    1513.57  101.19102    7.77019 0.0000e+00
      2.997    21.2484    24.7175    16.6223 4.5177e-01     0.2346      0.546    1513.57  101.16646    7.76838 0.0000e+00
      3.010    21.2477    24.7180    16.6228 4.5177e-01     0.2359      0.557    1513.57  101.14142    7.76654 0.0000e+00
      3.033    21.2461    24.7184    16.6236 4.5177e-01     0.2359      0.549    1513.57  101.12028    7.76512 0.0000e+00
      3.058    21.2446    24.7182    16.6238 4.5177e-01     0.2383      0.538    1513.56  101.09915    7.76373 0.0000e+00
      3.082    21.2393    24.7199    16.6264 4.5177e-01     0.2395      0.538    1513.55  101.13587    7.76722 0.0000e+00
      3.106    21.2313    24.7229    16.6308 4.5177e-01     0.2383      0.538    1513.53  101.12172    7.76715 0.0000e+00
      3.118    21.2253    24.7241    16.6332 4.5177e-01     0.2371      0.535    1513.52  101.10764    7.76687 0.0000e+00
      3.153    21.2249    24.7233    16.6328 4.5177e-01     0.2383      0.531    1513.52  101.15679    7.77073 0.0000e+00
      3.165    21.2234    24.7234    16.6332 4.5177e-01     0.2420      0.524    1513.51  101.15111    7.77052 0.0000e+00
      3.189    21.2176    24.7262    16.6368 4.5177e-01     0.2407      0.516    1513.50  101.14511    7.77074 0.0000e+00
      3.202    21.2107    24.7303    16.6417 4.6398e-01     0.2395      0.513    1513.49  101.20112    7.77586 0.0000e+00
      3.238    21.2082    24.7318    16.6435 4.6398e-01     0.2407      0.513    1513.48  101.20353    7.77633 0.0000e+00
      3.249    21.2100    24.7304    16.6420 4.6398e-01     0.2395      0.509    1513.48  101.26440    7.78081 0.0000e+00
      3.274    21.2098    24.7306    16.6421 4.6398e-01     0.2383      0.509    1513.48  101.21239    7.77683 0.0000e+00
      3.298    21.2093    24.7308    16.6424 4.7619e-01     0.2371      0.509    1513.48  101.27702    7.78187 0.0000e+00
      3.321    21.2124    24.7285    16.6399 4.8840e-01     0.2395      0.509    1513.49  101.28363    7.78203 0.0000e+00
      3.334    21.2077    24.7296    16.6420 4.7619e-01     0.2383      0.505    1513.48  101.29309    7.78338 0.0000e+00
      3.370    21.1897    24.7377    16.6527 4.8840e-01     0.2371      0.505    1513.44  101.30133    7.78623 0.0000e+00
      3.370    21.1590    24.7523    16.6717 5.1282e-01     0.2420      0.505    1513.37  101.30770    7.79046 0.0000e+00
      3.417    21.1321    24.7647    16.6880 5.0061e-01     0.2432      0.505    1513.31  101.31512    7.79433 0.0000e+00
      3.441    21.1207    24.7701    16.6951 5.0061e-01     0.2407      0.505    1513.28  101.38229    7.80090 0.0000e+00
      3.452    21.1208    24.7698    16.6948 5.0061e-01     0.2395      0.505    1513.28  101.39605    7.80194 0.0000e+00
      3.465    21.1092    24.7754    16.7020 5.0061e-01     0.2346      0.505    1513.26  101.40837    7.80431 0.0000e+00
      3.490    21.0759    24.7938    16.7245 5.2503e-01     0.2359      0.513    1513.19  101.41830    7.80903 0.0000e+00
      3.513    21.0452    24.8124    16.7465 5.3724e-01     0.2383      0.520    1513.12  101.42836    7.81339 0.0000e+00
      3.513    21.0554    24.8072    16.7400 5.2503e-01     0.2395      0.520    1513.14  101.38825    7.80906 0.0000e+00
      3.561    21.0741    24.7961    16.7268 5.2503e-01     0.2395      0.516    1513.19  101.40014    7.80779 0.0000e+00
      3.586    21.0857    24.7898    16.7190 5.1282e-01     0.2395      0.516    1513.21  101.41095    7.80724 0.0000e+00
      3.608    21.0902    24.7878    16.7163 5.1282e-01     0.2383      0.524    1513.22  101.42096    7.80745 0.0000e+00
      3.633    21.0890    24.7888    16.7174 5.2503e-01     0.2346      0.527    1513.22  101.43444    7.80862 0.0000e+00
      3.644    21.0882    24.7898    16.7184 5.2503e-01     0.2322      0.527    1513.22  101.38968    7.80523 0.0000e+00
      3.657    21.0844    24.7925    16.7214 5.2503e-01     0.2334      0.520    1513.21  101.39934    7.80639 0.0000e+00
      3.693    21.0815    24.7941    16.7234 5.2503e-01     0.2334      0.520    1513.21  101.40563    7.80723 0.0000e+00
      3.717    21.0794    24.7961    16.7254 5.3724e-01     0.2346      0.520    1513.20  101.41205    7.80794 0.0000e+00
      3.729    21.0780    24.7982    16.7274 5.3724e-01     0.2371      0.516    1513.20  101.41853    7.80854 0.0000e+00
      3.764    21.0643    24.8093    16.7393 5.2503e-01     0.2371      0.520    1513.18  101.42419    7.81045 0.0000e+00
      3.776    21.0427    24.8257    16.7573 5.3724e-01     0.2395      0.520    1513.13  101.42484    7.81285 0.0000e+00
      3.800    21.0279    24.8378    16.7702 5.2503e-01     0.2371      0.520    1513.11  101.43043    7.81487 0.0000e+00
      3.825    21.0173    24.8476    16.7804 5.3724e-01     0.2371      0.520    1513.09  101.43256    7.81611 0.0000e+00
      3.849    21.0080    24.8576    16.7903 5.2503e-01     0.2359      0.520    1513.07  101.43075    7.81686 0.0000e+00
      3.860    20.9969    24.8704    16.8029 5.2503e-01     0.2346      0.527    1513.06  101.42844    7.81770 0.0000e+00
      3.885    20.9845    24.8850    16.8171 5.2503e-01     0.2371      0.535    1513.04  101.42599    7.81863 0.0000e+00
      3.909    20.9814    24.8927    16.8238 5.3724e-01     0.2395      0.542    1513.04  101.42434    7.81859 0.0000e+00
      3.932    20.9795    24.8977    16.8280 5.3724e-01     0.2383      0.535    1513.04  101.41856    7.81820 0.0000e+00
      3.969    20.9828    24.8989    16.8281 5.3724e-01     0.2371      0.527    1513.05  101.47147    7.82174 0.0000e+00
      3.981    20.9898    24.8980    16.8256 5.4945e-01     0.2383      0.520    1513.07  101.46958    7.82062 0.0000e+00
      4.005    20.9943    24.8979    16.8244 5.6166e-01     0.2383      0.520    1513.08  101.46302    7.81948 0.0000e+00
      4.028    20.9932    24.9017    16.8275 5.7387e-01     0.2383      0.520    1513.08  101.45521    7.81886 0.0000e+00
      4.052    20.9908    24.9051    16.8307 5.8608e-01     0.2371      0.520    1513.08  101.44662    7.81839 0.0000e+00
      4.076    20.9913    24.9033    16.8292 5.8608e-01     0.2383      0.520    1513.08  101.43769    7.81771 0.0000e+00
      4.101    20.9914    24.9009    16.8274 5.8608e-01     0.2383      0.524    1513.08  101.48637    7.82156 0.0000e+00
      4.125    20.9863    24.9057    16.8324 5.8608e-01     0.2359      0.527    1513.07  101.42098    7.81704 0.0000e+00
      4.137    20.9757    24.9177    16.8441 5.8608e-01     0.2346      0.546    1513.06  101.40858    7.81706 0.0000e+00
      4.172    20.9707    24.9254    16.8513 5.8608e-01     0.2310      0.560    1513.05  101.40050    7.81681 0.0000e+00
      4.197    20.9715    24.9278    16.8529 5.9829e-01     0.2310      0.560    1513.06  101.39241    7.81595 0.0000e+00
      4.231    20.9729    24.9299    16.8541 5.8608e-01     0.2298      0.564    1513.06  101.38402    7.81501 0.0000e+00
      4.257    20.9743    24.9298    16.8537 5.9829e-01     0.2285      0.568    1513.07  101.32082    7.80994 0.0000e+00
      4.268    20.9760    24.9280    16.8519 5.9829e-01     0.2285      0.568    1513.07  101.31169    7.80907 0.0000e+00
      4.304    20.9771    24.9253    16.8496 5.8608e-01     0.2273      0.579    1513.07  101.30263    7.80835 0.0000e+00
      4.317    20.9793    24.9228    16.8471 5.8608e-01     0.2285      0.582    1513.07  101.23903    7.80323 0.0000e+00
      4.353    20.9807    24.9248    16.8482 5.9829e-01     0.2322      0.564    1513.08  101.23018    7.80226 0.0000e+00
      4.364    20.9825    24.9311    16.8526 5.8608e-01     0.2334      0.542    1513.09  101.22530    7.80134 0.0000e+00
      4.400    20.9833    24.9423    16.8609 5.8608e-01     0.2322      0.527    1513.11  101.15857    7.79556 0.0000e+00
      4.423    20.9837    24.9617    16.8754 5.9829e-01     0.2310      0.538    1513.13  101.15042    7.79400 0.0000e+00
      4.449    20.9865    24.9800    16.8886 5.8608e-01     0.2285      0.553    1513.16  101.14307    7.79219 0.0000e+00
      4.471    20.9872    24.9815    16.8896 5.8608e-01     0.2285      0.549    1513.16  101.07764    7.78697 0.0000e+00
      4.509    20.9826    24.9703    16.8822 5.7387e-01     0.2298      0.546    1513.14  101.06683    7.78732 0.0000e+00
      4.531    20.9778    24.9605    16.8761 5.7387e-01     0.2298      0.538    1513.12  101.05645    7.78766 0.0000e+00
      4.544    20.9748    24.9558    16.8733 5.7387e-01     0.2285      0.535    1513.10  101.04682    7.78755 0.0000e+00
      4.590    20.9738    24.9539    16.8721 5.7387e-01     0.2285      0.531    1513.10  100.98423    7.78297 0.0000e+00
      4.605    20.9762    24.9554    16.8726 5.8608e-01     0.2249      0.535    1513.11  100.97703    7.78200 0.0000e+00
      4.627    20.9866    24.9634    16.8760 5.8608e-01     0.2237      0.535    1513.14  100.97182    7.77974 0.0000e+00
      4.652    20.9927    24.9776    16.8852 5.7387e-01     0.2237      0.535    1513.18  100.90882    7.77336 0.0000e+00
      4.687    21.0037    24.9908    16.8924 5.8608e-01     0.2261      0.546    1513.22  100.90206    7.77067 0.0000e+00
      4.712    21.0160    24.9992    16.8956 5.8608e-01     0.2298      0.549    1513.27  100.89239    7.76777 0.0000e+00
      4.735    21.0200    25.0029    16.8973 5.9829e-01     0.2298      0.549    1513.28  100.88272    7.76628 0.0000e+00
      4.761    21.0265    25.0008    16.8941 5.9829e-01     0.2298      0.549    1513.30  100.81607    7.76032 0.0000e+00
      4.783    21.0283    24.9961    16.8900 5.9829e-01     0.2310      0.546    1513.30  100.80437    7.75937 0.0000e+00
      4.819    21.0257    24.9947    16.8896 5.9829e-01     0.2310      0.542    1513.29  100.79344    7.75896 0.0000e+00
      4.843    21.0244    24.9980    16.8925 6.1050e-01     0.2298      0.542    1513.29  100.72129    7.75344 0.0000e+00
      4.855    21.0248    25.0013    16.8949 5.9829e-01     0.2273      0.549    1513.30  100.70472    7.75196 0.0000e+00
      4.892    21.0186    25.0010    16.8963 5.9829e-01     0.2261      0.553    1513.28  100.63051    7.74715 0.0000e+00
      4.915    21.0109    24.9976    16.8956 6.1050e-01     0.2261      0.557    1513.25  100.61163    7.74695 0.0000e+00
      4.939    21.0075    24.9978    16.8967 6.1050e-01     0.2249      0.549    1513.25  100.59457    7.74612 0.0000e+00
      4.964    21.0113    24.9981    16.8959 6.1050e-01     0.2273      0.549    1513.26  100.46311    7.73544 0.0000e+00
      4.964    21.0163    24.9949    16.8922 6.2271e-01     0.2273      0.568    1513.27  100.44191    7.73324 0.0000e+00
      5.045    21.0137    24.9934    16.8918 6.2271e-01     0.2273      0.623    1513.26  100.42240    7.73217 0.0000e+00
      5.035    21.0111    24.9940    16.8929 6.1050e-01     0.2237      0.630    1513.25  100.34509    7.72656 0.0000e+00
      5.060    21.0135    24.9973    16.8948 6.1050e-01     0.2224      0.601    1513.26  100.32502    7.72452 0.0000e+00
      5.108    21.0175    25.0016    16.8969 6.1050e-01     0.2237      0.571    1513.28  100.24894    7.71790 0.0000e+00
      5.118    21.0171    25.0054    16.8999 6.1050e-01     0.2237      0.557    1513.28  100.16987    7.71170 0.0000e+00
      5.144    21.0135    25.0127    16.9064 6.1050e-01     0.2249      0.553    1513.28  100.14709    7.71012 0.0000e+00
      5.167    21.0120    25.0243    16.9156 6.2271e-01     0.2261      0.564    1513.29  100.12665    7.70825 0.0000e+00
      5.191    21.0135    25.0351    16.9234 6.2271e-01     0.2261      0.590    1513.31  100.05452    7.70198 0.0000e+00
      5.216    21.0171    25.0437    16.9290 6.3492e-01     0.2237      0.593    1513.33  100.03950    7.69993 0.0000e+00
      5.261    21.0196    25.0493    16.9326 6.4713e-01     0.2224      0.579    1513.34  100.02703    7.69837 0.0000e+00
      5.263    21.0224    25.0473    16.9303 6.5934e-01     0.2224      0.571    1513.35  100.01652    7.69725 0.0000e+00
      5.287    21.0260    25.0439    16.9268 6.5934e-01     0.2212      0.571    1513.35  100.00884    7.69630 0.0000e+00
      5.323    21.0303    25.0441    16.9259 6.5934e-01     0.2224      0.582    1513.37  100.06213    7.69979 0.0000e+00
      5.346    21.0328    25.0474    16.9277 6.7155e-01     0.2237      0.586    1513.38  100.00868    7.69516 0.0000e+00
      5.359    21.0350    25.0536    16.9319 6.7155e-01     0.2261      0.582    1513.39  100.06629    7.69901 0.0000e+00
      5.396    21.0394    25.0720    16.9447 6.7155e-01     0.2261      0.579    1513.42  100.07238    7.69802 0.0000e+00
      5.407    21.0516    25.1058    16.9671 6.7155e-01     0.2237      0.575    1513.50  100.13976    7.69995 0.0000e+00
      5.453    21.0611    25.1343    16.9863 6.7155e-01     0.2237      0.575    1513.55  100.15491    7.69847 0.0000e+00
      5.467    21.0638    25.1433    16.9924 6.7155e-01     0.2249      0.575    1513.57  100.17088    7.69891 0.0000e+00
      5.492    21.0652    25.1443    16.9928 6.7155e-01     0.2249      0.575    1513.58  100.18486    7.69974 0.0000e+00
      5.528    21.0657    25.1398    16.9893 6.8376e-01     0.2273      0.579    1513.57  100.20079    7.70110 0.0000e+00
      5.537    21.0661    25.1316    16.9830 6.9597e-01     0.2261      0.590    1513.57  100.27664    7.70724 0.0000e+00
      5.563    21.0665    25.1261    16.9787 7.0818e-01     0.2285      0.593    1513.56  100.29603    7.70892 0.0000e+00
      5.599    21.0659    25.1219    16.9756 7.0818e-01     0.2285      0.593    1513.56  100.31702    7.71081 0.0000e+00
      5.610    21.0627    25.1166    16.9725 7.2039e-01     0.2298      0.601    1513.54  100.33900    7.71320 0.0000e+00
      5.633    21.0598    25.1124    16.9701 7.3260e-01     0.2261      0.608    1513.53  100.35874    7.71532 0.0000e+00
      5.671    21.0587    25.1179    16.9745 7.3260e-01     0.2273      0.615    1513.53  100.38035    7.71689 0.0000e+00
      5.695    21.0577    25.1284    16.9827 7.3260e-01     0.2249      0.619    1513.54  100.40328    7.71832 0.0000e+00
      5.719    21.0571    25.1353    16.9881 7.4481e-01     0.2261      0.626    1513.55  100.42366    7.71966 0.0000e+00
      5.753    21.0571    25.1386    16.9906 7.5702e-01     0.2261      0.626    1513.55  100.50384    7.72566 0.0000e+00
      5.766    21.0578    25.1392    16.9908 7.5702e-01     0.2249      0.630    1513.56  100.47227    7.72312 0.0000e+00
      5.779    21.0620    25.1331    16.9851 7.5702e-01     0.2261      0.630    1513.56  100.55513    7.72916 0.0000e+00
      5.825    21.0672    25.1248    16.9775 7.5702e-01     0.2237      0.626    1513.57  100.58116    7.73081 0.0000e+00
      5.851    21.0695    25.1230    16.9755 7.5702e-01     0.2224      0.623    1513.57  100.54929    7.72810 0.0000e+00
      5.862    21.0702    25.1241    16.9762 7.6923e-01     0.2237      0.630    1513.57  100.63089    7.73422 0.0000e+00
      5.900    21.0683    25.1255    16.9778 7.6923e-01     0.2237      0.637    1513.57  100.65500    7.73629 0.0000e+00
      5.921    21.0656    25.1285    16.9808 7.5702e-01     0.2212      0.645    1513.57  100.67965    7.73843 0.0000e+00
      5.947    21.0636    25.1351    16.9863 7.5702e-01     0.2224      0.648    1513.57  100.70525    7.74039 0.0000e+00
      5.971    21.0617    25.1393    16.9899 7.5702e-01     0.2237      0.641    1513.57  100.73166    7.74250 0.0000e+00
      5.992    21.0607    25.1433    16.9932 7.5702e-01     0.2249      0.634    1513.57  100.75490    7.74424 0.0000e+00
      6.018    21.0611    25.1466    16.9956 7.4481e-01     0.2224      0.637    1513.58  100.77899    7.74588 0.0000e+00
      6.054    21.0607    25.1489    16.9974 7.5702e-01     0.2224      0.645    1513.58  100.86207    7.75222 0.0000e+00
      6.064    21.0608    25.1472    16.9961 7.5702e-01     0.2212      0.648    1513.58  100.82860    7.74971 0.0000e+00
      6.092    21.0651    25.1441    16.9927 7.6923e-01     0.2224      0.656    1513.59  100.90899    7.75542 0.0000e+00
      6.114    21.0685    25.1413    16.9897 7.6923e-01     0.2261      0.659    1513.59  100.93109    7.75676 0.0000e+00
      6.148    21.0713    25.1386    16.9869 7.8144e-01     0.2298      0.659    1513.60  101.01172    7.76268 0.0000e+00
      6.163    21.0749    25.1354    16.9836 7.6923e-01     0.2310      0.667    1513.61  101.03778    7.76431 0.0000e+00
      6.199    21.0739    25.1352    16.9837 7.6923e-01     0.2310      0.659    1513.60  101.05550    7.76583 0.0000e+00
      6.209    21.0650    25.1444    16.9929 7.6923e-01     0.2310      0.645    1513.59  101.07177    7.76794 0.0000e+00
      6.235    21.0599    25.1525    17.0004 7.8144e-01     0.2298      0.634    1513.58  101.14662    7.77405 0.0000e+00
      6.270    21.0624    25.1522    16.9995 7.6923e-01     0.2310      0.626    1513.59  101.22171    7.77947 0.0000e+00
      6.291    21.0630    25.1525    16.9996 7.6923e-01     0.2322      0.634    1513.59  101.24122    7.78087 0.0000e+00
      6.306    21.0636    25.1527    16.9996 7.5702e-01     0.2322      0.637    1513.60  101.31406    7.78638 0.0000e+00
      6.343    21.0644    25.1529    16.9995 7.5702e-01     0.2310      0.637    1513.60  101.32761    7.78730 0.0000e+00
      6.365    21.0617    25.1583    17.0044 7.5702e-01     0.2285      0.630    1513.60  101.33931    7.78833 0.0000e+00
      6.391    21.0542    25.1669    17.0128 7.5702e-01     0.2273      0.623    1513.59  101.40762    7.79427 0.0000e+00
      6.415    21.0469    25.1735    17.0197 7.4481e-01     0.2273      0.623    1513.57  101.47431    7.80014 0.0000e+00
      6.423    21.0448    25.1782    17.0237 7.4481e-01     0.2298      0.637    1513.57  101.54343    7.80554 0.0000e+00
      6.462    21.0464    25.1801    17.0248 7.4481e-01     0.2273      0.630    1513.58  101.55691    7.80626 0.0000e+00
      6.475    21.0467    25.1796    17.0243 7.4481e-01     0.2237      0.612    1513.58  101.62631    7.81157 0.0000e+00
      6.496    21.0450    25.1780    17.0235 7.4481e-01     0.2249      0.608    1513.57  101.63911    7.81288 0.0000e+00
      6.535    21.0448    25.1753    17.0216 7.5702e-01     0.2298      0.630    1513.57  101.71253    7.81867 0.0000e+00
      6.547    21.0459    25.1731    17.0196 7.5702e-01     0.2273      0.634    1513.57  101.72513    7.81959 0.0000e+00
      6.579    21.0484    25.1707    17.0171 7.5702e-01     0.2273      0.645    1513.58  101.79824    7.82495 0.0000e+00
      6.595    21.0499    25.1691    17.0155 7.5702e-01     0.2273      0.648    1513.58  101.87266    7.83054 0.0000e+00
      6.607    21.0469    25.1701    17.0171 7.4481e-01     0.2285      0.641    1513.57  101.89384    7.83255 0.0000e+00
      6.639    21.0401    25.1725    17.0207 7.4481e-01     0.2285      0.630    1513.56  101.97099    7.83934 0.0000e+00
      6.678    21.0307    25.1757    17.0255 7.5702e-01     0.2298      0.623    1513.54  101.99116    7.84210 0.0000e+00
      6.688    21.0203    25.1790    17.0306 7.4481e-01     0.2298      0.619    1513.51  102.06676    7.84928 0.0000e+00
      6.703    21.0116    25.1828    17.0358 7.4481e-01     0.2298      0.615    1513.49  102.02726    7.84732 0.0000e+00
      6.738    21.0081    25.1847    17.0381 7.4481e-01     0.2322      0.619    1513.48  102.10284    7.85355 0.0000e+00
      6.760    21.0085    25.1859    17.0389 7.5702e-01     0.2310      0.615    1513.49  102.18003    7.85939 0.0000e+00
      6.774    21.0104    25.1872    17.0394 7.4481e-01     0.2298      0.608    1513.49  102.14194    7.85612 0.0000e+00
      6.810    21.0114    25.1879    17.0397 7.4481e-01     0.2285      0.601    1513.50  102.21431    7.86150 0.0000e+00
      6.820    21.0109    25.1883    17.0401 7.4481e-01     0.2273      0.597    1513.50  102.22922    7.86271 0.0000e+00
      6.846    21.0113    25.1880    17.0398 7.4481e-01     0.2298      0.593    1513.50  102.24180    7.86363 0.0000e+00
      6.867    21.0132    25.1882    17.0395 7.4481e-01     0.2310      0.593    1513.50  102.31015    7.86861 0.0000e+00
      6.894    21.0158    25.1899    17.0401 7.4481e-01     0.2310      0.597    1513.51  102.32147    7.86902 0.0000e+00
      6.919    21.0182    25.1960    17.0440 7.4481e-01     0.2310      0.593    1513.53  102.33403    7.86935 0.0000e+00
      6.927    21.0194    25.2014    17.0478 7.5702e-01     0.2298      0.590    1513.54  102.33960    7.86935 0.0000e+00
      6.966    21.0194    25.2034    17.0494 7.5702e-01     0.2310      0.593    1513.54  102.34677    7.86982 0.0000e+00
      6.987    21.0196    25.2028    17.0489 7.4481e-01     0.2298      0.593    1513.54  102.35113    7.87015 0.0000e+00
      7.002    21.0189    25.2016    17.0481 7.4481e-01     0.2310      0.590    1513.54  102.34866    7.87012 0.0000e+00
      7.026    21.0163    25.1999    17.0475 7.5702e-01     0.2334      0.590    1513.53  102.34746    7.87048 0.0000e+00
      7.036    21.0075    25.1994    17.0494 7.4481e-01     0.2334      0.586    1513.50  102.34297    7.87144 0.0000e+00
      7.086    21.0017    25.1986    17.0503 7.4481e-01     0.2322      0.586    1513.49  102.33663    7.87182 0.0000e+00
